NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,BODY_SK_ATOMS_MAX,EVOL_TIME,SUMB_TIME,TIME
00001,462,2468,1413,365,4046,55,2523,1,99,82,517
00002,834,941,1503,980,3484,161,1102,1,92,71,467
00003,33588,2159,1014308,1008309,2059848,0,2159,1,19976,87805,151215
00004,33580,2107,995126,1008309,1935918,0,2107,1,19974,75358,138622
00006,2150,165,0,0,0,0,165,0,1,0,283
00007,23,168,8,21,20,0,168,0,5,3,107
00012,13,277,3,13,11,0,277,0,4,2,107
00013,157,1267,2255,1156,3130,107,1374,2,94,56,371
00014,278,1537,4630,2409,6462,207,1742,2,155,138,622
00015,26,345,185,123,244,11,356,1,27,13,175
00016,135,1056,1904,996,2625,88,1144,2,83,47,348
00017,135,1178,1904,996,2625,88,1266,2,80,61,359
00018,171,1130,2414,1335,3307,127,1255,2,99,73,393
00019,141,1079,2057,1045,2848,91,1170,2,75,62,387
00020,173,1312,2843,1428,3995,122,1434,2,110,72,434
00021,218,1192,3246,1761,4459,154,1344,2,128,86,504
00022,26,425,185,123,244,11,436,1,20,12,161
00023,26,429,185,123,244,11,440,1,19,12,159
00024,278,1537,4630,2409,6462,207,1742,2,148,107,596
00025,116,987,550,255,831,24,1011,0,30,20,223
00026,59236,30697,11120,2502149,145921,0,30697,2,25632,505508,TIMEOUT
00027,59236,31647,92053,2598520,232699,0,31647,2,29516,498735,TIMEOUT
00029,4884,4125,37668,306096,82755,2464,6589,2,2912,11901,19376
00030,5586,3717,8914,399729,40999,2471,6188,2,3375,14470,23714
00032,5586,4130,43470,406840,96591,2471,6601,2,3692,15988,25878
00033,26956,9462,40706,2767076,220863,0,9462,2,30850,494952,TIMEOUT
00034,26956,9364,30103,2846204,180398,5692,15056,2,27682,515572,TIMEOUT
00036,26932,9456,44327,2876800,229364,61,9517,2,30560,497616,TIMEOUT
00037,26916,9445,47764,2857956,235910,40,9485,2,32861,498537,TIMEOUT
00038,26966,9457,52005,3036414,237507,456,9913,2,34204,491080,TIMEOUT
00039,6858,4826,15743,218829,49562,3329,8155,2,2704,9466,16362
00040,87244,100788,4807,1158788,18033,376,101164,1,11407,555898,TIMEOUT
00041,28638,67437,10679,3424080,32951,0,67437,1,36422,479866,TIMEOUT
00042,30834,71082,13207,3336861,40852,386,71468,1,37535,477621,TIMEOUT
00043,37224,115810,9196,2852100,24059,0,115810,1,29031,498430,TIMEOUT
00044,28638,67400,10328,3393030,28759,0,67400,1,36093,478314,TIMEOUT
00045,84860,98674,4547,1394936,17683,387,99061,1,11453,553521,TIMEOUT
00046,30704,69253,9435,3229608,25946,0,69253,1,32410,489625,TIMEOUT
