NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,NEW_RTGD_BSK,BODY_SK_ATOMS_MAX,EVOL_COUNT,EVOL_TIME,SUMB_TIME,TIME
00052,7528,25233,5535,0,25785,0,25233,0,0,25785,286,338,2548
00286,27922,32979,42301,13961,122789,6409,39388,0,0,136750,1036,1430,6321
00368,13314,25628,15550,0,70191,0,25628,0,0,70191,498,1148,4156
00369,21956,39919,35588,0,139234,0,39919,0,0,139234,976,1613,6448
00370,24140,56379,38309,0,150141,0,56379,0,0,150141,964,1925,7332
00371,14928,27758,20801,116300,80233,617,28375,115683,1,196533,1738,11228,17492
00374,16540,30220,184563,1153543,104613,7317,37537,1146226,1,1258156,9068,112931,137755
00386,15118,28570,15789,7787,72371,37,28607,7750,1,80158,844,1242,5160
00397,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ERROR
00398,14838,27696,20387,94656,79778,492,28188,94164,1,174434,2172,11476,20184
00400,15998,29907,21168,107373,85067,696,30603,106677,1,192440,1495,9812,17227
00415,15504,39986,18227,22903,81270,28,40014,22875,1,104173,1144,2847,7890
00416,24538,56650,38816,40008,152199,31,56681,39977,1,192207,1575,5874,13109
00425,23250,26750,69249,0,282843,0,26750,0,0,282843,1591,3753,9818
00426,48842,44891,160264,0,633666,0,44891,0,0,633666,4236,10108,23762
00436,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ERROR
00448,49694,49406,198641,91734,669116,18580,67986,72957,1,760850,4789,16626,31529
00485,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ERROR
00521,14552,3640,0,0,7264,0,3640,0,0,7264,108,241,1615
00532,23886,38045,70800,38769,288356,48,38093,38721,1,327125,2384,5348,13720
00535,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ERROR
00540,3308,13265,2859,236936,7846,826,14090,236110,1,244782,2797,18946,28465
00566,4990,49983,9608,659,48684,28,50011,199,1,49343,448,1065,4680
00678,15114,11217,23490,134445,28279,19522,30739,114726,1,162724,1703,8239,14114
00682,49402,50011,179682,84590,636010,18450,68461,65943,1,720600,4988,15394,30631
00700,4350,1025,3844,239685,156576,0,1025,239367,1,396261,3910,11117,24357
00701,3944,982,6284,152984,101450,607,1589,151262,1,254434,2525,6404,14454
00702,3050,789,2722,92208,93726,0,789,92052,1,185934,1847,4123,10370
00703,4906,1210,7662,257580,202959,794,2004,255260,1,460539,4879,12036,26967
00715,2080,451,1796,63431,55377,0,451,63273,1,118808,1204,2838,6968
00716,2602,605,2315,99972,64300,0,605,99774,1,164272,1484,4209,9589
00724,3650,947,3253,139440,92586,0,947,139224,1,232026,2384,5706,13737
00727,3922,985,3517,153985,88444,0,985,153761,1,242429,2418,5364,13419
00733,2992,676,2574,133408,72608,0,676,133152,1,206016,2395,5569,13154
00741,3424,722,3047,135018,71473,0,722,134774,1,206491,2149,5208,12453
00752,3346,788,2904,116514,90777,0,788,116336,1,207291,1797,4472,11418
00754,3742,973,5697,150959,144539,631,1604,149095,1,295498,3032,7862,18197
00756,2356,597,2067,78375,53503,0,597,78203,1,131878,1349,3141,7536
