NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,NEW_RTGD_BSK,BODY_SK_ATOMS_MAX,EVOL_COUNT,EVOL_TIME,SUMB_TIME,TIME
00001,462,2468,1515,214,4422,55,2523,N/A,N/A,N/A,N/A,93,663
00002,834,941,1513,398,3914,161,1102,N/A,N/A,N/A,N/A,72,695
00003,33588,2159,760009,64818,1848535,0,2159,N/A,N/A,N/A,N/A,69157,TIMEOUT
00004,33580,2107,854804,65197,1862364,0,2107,N/A,N/A,N/A,N/A,59172,TIMEOUT
00006,2150,165,0,0,2,0,165,N/A,N/A,N/A,N/A,2,275
00007,23,168,8,21,39,0,168,N/A,N/A,N/A,N/A,5,100
00012,13,277,7,13,27,0,277,N/A,N/A,N/A,N/A,3,100
00013,157,1267,2149,509,3082,107,1374,N/A,N/A,N/A,N/A,45,524
00014,278,1537,4425,987,6404,207,1742,N/A,N/A,N/A,N/A,88,845
00015,26,345,190,61,260,11,356,N/A,N/A,N/A,N/A,14,168
00016,135,1056,1798,433,2561,88,1144,N/A,N/A,N/A,N/A,43,459
00017,135,1178,1798,433,2561,88,1266,N/A,N/A,N/A,N/A,91,672
00018,171,1130,2269,576,3223,127,1255,N/A,N/A,N/A,N/A,42,525
00019,141,1079,1941,458,2777,91,1170,N/A,N/A,N/A,N/A,37,460
00020,173,1312,2703,589,3920,122,1434,N/A,N/A,N/A,N/A,53,583
00021,218,1192,3060,751,4361,154,1344,N/A,N/A,N/A,N/A,56,546
00022,26,425,190,61,260,11,436,N/A,N/A,N/A,N/A,10,168
00023,26,429,190,61,260,11,440,N/A,N/A,N/A,N/A,12,153
00024,278,1537,4425,987,6404,207,1742,N/A,N/A,N/A,N/A,93,919
00025,116,987,577,255,924,24,1011,N/A,N/A,N/A,N/A,19,242
00026,59236,30697,9093,36463,75966,34203,64900,N/A,N/A,N/A,N/A,5832,TIMEOUT
00027,59236,31647,58950,31900,182251,29773,61420,N/A,N/A,N/A,N/A,12622,TIMEOUT
00029,4884,4125,33906,2879,86551,2474,6599,N/A,N/A,N/A,N/A,923,13514
00030,5586,3717,5170,2886,47809,2481,6198,N/A,N/A,N/A,N/A,553,15284
00032,5586,4130,39527,2886,100927,2481,6611,N/A,N/A,N/A,N/A,1134,15852
00033,26956,9462,21430,15008,141844,13711,23173,N/A,N/A,N/A,N/A,6454,TIMEOUT
00034,26956,9364,13469,15376,65230,14043,23407,N/A,N/A,N/A,N/A,1932,TIMEOUT
00036,26932,9456,21448,15037,141928,13733,23189,N/A,N/A,N/A,N/A,24295,TIMEOUT
00037,26916,9445,21449,15035,141909,13732,23177,N/A,N/A,N/A,N/A,6925,TIMEOUT
00038,26966,9457,21465,15059,142032,13757,23214,N/A,N/A,N/A,N/A,5629,TIMEOUT
00039,6858,4826,7890,4210,56718,3329,8155,N/A,N/A,N/A,N/A,681,21924
00040,87244,100788,7171,2167,30225,2151,102939,N/A,N/A,N/A,N/A,1511,TIMEOUT
00041,28638,67437,8243,11523,26637,9901,77338,N/A,N/A,N/A,N/A,19184,TIMEOUT
00042,30834,71082,12513,12345,36743,10450,81532,N/A,N/A,N/A,N/A,1495,TIMEOUT
00043,37224,115810,8795,11296,23288,9663,125473,N/A,N/A,N/A,N/A,24240,TIMEOUT
00044,28638,67400,8023,11349,22310,9736,77136,N/A,N/A,N/A,N/A,1714,TIMEOUT
00045,84860,98674,6803,2238,27886,2221,100895,N/A,N/A,N/A,N/A,1655,TIMEOUT
00046,30704,69253,7868,11277,21987,9673,78926,N/A,N/A,N/A,N/A,1217,TIMEOUT
00047,28865,67547,8121,11509,22698,9884,77431,N/A,N/A,N/A,N/A,1574,TIMEOUT
00049,30,51,100,36,148,8,59,N/A,N/A,N/A,N/A,20,180
00052,7528,25233,5535,0,25785,0,25233,N/A,N/A,N/A,N/A,495,4617
00055,46,212,50,10,89,2,214,N/A,N/A,N/A,N/A,11,231
00057,3,11,3,3,9,0,11,N/A,N/A,N/A,N/A,5,121
00058,3,7,0,3,3,0,7,N/A,N/A,N/A,N/A,2,57
00059,5,47,0,5,5,0,47,N/A,N/A,N/A,N/A,2,76
00060,9,72,0,9,10,0,72,N/A,N/A,N/A,N/A,3,78
00062,11,72,0,11,11,0,72,N/A,N/A,N/A,N/A,6,168
00063,12,61,0,12,12,0,61,N/A,N/A,N/A,N/A,4,148
00065,3,12,2,3,7,0,12,N/A,N/A,N/A,N/A,3,112
00066,1,20,0,1,1,0,20,N/A,N/A,N/A,N/A,6,85
00068,2,33,0,0,2,0,33,N/A,N/A,N/A,N/A,2,63
00069,1,8,0,1,1,0,8,N/A,N/A,N/A,N/A,2,64
00071,1,14,0,1,1,0,14,N/A,N/A,N/A,N/A,2,47
00072,1,31,0,1,1,0,31,N/A,N/A,N/A,N/A,2,68
00073,6,77,2,6,6,1,78,N/A,N/A,N/A,N/A,2,67
00075,2,125,0,2,2,1,126,N/A,N/A,N/A,N/A,2,100
00078,43,715,39,376,255,330,1045,N/A,N/A,N/A,N/A,29,234
00079,2,29,0,0,2,0,29,N/A,N/A,N/A,N/A,2,59
00081,93,679,0,93,94,0,679,N/A,N/A,N/A,N/A,11,183
00082,356,263,46,13,652,2,265,N/A,N/A,N/A,N/A,23,270
00094,17,138,5,17,32,11,149,N/A,N/A,N/A,N/A,11,202
00106,4,43,2,4,8,0,43,N/A,N/A,N/A,N/A,3,79
00110,317,244,37,12,562,1,245,N/A,N/A,N/A,N/A,23,265
00112,20,113,20,24,37,11,124,N/A,N/A,N/A,N/A,13,167
00113,12,24,0,0,8,0,24,N/A,N/A,N/A,N/A,3,69
00114,42,25,33,60,78,53,78,N/A,N/A,N/A,N/A,26,329
00116,13,30,14,24,28,15,45,N/A,N/A,N/A,N/A,6,87
00118,39,89,46,40,93,17,106,N/A,N/A,N/A,N/A,13,155
00120,17,53,26,16,32,3,56,N/A,N/A,N/A,N/A,5,91
00151,51,263,357,66,1145,29,292,N/A,N/A,N/A,N/A,37,317
00153,48,186,24,14,26,0,186,N/A,N/A,N/A,N/A,7,134
00164,3,31,0,4,0,1,32,N/A,N/A,N/A,N/A,2,65
00167,12,451,17,7,87,1,452,N/A,N/A,N/A,N/A,7,149
00169,23,168,8,21,39,0,168,N/A,N/A,N/A,N/A,13,254
00170,9,120,4,9,11,0,120,N/A,N/A,N/A,N/A,8,108
00171,12,61,7,18,28,0,61,N/A,N/A,N/A,N/A,4,87
00172,216,190,2620,382,3512,26,216,N/A,N/A,N/A,N/A,76,483
