====== RULE SET ======
[_R0]  ! :- <http://www.w3.org/2002/07/owl#Nothing>(X).
[_R1] <http://purl.org/obo/owl/GO#GO_0000011>(X0) :- <http://purl.org/obo/owl/ID#ID_0000004>(X0).
[_R2] <http://purl.org/obo/owl/ID#ID_0000019>(X0) :- <http://purl.org/obo/owl/GO#GO_0000008>(X0).
[_R3] <http://purl.org/obo/owl/ID#ID_0000000>(X0) :- <http://purl.org/obo/owl/ID#ID_0000106>(X0).
[_R4] <http://purl.org/obo/owl/GO#GO_0000010>(X0) :- <http://purl.org/obo/owl/ID#ID_0000012>(X0).
[_R5] <http://purl.org/obo/owl/GO#GO_0000015>(X0) :- <http://purl.org/obo/owl/ID#ID_0000098>(X0).
[_R6] <http://purl.org/obo/owl/ID#ID_0000059>(X0) :- <http://purl.org/obo/owl/GO#GO_0000001>(X0).
[_R7] <http://purl.org/obo/owl/ID#ID_0000000>(X0) :- <http://purl.org/obo/owl/ID#ID_0000107>(X0).
[_R8] <http://purl.org/obo/owl/TB#TB_0000000>(X0) :- <http://purl.org/obo/owl/TB#TB_0000003>(X0).
[_R9] <http://purl.org/obo/owl/ID#ID_0000002>(X0) :- <http://purl.org/obo/owl/GO#GO_0000011>(X0).
[_R10] <http://purl.org/obo/owl/ID#ID_0000002>(X0) :- <http://purl.org/obo/owl/GO#GO_0000010>(X0).
[_R11] <http://purl.org/obo/owl/ID#ID_0000100>(X0) :- <http://purl.org/obo/owl/ID#ID_0000113>(X0).
[_R12] <http://purl.org/obo/owl/ID#ID_0000049>(X0) :- <http://purl.org/obo/owl/ID#ID_0000053>(X0).
[_R13] <http://purl.org/obo/owl/ID#ID_0000001>(X0) :- <http://purl.org/obo/owl/ID#ID_0000046>(X0).
[_R14] <http://purl.org/obo/owl/GO#GO_0000015>(X0) :- <http://purl.org/obo/owl/GO#GO_0000016>(X0).
[_R15] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/GO#GO_0000007>(X0).
[_R16] <http://purl.org/obo/owl/ID#ID_0000102>(X0) :- <http://purl.org/obo/owl/ID#ID_0000118>(X0).
[_R17] <http://purl.org/obo/owl/ID#ID_0000043>(X0) :- <http://purl.org/obo/owl/ID#ID_0000044>(X0).
[_R18] <http://purl.org/obo/owl/ID#ID_0000001>(X0) :- <http://purl.org/obo/owl/ID#ID_0000047>(X0).
[_R19] <http://purl.org/obo/owl/ID#ID_0000086>(X0) :- <http://purl.org/obo/owl/ID#ID_0000091>(X0).
[_R20] <http://purl.org/obo/owl/GO#GO_0000019>(X0) :- <http://purl.org/obo/owl/GO#GO_0000024>(X0).
[_R21] <http://purl.org/obo/owl/ID#ID_0000000>(X0) :- <http://purl.org/obo/owl/GO#GO_0000005>(X0).
[_R22] <http://purl.org/obo/owl/ID#ID_0000059>(X0) :- <http://purl.org/obo/owl/ID#ID_0000060>(X0).
[_R23] <http://purl.org/obo/owl/ID#ID_0000047>(X0) :- <http://purl.org/obo/owl/ID#ID_0000050>(X0).
[_R24] <http://purl.org/obo/owl/GO#GO_0000010>(X0) :- <http://purl.org/obo/owl/GO#GO_0000012>(X0).
[_R25] <http://purl.org/obo/owl/GO#GO_0000010>(X0) :- <http://purl.org/obo/owl/ID#ID_0000015>(X0).
[_R26] <http://purl.org/obo/owl/ID#ID_0000043>(X0) :- <http://purl.org/obo/owl/ID#ID_0000045>(X0).
[_R27] <http://purl.org/obo/owl/ID#ID_0000001>(X0) :- <http://purl.org/obo/owl/ID#ID_0000048>(X0).
[_R28] <http://purl.org/obo/owl/ID#ID_0000000>(X0) :- <http://purl.org/obo/owl/ID#ID_0000083>(X0).
[_R29] <http://purl.org/obo/owl/GO#GO_0000010>(X0) :- <http://purl.org/obo/owl/ID#ID_0000024>(X0).
[_R30] <http://purl.org/obo/owl/ID#ID_0000000>(X0) :- <http://purl.org/obo/owl/ID#ID_0000100>(X0).
[_R31] <http://purl.org/obo/owl/ID#ID_0000047>(X0) :- <http://purl.org/obo/owl/ID#ID_0000051>(X0).
[_R32] <http://purl.org/obo/owl/GO#GO_0000010>(X0) :- <http://purl.org/obo/owl/GO#GO_0000013>(X0).
[_R33] <http://purl.org/obo/owl/ID#ID_0000000>(X0) :- <http://purl.org/obo/owl/ID#ID_0000097>(X0).
[_R34] <http://purl.org/obo/owl/ID#ID_0000001>(X0) :- <http://purl.org/obo/owl/ID#ID_0000035>(X0).
[_R35] <http://purl.org/obo/owl/ID#ID_0000071>(X0) :- <http://purl.org/obo/owl/ID#ID_0000072>(X0).
[_R36] <http://purl.org/obo/owl/ID#ID_0000002>(X0) :- <http://purl.org/obo/owl/TB#TB_0000000>(X0).
[_R37] <http://purl.org/obo/owl/ID#ID_0000002>(X0) :- <http://purl.org/obo/owl/TB#TB_0000006>(X0).
[_R38] <http://purl.org/obo/owl/ID#ID_0000036>(X0) :- <http://purl.org/obo/owl/ID#ID_0000037>(X0).
[_R39] <http://purl.org/obo/owl/ID#ID_0000000>(X0) :- <http://purl.org/obo/owl/ID#ID_0000084>(X0).
[_R40] <http://purl.org/obo/owl/GO#GO_0000017>(X0) :- <http://purl.org/obo/owl/ID#ID_0000029>(X0).
[_R41] <http://purl.org/obo/owl/ID#ID_0000000>(X0) :- <http://purl.org/obo/owl/ID#ID_0000101>(X0).
[_R42] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/GO#GO_0000032>(X0).
[_R43] <http://purl.org/obo/owl/GO#GO_0000010>(X0) :- <http://purl.org/obo/owl/GO#GO_0000014>(X0).
[_R44] <http://purl.org/obo/owl/ID#ID_0000001>(X0) :- <http://purl.org/obo/owl/ID#ID_0000036>(X0).
[_R45] <http://purl.org/obo/owl/ID#ID_0000071>(X0) :- <http://purl.org/obo/owl/ID#ID_0000073>(X0).
[_R46] <http://purl.org/obo/owl/ID#ID_0000000>(X0) :- <http://purl.org/obo/owl/ID#ID_0000071>(X0).
[_R47] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/GO#GO_0000033>(X0).
[_R48] <http://purl.org/obo/owl/ID#ID_0000036>(X0) :- <http://purl.org/obo/owl/ID#ID_0000038>(X0).
[_R49] <http://purl.org/obo/owl/ID#ID_0000000>(X0) :- <http://purl.org/obo/owl/ID#ID_0000085>(X0).
