====== RULE SET ======
[_R0]  ! :- <http://www.w3.org/2002/07/owl#Nothing>(X).
[_R1] <http://purl.org/obo/owl/MPATH#MPATH_698>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_699>(X0).
[_R2] <http://purl.org/obo/owl/MPATH#MPATH_362>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_363>(X0).
[_R3] <http://purl.org/obo/owl/MPATH#MPATH_149>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_153>(X0).
[_R4] <http://purl.org/obo/owl/MPATH#MPATH_530>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_532>(X0).
[_R5] <http://purl.org/obo/owl/MPATH#MPATH_352>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_355>(X0).
[_R6] <http://purl.org/obo/owl/MPATH#MPATH_268>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_269>(X0).
[_R7] <http://purl.org/obo/owl/MPATH#MPATH_613>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_44>(X0).
[_R8] <http://purl.org/obo/owl/MPATH#MPATH_162>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_171>(X0).
[_R9] <http://purl.org/obo/owl/MPATH#MPATH_516>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_530>(X0).
[_R10] <http://purl.org/obo/owl/MPATH#MPATH_599>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_703>(X0).
[_R11] <http://purl.org/obo/owl/MPATH#MPATH_551>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_242>(X0).
[_R12] <http://purl.org/obo/owl/MPATH#MPATH_138>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_753>(X0).
[_R13] <http://purl.org/obo/owl/MPATH#MPATH_469>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_471>(X0).
[_R14] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_364>(X0).
[_R15] <http://purl.org/obo/owl/MPATH#MPATH_154>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_155>(X0).
[_R16] <http://purl.org/obo/owl/MPATH#MPATH_549>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_545>(X0).
[_R17] <http://purl.org/obo/owl/MPATH#MPATH_268>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_306>(X0).
[_R18] <http://purl.org/obo/owl/MPATH#MPATH_218>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_379>(X0).
[_R19] <http://purl.org/obo/owl/MPATH#MPATH_219>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_230>(X0).
[_R20] <http://purl.org/obo/owl/MPATH#MPATH_549>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_314>(X0).
[_R21] <http://purl.org/obo/owl/MPATH#MPATH_47>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_50>(X0).
[_R22] <http://purl.org/obo/owl/MPATH#MPATH_17>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_20>(X0).
[_R23] <http://purl.org/obo/owl/MPATH#MPATH_25>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_27>(X0).
[_R24] <http://purl.org/obo/owl/MPATH#MPATH_110>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_117>(X0).
[_R25] <http://purl.org/obo/owl/MPATH#MPATH_267>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_299>(X0).
[_R26] <http://purl.org/obo/owl/MPATH#MPATH_188>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_189>(X0).
[_R27] <http://purl.org/obo/owl/MPATH#MPATH_388>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_392>(X0).
[_R28] <http://purl.org/obo/owl/MPATH#MPATH_254>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_545>(X0).
[_R29] <http://purl.org/obo/owl/MPATH#MPATH_106>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_643>(X0).
[_R30] <http://purl.org/obo/owl/MPATH#MPATH_244>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_567>(X0).
[_R31] <http://purl.org/obo/owl/MPATH#MPATH_212>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_671>(X0).
[_R32] <http://purl.org/obo/owl/MPATH#MPATH_33>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_547>(X0).
[_R33] <http://purl.org/obo/owl/MPATH#MPATH_33>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_644>(X0).
[_R34] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_481>(X0).
[_R35] <http://purl.org/obo/owl/MPATH#MPATH_128>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_488>(X0).
[_R36] <http://purl.org/obo/owl/MPATH#MPATH_149>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_151>(X0).
[_R37] <http://purl.org/obo/owl/MPATH#MPATH_474>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_732>(X0).
[_R38] <http://purl.org/obo/owl/MPATH#MPATH_149>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_152>(X0).
[_R39] <http://purl.org/obo/owl/MPATH#MPATH_469>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_472>(X0).
[_R40] <http://purl.org/obo/owl/MPATH#MPATH_388>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_395>(X0).
[_R41] <http://purl.org/obo/owl/MPATH#MPATH_33>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_614>(X0).
[_R42] <http://purl.org/obo/owl/MPATH#MPATH_218>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_388>(X0).
[_R43] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_485>(X0).
[_R44] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_483>(X0).
[_R45] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_550>(X0).
[_R46] <http://purl.org/obo/owl/MPATH#MPATH_212>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_611>(X0).
[_R47] <http://purl.org/obo/owl/MPATH#MPATH_268>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_559>(X0).
[_R48] <http://purl.org/obo/owl/MPATH#MPATH_110>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_112>(X0).
[_R49] <http://purl.org/obo/owl/MPATH#MPATH_270>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_279>(X0).
[_R50] <http://purl.org/obo/owl/MPATH#MPATH_249>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_253>(X0).
[_R51] <http://purl.org/obo/owl/MPATH#MPATH_270>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_226>(X0).
[_R52] <http://purl.org/obo/owl/MPATH#MPATH_267>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_284>(X0).
[_R53] <http://purl.org/obo/owl/MPATH#MPATH_162>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_163>(X0).
[_R54] <http://purl.org/obo/owl/MPATH#MPATH_254>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_258>(X0).
[_R55] <http://purl.org/obo/owl/MPATH#MPATH_212>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_648>(X0).
[_R56] <http://purl.org/obo/owl/MPATH#MPATH_212>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_715>(X0).
[_R57] <http://purl.org/obo/owl/MPATH#MPATH_551>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_263>(X0).
[_R58] <http://purl.org/obo/owl/MPATH#MPATH_162>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_172>(X0).
[_R59] <http://purl.org/obo/owl/MPATH#MPATH_599>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_701>(X0).
[_R60] <http://purl.org/obo/owl/MPATH#MPATH_56>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_562>(X0).
[_R61] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_557>(X0).
[_R62] <http://purl.org/obo/owl/MPATH#MPATH_323>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_331>(X0).
[_R63] <http://purl.org/obo/owl/MPATH#MPATH_219>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_222>(X0).
[_R64] <http://purl.org/obo/owl/MPATH#MPATH_549>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_268>(X0).
[_R65] <http://purl.org/obo/owl/MPATH#MPATH_33>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_40>(X0).
[_R66] <http://purl.org/obo/owl/MPATH#MPATH_551>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_256>(X0).
[_R67] <http://purl.org/obo/owl/MPATH#MPATH_276>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_292>(X0).
[_R68] <http://purl.org/obo/owl/MPATH#MPATH_215>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_670>(X0).
[_R69] <http://purl.org/obo/owl/MPATH#MPATH_647>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_725>(X0).
[_R70] <http://purl.org/obo/owl/MPATH#MPATH_322>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_718>(X0).
[_R71] <http://purl.org/obo/owl/MPATH#MPATH_56>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_80>(X0).
[_R72] <http://purl.org/obo/owl/MPATH#MPATH_268>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_276>(X0).
[_R73] <http://purl.org/obo/owl/MPATH#MPATH_176>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_177>(X0).
[_R74] <http://purl.org/obo/owl/MPATH#MPATH_596>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_599>(X0).
[_R75] <http://purl.org/obo/owl/MPATH#MPATH_175>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_176>(X0).
[_R76] <http://purl.org/obo/owl/MPATH#MPATH_373>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_370>(X0).
[_R77] <http://purl.org/obo/owl/MPATH#MPATH_556>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_486>(X0).
[_R78] <http://purl.org/obo/owl/MPATH#MPATH_206>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_207>(X0).
[_R79] <http://purl.org/obo/owl/MPATH#MPATH_33>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_639>(X0).
[_R80] <http://purl.org/obo/owl/MPATH#MPATH_398>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_399>(X0).
[_R81] <http://purl.org/obo/owl/MPATH#MPATH_47>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_49>(X0).
[_R82] <http://purl.org/obo/owl/MPATH#MPATH_599>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_479>(X0).
[_R83] <http://purl.org/obo/owl/MPATH#MPATH_549>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_275>(X0).
[_R84] <http://purl.org/obo/owl/MPATH#MPATH_149>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_150>(X0).
[_R85] <http://purl.org/obo/owl/MPATH#MPATH_212>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_201>(X0).
[_R86] <http://purl.org/obo/owl/MPATH#MPATH_25>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_746>(X0).
[_R87] <http://purl.org/obo/owl/MPATH#MPATH_1>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_29>(X0).
[_R88] <http://purl.org/obo/owl/MPATH#MPATH_589>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_592>(X0).
[_R89] <http://purl.org/obo/owl/MPATH#MPATH_119>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_122>(X0).
[_R90] <http://purl.org/obo/owl/MPATH#MPATH_596>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_606>(X0).
[_R91] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_368>(X0).
[_R92] <http://purl.org/obo/owl/MPATH#MPATH_41>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_726>(X0).
[_R93] <http://purl.org/obo/owl/MPATH#MPATH_235>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_238>(X0).
[_R94] <http://purl.org/obo/owl/MPATH#MPATH_162>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_164>(X0).
[_R95] <http://purl.org/obo/owl/MPATH#MPATH_32>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_465>(X0).
[_R96] <http://purl.org/obo/owl/MPATH#MPATH_599>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_64>(X0).
[_R97] <http://purl.org/obo/owl/MPATH#MPATH_538>(X0) :- <http://purl.org/obo/owl/MPATH#MPATH_539>(X0).
