====== RULE SET ======
[_R0]  ! :- <http://www.w3.org/2002/07/owl#Nothing>(X).
[_R1] <http://purl.org/obo/owl/ENVO#ENVO_00001998>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_00002258>(X0).
[_R2] <http://purl.org/obo/owl/ENVO#ENVO_0010170>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_0010006>(X0).
[_R3] <http://purl.org/obo/owl/ENVO#ENVO_01000033>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_01000034>(X0).
[_R4] <http://purl.org/obo/owl/ENVO#ENVO_0010080>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_0010049>(X0).
[_R5] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_02000075>(X0).
[_R6] <http://purl.org/obo/owl/CHEBI#CHEBI_33822>(X0) :- <http://purl.org/obo/owl/CHEBI#CHEBI_30879>(X0).
[_R7] <http://purl.org/obo/owl/ENVO#ENVO_0010000>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_01000011>(X0).
[_R8] <http://purl.org/obo/owl/ENVO#ENVO_00000133>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_00000459>(X0).
[_R9] <http://purl.org/obo/owl/PATO#PATO_0001739>(X0) :- <http://purl.org/obo/owl/PATO#PATO_0001291>(X0).
[_R10] <http://purl.org/obo/owl/ENVO#ENVO_02000007>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_02000008>(X0).
[_R11] <http://purl.org/obo/owl/ENVO#ENVO_00000243>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_00000242>(X0).
[_R12] <http://purl.org/obo/owl/ENVO#ENVO_00000479>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_00000518>(X0).
[_R13] <http://purl.org/obo/owl/ENVO#ENVO_00000100>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_00000439>(X0).
[_R14] <http://purl.org/obo/owl/ENVO#ENVO_00000074>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_00000556>(X0).
[_R15] <http://purl.org/obo/owl/ENVO#ENVO_00002216>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_0010002>(X0).
[_R16] <http://purl.org/obo/owl/ENVO#ENVO_00000144>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_00002037>(X0).
[_R17] <http://purl.org/obo/owl/ENVO#ENVO_01000031>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_00000016>(X0).
[_R18] <http://purl.org/obo/owl/ENVO#ENVO_00001998>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_00005756>(X0).
[_R19] <http://purl.org/obo/owl/ENVO#ENVO_00002015>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_00000247>(X3), <http://purl.org/obo/owl/ENVO#ENVO_00001995>(X0), <http://purl.org/obo/owl/obo#derives_from>(X0, X3).
[_R20] <http://purl.org/obo/owl/ENVO#ENVO_00005738>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_00005739>(X0).
[_R21] <http://purl.org/obo/owl/ENVO#ENVO_00000051>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_00002119>(X0).
[_R22] <http://purl.org/obo/owl/ENVO#ENVO_01000032>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_01000042>(X0).
[_R23] <http://purl.org/obo/owl/CHEBI#CHEBI_33245>(X0) :- <http://purl.org/obo/owl/CHEBI#CHEBI_24632>(X0).
[_R24] <http://purl.org/obo/owl/ENVO#ENVO_01000031>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_01000044>(X0).
[_R25] <http://purl.org/obo/owl/ENVO#ENVO_00005800>(X0) :- <http://purl.org/obo/owl/ENVO#ENVO_01000017>(X0), <http://purl.org/obo/owl/ENVO#ENVO_00000097>(X3), <http://purl.org/obo/owl/OBO_REL#part_of>(X0, X3).
