====== RULE SET ======
[_R0]  ! :- <http://www.w3.org/2002/07/owl#Nothing>(X).
[_R1] <http://purl.org/obo/owl/AAO#AAO_0000138>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000327>(X0).
[_R2] <http://purl.org/obo/owl/AAO#AAO_0000697>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000712>(X0).
[_R3] <http://purl.org/obo/owl/AAO#AAO_0000910>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000911>(X0).
[_R4] <http://purl.org/obo/owl/AAO#AAO_0000099>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000027>(X0).
[_R5] <http://purl.org/obo/owl/AAO#AAO_0000681>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000685>(X0).
[_R6] <http://purl.org/obo/owl/AAO#AAO_0000007>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000307>(X0).
[_R7] <http://purl.org/obo/owl/AAO#AAO_0000316>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000164>(X0).
[_R8] <http://purl.org/obo/owl/AAO#AAO_0000273>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000006>(X0).
[_R9] <http://purl.org/obo/owl/AAO#AAO_0000007>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000239>(X0).
[_R10] <http://purl.org/obo/owl/AAO#AAO_0000914>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000932>(X0).
[_R11] <http://purl.org/obo/owl/AAO#AAO_0000107>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000247>(X0).
[_R12] <http://purl.org/obo/owl/AAO#AAO_0000479>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000477>(X0).
[_R13] <http://purl.org/obo/owl/AAO#AAO_0000571>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000046>(X0).
[_R14] <http://purl.org/obo/owl/AAO#AAO_0000316>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000643>(X0).
[_R15] <http://purl.org/obo/owl/AAO#AAO_0000007>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000129>(X0).
[_R16] <http://purl.org/obo/owl/AAO#AAO_0000316>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000333>(X0).
[_R17] <http://purl.org/obo/owl/AAO#AAO_0000946>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000853>(X0).
[_R18] <http://purl.org/obo/owl/AAO#AAO_0000219>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000217>(X0).
[_R19] <http://purl.org/obo/owl/AAO#AAO_0000034>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000699>(X0).
[_R20] <http://purl.org/obo/owl/AAO#AAO_0000274>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000010>(X0).
[_R21] <http://purl.org/obo/owl/AAO#AAO_0000314>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000085>(X0).
[_R22] <http://purl.org/obo/owl/AAO#AAO_0000620>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000621>(X0).
[_R23] <http://purl.org/obo/owl/AAO#AAO_0000051>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000037>(X0).
[_R24] <http://purl.org/obo/owl/AAO#AAO_0000847>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000850>(X0).
[_R25] <http://purl.org/obo/owl/AAO#AAO_0000225>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000681>(X0).
[_R26] <http://purl.org/obo/owl/AAO#AAO_0000697>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000714>(X0).
[_R27] <http://purl.org/obo/owl/AAO#AAO_0000013>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000144>(X0).
[_R28] <http://purl.org/obo/owl/AAO#AAO_0000205>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000858>(X0).
[_R29] <http://purl.org/obo/owl/AAO#AAO_0000856>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000859>(X0).
[_R30] <http://purl.org/obo/owl/AAO#AAO_0000107>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000032>(X0).
[_R31] <http://purl.org/obo/owl/AAO#AAO_0000316>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000166>(X0).
[_R32] <http://purl.org/obo/owl/AAO#AAO_0000099>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000121>(X0).
[_R33] <http://purl.org/obo/owl/AAO#AAO_0000555>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000631>(X0).
[_R34] <http://purl.org/obo/owl/AAO#AAO_0000914>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000920>(X0).
[_R35] <http://purl.org/obo/owl/AAO#AAO_0000099>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000542>(X0).
[_R36] <http://purl.org/obo/owl/AAO#AAO_0000239>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000128>(X0).
[_R37] <http://purl.org/obo/owl/AAO#AAO_0000946>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000855>(X0).
[_R38] <http://purl.org/obo/owl/AAO#AAO_0000946>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000854>(X0).
[_R39] <http://purl.org/obo/owl/AAO#AAO_0000700>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000729>(X0).
[_R40] <http://purl.org/obo/owl/AAO#AAO_0000914>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000918>(X0).
[_R41] <http://purl.org/obo/owl/AAO#AAO_0000274>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000012>(X0).
[_R42] <http://purl.org/obo/owl/AAO#AAO_0000847>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000851>(X0).
[_R43] <http://purl.org/obo/owl/AAO#AAO_0000314>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000087>(X0).
[_R44] <http://purl.org/obo/owl/AAO#AAO_0000422>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000754>(X0).
[_R45] <http://purl.org/obo/owl/AAO#AAO_0000099>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000001>(X0).
[_R46] <http://purl.org/obo/owl/AAO#AAO_0000316>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000170>(X0).
[_R47] <http://purl.org/obo/owl/AAO#AAO_0000217>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000221>(X0).
[_R48] <http://purl.org/obo/owl/AAO#AAO_0000316>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000025>(X0).
[_R49] <http://purl.org/obo/owl/AAO#AAO_0000316>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000291>(X0).
[_R50] <http://purl.org/obo/owl/AAO#AAO_0000426>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000767>(X0).
[_R51] <http://purl.org/obo/owl/AAO#AAO_0000265>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000094>(X0).
[_R52] <http://purl.org/obo/owl/AAO#AAO_0000847>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000849>(X0).
[_R53] <http://purl.org/obo/owl/AAO#AAO_0000697>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000716>(X0).
[_R54] <http://purl.org/obo/owl/AAO#AAO_0000007>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000324>(X0).
[_R55] <http://purl.org/obo/owl/AAO#AAO_0000050>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000052>(X0).
[_R56] <http://purl.org/obo/owl/AAO#AAO_0000007>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000566>(X0).
[_R57] <http://purl.org/obo/owl/AAO#AAO_0000138>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000045>(X0).
[_R58] <http://purl.org/obo/owl/AAO#AAO_0000051>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000610>(X0).
[_R59] <http://purl.org/obo/owl/AAO#AAO_0000051>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000342>(X0).
[_R60] <http://purl.org/obo/owl/AAO#AAO_0000051>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000169>(X0).
