====== RULE SET ======
[_R0]  ! :- <http://www.w3.org/2002/07/owl#Nothing>(X).
[_R1] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000183>(X0).
[_R2] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010086>(X0).
[_R3] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010077>(X0).
[_R4] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000916>(X0).
[_R5] <http://purl.org/obo/owl/AAO#AAO_0010604>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010095>(X0).
[_R6] <http://purl.org/obo/owl/AAO#AAO_0000108>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010471>(X0).
[_R7] <http://purl.org/obo/owl/AAO#AAO_0000108>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010473>(X0).
[_R8] <http://purl.org/obo/owl/AAO#AAO_0000571>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000047>(X0).
[_R9] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010328>(X0).
[_R10] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010389>(X0).
[_R11] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000057>(X0).
[_R12] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000952>(X0).
[_R13] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000674>(X0).
[_R14] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000396>(X0).
[_R15] <http://purl.org/obo/owl/AAO#AAO_0000218>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010065>(X0).
[_R16] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010303>(X0).
[_R17] <http://purl.org/obo/owl/AAO#AAO_0000051>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010562>(X0).
[_R18] <http://purl.org/obo/owl/AAO#AAO_0010012>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010288>(X0).
[_R19] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000090>(X0).
[_R20] <http://purl.org/obo/owl/AAO#AAO_0000274>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000289>(X0).
[_R21] <http://purl.org/obo/owl/AAO#AAO_0000138>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0011106>(X0).
[_R22] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000769>(X0).
[_R23] <http://purl.org/obo/owl/AAO#AAO_0000218>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010040>(X0).
[_R24] <http://purl.org/obo/owl/AAO#AAO_0010605>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010172>(X0).
[_R25] <http://purl.org/obo/owl/AAO#AAO_0010687>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010713>(X0).
[_R26] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010061>(X0).
[_R27] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000405>(X0).
[_R28] <http://purl.org/obo/owl/AAO#AAO_0000138>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0011113>(X0).
[_R29] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000744>(X0).
[_R30] <http://purl.org/obo/owl/AAO#AAO_0000972>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010075>(X0).
[_R31] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010658>(X0).
[_R32] <http://purl.org/obo/owl/AAO#AAO_0011113>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0011117>(X0).
[_R33] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010156>(X0).
[_R34] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010495>(X0).
[_R35] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000839>(X0).
[_R36] <http://purl.org/obo/owl/AAO#AAO_0000138>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0011068>(X0).
[_R37] <http://purl.org/obo/owl/AAO#AAO_0000320>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010146>(X0).
[_R38] <http://purl.org/obo/owl/AAO#AAO_0010212>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0011105>(X0).
[_R39] <http://purl.org/obo/owl/AAO#AAO_0000566>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000034>(X0).
[_R40] <http://purl.org/obo/owl/AAO#AAO_0010841>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0010131>(X0).
[_R41] <http://purl.org/obo/owl/AAO#AAO_0000475>(X0) :- <http://purl.org/obo/owl/AAO#AAO_0000473>(X0).
