====== RULE SET ======
[_R0]  ! :- <http://www.w3.org/2002/07/owl#Nothing>(X).
[_R1] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#hasPersonName>(X0, X1) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#hasSecondName>(X0, X1).
[_R2] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#hasPersonName>(X0, X1) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#hasFirstName>(X0, X1).
[_R3] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#SteeplechaseHeat>(X0) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#Steeplechase3000mHeat>(X0).
[_R4] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#HighJumper>(X0) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#FemaleHighJumper>(X0).
[_R5] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#Male>(X0) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#MaleHammerThrower>(X0).
[_R6] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#AthleticsCompetition>(X0) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#WorldRaceWalkingChallenge>(X0).
[_R7] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#Person>(X0) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#Official>(X0).
[_R8] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#Hurdler>(X0) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#Hurdler400m>(X0).
[_R9] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#CrossCountryEvent>(X0) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#CrossCountryRace8km>(X0).
[_R10] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#PhysicalObject>(X0) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#HammerCage>(X0).
[_R11] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#Event>(X0) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#AthleticsHeat>(X0).
[_R12] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#Female>(X0) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#FemaleAthleteInRoadRace10Km>(X0).
[_R13] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#Runner2000m>(X0) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#FemaleRunner2000m>(X0).
[_R14] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#Running200mFinalRound>(X0) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#MensRunning200mFinalRound>(X0).
[_R15] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#Male>(X0) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#MaleRunner2000m>(X0).
[_R16] <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#AthleteInRoadRace10Km>(X0) :- <http://repository.boemie.org/ontology_repository_tbox/aeo.owl#FemaleAthleteInRoadRace10Km>(X0).
