====== RULE SET ======
[_R0]  ! :- <http://www.w3.org/2002/07/owl#Nothing>(X).
[_R1] <http://purl.org/obo/owl/CL#CL_0000738>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000001>(X0).
[_R2] <http://purl.org/obo/owl/CL#CL_0000738>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000042>(X0).
[_R3] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001002>(X0).
[_R4] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001292>(X0).
[_R5] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001083>(X0).
[_R6] <http://purl.org/obo/owl/FMA#FMA_67498>(X0) :- <http://purl.org/obo/owl/UBERON#UBERON_0000029>(X0).
[_R7] <http://purl.org/obo/owl/CARO#CARO_0000043>(X0) :- <http://purl.org/obo/owl/UBERON#UBERON_0000030>(X0).
[_R8] <http://purl.org/obo/owl/CARO#CARO_0000013>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_1100000>(X0).
[_R9] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001905>(X0).
[_R10] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000106>(X0).
[_R11] <http://purl.org/obo/owl/DC_CL#DC_CL_1100000>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000038>(X0).
[_R12] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001300>(X0).
[_R13] <http://purl.org/obo/owl/UBERON#UBERON_0000029>(X0) :- <http://purl.org/obo/owl/MA#MA_0000139>(X0).
[_R14] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000092>(X0).
[_R15] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000089>(X0).
[_R16] <http://purl.org/obo/owl/DC_CL#DC_CL_0000004>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000009>(X0).
[_R17] <http://purl.org/obo/owl/FMA#FMA_67498>(X0) :- <http://purl.org/obo/owl/UBERON#FMA_7196-MA_0000141-MIAA_0000085-XAO_0000328-ZFA_0000436>(X0).
[_R18] <http://purl.org/obo/owl/CL#CL_0000738>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000040>(X0).
[_R19] <http://purl.org/obo/owl/DC_CL#DC_CL_1111100>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000034>(X0).
[_R20] <http://purl.org/obo/owl/DC_CL#DC_CL_1110000>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000042>(X0).
[_R21] <http://purl.org/obo/owl/CARO#CARO_0000043>(X0) :- <http://purl.org/obo/owl/UBERON#FMA_15054-MA_0000137>(X0).
[_R22] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001447>(X0).
[_R23] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000081>(X0).
[_R24] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000108>(X0).
[_R25] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001843>(X0).
[_R26] <http://purl.org/obo/owl/UBERON#FMA_7196-MA_0000141-MIAA_0000085-XAO_0000328-ZFA_0000436>(X0) :- <http://purl.org/obo/owl/MA#MA_0000141>(X0).
[_R27] <http://purl.org/obo/owl/DC_CL#DC_CL_1000000>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000125>(X0).
[_R28] <http://purl.org/obo/owl/CL#CL_0000738>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000004>(X0).
[_R29] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000094>(X0).
[_R30] <http://purl.org/obo/owl/UBERON#FMA_9608-MA_0000134-MIAA_0000084-XAO_0000123-ZFA_0000669>(X0) :- <http://purl.org/obo/owl/FMA#FMA_9608>(X0).
[_R31] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000077>(X0).
[_R32] <http://purl.org/obo/owl/DC_CL#DC_CL_0000020>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000024>(X0).
[_R33] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001483>(X0).
[_R34] <http://purl.org/obo/owl/DC_CL#DC_CL_1111100>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000036>(X0).
[_R35] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000063>(X0).
[_R36] <http://purl.org/obo/owl/DC_CL#DC_CL_0000001>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000007>(X0).
[_R37] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001839>(X0).
[_R38] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000046>(X0).
[_R39] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000002065>(X0).
[_R40] <http://purl.org/obo/owl/DC_CL#DC_CL_1000000>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000127>(X0).
[_R41] <http://purl.org/obo/owl/UBERON#FBbt_00004993-FBbt_00005401-FMA_70596-MA_0000153-MIAA_0000154-WBbt_0005733-XAO_0000028-ZFA_0000105>(X0) :- <http://purl.org/obo/owl/FMA#FMA_70596>(X0).
[_R42] <http://purl.org/obo/owl/CARO#CARO_0000043>(X0) :- <http://purl.org/obo/owl/UBERON#FMA_70323-MA_0000152-MIAA_0000153-XAO_0000217-ZFA_0001119>(X0).
[_R43] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000002062>(X0).
[_R44] <http://purl.org/obo/owl/DC_CL#DC_CL_1111000>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000041>(X0).
[_R45] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000100>(X0).
[_R46] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000101>(X0).
[_R47] <http://purl.org/obo/owl/CL#CL_0000048>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000034>(X0).
[_R48] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000096>(X0).
[_R49] <http://purl.org/obo/owl/CL#CL_0000738>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000033>(X0).
[_R50] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001945>(X0).
[_R51] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000079>(X0).
[_R52] <http://purl.org/obo/owl/DC_CL#DC_CL_0100000>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000133>(X0).
[_R53] <http://purl.org/obo/owl/DC_CL#DC_CL_0000021>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000027>(X0).
[_R54] <http://purl.org/obo/owl/DC_CL#DC_CL_0100000>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000134>(X0).
[_R55] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000082>(X0).
[_R56] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000048>(X0).
[_R57] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001310>(X0).
[_R58] <http://purl.org/obo/owl/CARO#CARO_0000043>(X0) :- <http://purl.org/obo/owl/UBERON#FBbt_00004993-FBbt_00005401-FMA_70596-MA_0000153-MIAA_0000154-WBbt_0005733-XAO_0000028-ZFA_0000105>(X0).
[_R59] <http://purl.org/obo/owl/DC_CL#DC_CL_0100000>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000136>(X0).
[_R60] <http://purl.org/obo/owl/DC_CL#DC_CL_1000000>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000129>(X0).
[_R61] <http://purl.org/obo/owl/DC_CL#DC_CL_0000082>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001015>(X0).
[_R62] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001027>(X0).
[_R63] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001013>(X0).
[_R64] <http://purl.org/obo/owl/DC_CL#DC_CL_0000021>(X0) :- <http://purl.org/obo/owl/obo#has_plasma_membrane_part>(X0, X3), <http://purl.org/obo/owl/PRO#PRO_000001293>(X3), <http://purl.org/obo/owl/DC_CL#DC_CL_0000003>(X0).
[_R65] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000098>(X0).
[_R66] <http://purl.org/obo/owl/DC_CL#DC_CL_0000027>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000030>(X0).
[_R67] <http://purl.org/obo/owl/DC_CL#DC_CL_0000012>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000016>(X0).
[_R68] <http://purl.org/obo/owl/DC_CL#DC_CL_0000013>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000018>(X0).
[_R69] <http://purl.org/obo/owl/DC_CL#DC_CL_0000011>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000014>(X0).
[_R70] <http://purl.org/obo/owl/UBERON#UBERON_0000029>(X0) :- <http://purl.org/obo/owl/FMA#FMA_5034>(X0).
[_R71] <http://purl.org/obo/owl/CARO#CARO_0000013>(X0) :- <http://purl.org/obo/owl/CL#CL_0000738>(X0).
[_R72] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000070>(X0).
[_R73] <http://purl.org/obo/owl/DC_CL#DC_CL_1111000>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000033>(X0).
[_R74] <http://purl.org/obo/owl/UBERON#FMA_15054-MA_0000137>(X0) :- <http://purl.org/obo/owl/MA#MA_0000137>(X0).
[_R75] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001004>(X0).
[_R76] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000103>(X0).
[_R77] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000065>(X0).
[_R78] <http://purl.org/obo/owl/DC_CL#DC_CL_0000089>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000090>(X0).
[_R79] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000067>(X0).
[_R80] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000068>(X0).
[_R81] <http://purl.org/obo/owl/DC_CL#DC_CL_0000026>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000029>(X0).
[_R82] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000086>(X0).
[_R83] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000072>(X0).
[_R84] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000069>(X0).
[_R85] <http://purl.org/obo/owl/DC_CL#DC_CL_0000003>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000021>(X0).
[_R86] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000055>(X0).
[_R87] <http://purl.org/obo/owl/UBERON#UBERON_0000030>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000118>(X0).
[_R88] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000105>(X0).
[_R89] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000047>(X0).
[_R90] <http://purl.org/obo/owl/DC_CL#DC_CL_1100000>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000040>(X0).
[_R91] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000088>(X0).
[_R92] <http://purl.org/obo/owl/FMA#FMA_63887>(X0) :- <http://purl.org/obo/owl/PRO#PRO_000001003>(X0).
[_R93] <http://purl.org/obo/owl/DC_CL#DC_CL_0000019>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000022>(X0).
[_R94] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/DC_CL#DC_CL_0000057>(X0).
