====== RULE SET ======
[_R0]  ! :- <http://www.w3.org/2002/07/owl#Nothing>(X).
[_R1] <http://purl.org/obo/owl/MA#MA_0001520>(X0) :- <http://purl.org/obo/owl/MA#MA_0000344>(X0).
[_R2] <http://purl.org/obo/owl/MA#MA_0000816>(X0) :- <http://purl.org/obo/owl/MA#MA_0001061>(X0).
[_R3] <http://purl.org/obo/owl/MA#MA_0000298>(X0) :- <http://purl.org/obo/owl/MA#MA_0000299>(X0).
[_R4] <http://purl.org/obo/owl/MA#MA_0000821>(X0) :- <http://purl.org/obo/owl/MA#MA_0001051>(X0).
[_R5] <http://purl.org/obo/owl/MA#MA_0000104>(X0) :- <http://purl.org/obo/owl/MA#MA_0000106>(X0).
[_R6] <http://purl.org/obo/owl/MA#MA_0001327>(X0) :- <http://purl.org/obo/owl/MA#MA_0002890>(X0).
[_R7] <http://purl.org/obo/owl/MA#MA_0002504>(X0) :- <http://purl.org/obo/owl/MA#MA_0002505>(X0).
[_R8] <http://purl.org/obo/owl/MA#MA_0000064>(X0) :- <http://purl.org/obo/owl/MA#MA_0002061>(X0).
[_R9] <http://purl.org/obo/owl/MA#MA_0000064>(X0) :- <http://purl.org/obo/owl/MA#MA_0002043>(X0).
[_R10] <http://purl.org/obo/owl/MA#MA_0002450>(X0) :- <http://purl.org/obo/owl/MA#MA_0002521>(X0).
[_R11] <http://purl.org/obo/owl/MA#MA_0000296>(X0) :- <http://purl.org/obo/owl/MA#MA_0002557>(X0).
[_R12] <http://purl.org/obo/owl/MA#MA_0002741>(X0) :- <http://purl.org/obo/owl/MA#MA_0002742>(X0).
[_R13] <http://purl.org/obo/owl/MA#MA_0000064>(X0) :- <http://purl.org/obo/owl/MA#MA_0002025>(X0).
[_R14] <http://purl.org/obo/owl/MA#MA_0002045>(X0) :- <http://purl.org/obo/owl/MA#MA_0002047>(X0).
[_R15] <http://purl.org/obo/owl/MA#MA_0000688>(X0) :- <http://purl.org/obo/owl/MA#MA_0000295>(X0).
[_R16] <http://purl.org/obo/owl/MA#MA_0000573>(X0) :- <http://purl.org/obo/owl/MA#MA_0000581>(X0).
[_R17] <http://purl.org/obo/owl/MA#MA_0000067>(X0) :- <http://purl.org/obo/owl/MA#MA_0002113>(X0).
[_R18] <http://purl.org/obo/owl/MA#MA_0000543>(X0) :- <http://purl.org/obo/owl/MA#MA_0000544>(X0).
[_R19] <http://purl.org/obo/owl/MA#MA_0000064>(X0) :- <http://purl.org/obo/owl/MA#MA_0002007>(X0).
[_R20] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/MA#MA_0002892>(X0).
[_R21] <http://purl.org/obo/owl/MA#MA_0000676>(X0) :- <http://purl.org/obo/owl/MA#MA_0001360>(X0).
[_R22] <http://purl.org/obo/owl/MA#MA_0000048>(X0) :- <http://purl.org/obo/owl/MA#MA_0000468>(X0).
[_R23] <http://purl.org/obo/owl/MA#MA_0000187>(X0) :- <http://purl.org/obo/owl/MA#MA_0000941>(X0).
[_R24] <http://purl.org/obo/owl/MA#MA_0002537>(X0) :- <http://purl.org/obo/owl/MA#MA_0002539>(X0).
[_R25] <http://purl.org/obo/owl/MA#MA_0000564>(X0) :- <http://purl.org/obo/owl/MA#MA_0000510>(X0).
[_R26] <http://purl.org/obo/owl/MA#MA_0000709>(X0) :- <http://purl.org/obo/owl/MA#MA_0000703>(X0).
[_R27] <http://purl.org/obo/owl/MA#MA_0000512>(X0) :- <http://purl.org/obo/owl/MA#MA_0000525>(X0).
[_R28] <http://purl.org/obo/owl/MA#MA_0000067>(X0) :- <http://purl.org/obo/owl/MA#MA_0002223>(X0).
[_R29] <http://purl.org/obo/owl/MA#MA_0000436>(X0) :- <http://purl.org/obo/owl/MA#MA_0000440>(X0).
[_R30] <http://purl.org/obo/owl/MA#MA_0001160>(X0) :- <http://purl.org/obo/owl/MA#MA_0001162>(X0).
[_R31] <http://purl.org/obo/owl/MA#MA_0001520>(X0) :- <http://purl.org/obo/owl/MA#MA_0001610>(X0).
[_R32] <http://purl.org/obo/owl/MA#MA_0002718>(X0) :- <http://purl.org/obo/owl/MA#MA_0002720>(X0).
[_R33] <http://purl.org/obo/owl/MA#MA_0000067>(X0) :- <http://purl.org/obo/owl/MA#MA_0002174>(X0).
[_R34] <http://purl.org/obo/owl/MA#MA_0000661>(X0) :- <http://purl.org/obo/owl/MA#MA_0000644>(X0).
[_R35] <http://purl.org/obo/owl/MA#MA_0000214>(X0) :- <http://purl.org/obo/owl/MA#MA_0001081>(X0).
[_R36] <http://purl.org/obo/owl/MA#MA_0000371>(X0) :- <http://purl.org/obo/owl/MA#MA_0001646>(X0).
[_R37] <http://purl.org/obo/owl/MA#MA_0001523>(X0) :- <http://purl.org/obo/owl/MA#MA_0001627>(X0).
[_R38] <http://purl.org/obo/owl/MA#MA_0002478>(X0) :- <http://purl.org/obo/owl/MA#MA_0001585>(X0).
[_R39] <http://purl.org/obo/owl/MA#MA_0002479>(X0) :- <http://purl.org/obo/owl/MA#MA_0001584>(X0).
[_R40] <http://purl.org/obo/owl/MA#MA_0000346>(X0) :- <http://purl.org/obo/owl/MA#MA_0002479>(X0).
[_R41] <http://purl.org/obo/owl/MA#MA_0001147>(X0) :- <http://purl.org/obo/owl/MA#MA_0001149>(X0).
[_R42] <http://purl.org/obo/owl/MA#MA_0001909>(X0) :- <http://purl.org/obo/owl/MA#MA_0001601>(X0).
[_R43] <http://purl.org/obo/owl/MA#MA_0000564>(X0) :- <http://purl.org/obo/owl/MA#MA_0000553>(X0).
[_R44] <http://purl.org/obo/owl/MA#MA_0000384>(X0) :- <http://purl.org/obo/owl/MA#MA_0001704>(X0).
[_R45] <http://purl.org/obo/owl/MA#MA_0000215>(X0) :- <http://purl.org/obo/owl/MA#MA_0001088>(X0).
[_R46] <http://purl.org/obo/owl/MA#MA_0000267>(X0) :- <http://purl.org/obo/owl/MA#MA_0001249>(X0).
[_R47] <http://purl.org/obo/owl/MA#MA_0002429>(X0) :- <http://purl.org/obo/owl/MA#MA_0000948>(X0).
[_R48] <http://purl.org/obo/owl/MA#MA_0000821>(X0) :- <http://purl.org/obo/owl/MA#MA_0001019>(X0).
[_R49] <http://purl.org/obo/owl/MA#MA_0002035>(X0) :- <http://purl.org/obo/owl/MA#MA_0002037>(X0).
[_R50] <http://purl.org/obo/owl/MA#MA_0000003>(X0) :- <http://purl.org/obo/owl/MA#MA_0000013>(X0).
[_R51] <http://purl.org/obo/owl/MA#MA_0000067>(X0) :- <http://purl.org/obo/owl/MA#MA_0002235>(X0).
[_R52] <http://purl.org/obo/owl/MA#MA_0000517>(X0) :- <http://purl.org/obo/owl/MA#MA_0000530>(X0).
[_R53] <http://purl.org/obo/owl/MA#MA_0000067>(X0) :- <http://purl.org/obo/owl/MA#MA_0002199>(X0).
[_R54] <http://purl.org/obo/owl/MA#MA_0002780>(X0) :- <http://purl.org/obo/owl/MA#MA_0002836>(X0).
[_R55] <http://purl.org/obo/owl/MA#MA_0000544>(X0) :- <http://purl.org/obo/owl/MA#MA_0001703>(X0).
[_R56] <http://purl.org/obo/owl/MA#MA_0002115>(X0) :- <http://purl.org/obo/owl/MA#MA_0002117>(X0).
[_R57] <http://purl.org/obo/owl/MA#MA_0000067>(X0) :- <http://purl.org/obo/owl/MA#MA_0002201>(X0).
