====== RULE SET ======
[_R0]  ! :- <http://www.w3.org/2002/07/owl#Nothing>(X).
[_R1] <http://purl.org/obo/owl/IEV#IEV_0000293>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0000334>(X0).
[_R2] <http://purl.org/obo/owl/IEV#IEV_0000675>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0000737>(X0).
[_R3] <http://purl.org/obo/owl/IEV#IEV_0000016>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0002278>(X0).
[_R4] <http://purl.org/obo/owl/IEV#IEV_0000881>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0000884>(X0).
[_R5] <http://purl.org/obo/owl/IEV#IEV_0000458>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0001484>(X0).
[_R6] <http://purl.org/obo/owl/IEV#IEV_0000023>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0000894>(X0).
[_R7] <http://purl.org/obo/owl/IEV#IEV_0000018>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0001072>(X0).
[_R8] <http://purl.org/obo/owl/IEV#IEV_0000046>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0002107>(X0).
[_R9] <http://purl.org/obo/owl/IEV#IEV_0003403>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0000230>(X0).
[_R10] <http://purl.org/obo/owl/IEV#IEV_0000003>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0000071>(X0).
[_R11] <http://purl.org/obo/owl/IEV#IEV_0000995>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0000999>(X0).
[_R12] <http://purl.org/obo/owl/IEV#IEV_0000446>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0002132>(X0).
[_R13] <http://purl.org/obo/owl/IEV#IEV_0000015>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0001041>(X0).
[_R14] <http://purl.org/obo/owl/IEV#IEV_0001909>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0001910>(X0).
[_R15] <http://purl.org/obo/owl/IEV#IEV_0001253>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0000522>(X0).
[_R16] <http://purl.org/obo/owl/IEV#IEV_0000025>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0002412>(X0).
[_R17] <http://purl.org/obo/owl/IEV#IEV_0000013>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0002356>(X0).
[_R18] <http://purl.org/obo/owl/IEV#IEV_0000574>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0002704>(X0).
[_R19] <http://purl.org/obo/owl/IEV#IEV_0002053>(X0) :- <http://purl.org/obo/owl/IEV#IEV_0002062>(X0).
