====== RULE SET ======
[_R0]  ! :- <http://www.w3.org/2002/07/owl#Nothing>(X).
[_R1] <http://purl.org/obo/owl/PO#PO_0007605>(X0) :- <http://purl.org/obo/owl/PO#PO_0007613>(X0).
[_R2] <http://purl.org/obo/owl/PO#PO_0007505>(X0) :- <http://purl.org/obo/owl/PO#PO_0007506>(X0).
[_R3] <http://purl.org/obo/owl/PO#PO_0007089>(X0) :- <http://purl.org/obo/owl/PO#PO_0007109>(X0).
[_R4] <http://purl.org/obo/owl/PO#PO_0007520>(X0) :- <http://purl.org/obo/owl/PO#PO_0007527>(X0).
[_R5] <http://purl.org/obo/owl/PO#PO_0007133>(X0) :- <http://purl.org/obo/owl/PO#PO_0007123>(X0).
[_R6] <http://purl.org/obo/owl/PO#PO_0001007>(X0) :- <http://purl.org/obo/owl/PO#PO_0001014>(X0).
[_R7] <http://purl.org/obo/owl/PO#PO_0007505>(X0) :- <http://purl.org/obo/owl/PO#PO_0007511>(X0).
[_R8] <http://purl.org/obo/owl/PO#PO_0007130>(X0) :- <http://purl.org/obo/owl/PO#PO_0007042>(X0).
[_R9] <http://purl.org/obo/owl/PO#PO_0009012>(X0) :- <http://purl.org/obo/owl/PO#PO_0001170>(X0).
[_R10] <http://purl.org/obo/owl/PO#PO_0007134>(X0) :- <http://purl.org/obo/owl/PO#PO_0007631>(X0).
[_R11] <http://purl.org/obo/owl/PO#PO_0007010>(X0) :- <http://purl.org/obo/owl/PO#PO_0007038>(X0).
[_R12] <http://purl.org/obo/owl/PO#PO_0007039>(X0) :- <http://purl.org/obo/owl/PO#PO_0007056>(X0).
[_R13] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0007127>(X0).
[_R14] <http://purl.org/obo/owl/PO#PO_0025424>(X0) :- <http://purl.org/obo/owl/PO#PO_0025425>(X0).
[_R15] <http://purl.org/obo/owl/PO#PO_0007133>(X0) :- <http://purl.org/obo/owl/PO#PO_0007082>(X0).
[_R16] <http://purl.org/obo/owl/PO#PO_0007131>(X0) :- <http://purl.org/obo/owl/PO#PO_0007030>(X0).
[_R17] <http://purl.org/obo/owl/PO#PO_0007033>(X0) :- <http://purl.org/obo/owl/PO#PO_0025337>(X0).
[_R18] <http://purl.org/obo/owl/PO#PO_0007042>(X0) :- <http://purl.org/obo/owl/PO#PO_0007009>(X0).
[_R19] <http://purl.org/obo/owl/PO#PO_0007041>(X0) :- <http://purl.org/obo/owl/PO#PO_0007048>(X0).
[_R20] <http://purl.org/obo/owl/PO#PO_0007133>(X0) :- <http://purl.org/obo/owl/PO#PO_0007072>(X0).
[_R21] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0007107>(X0).
[_R22] <http://purl.org/obo/owl/PO#PO_0025427>(X0) :- <http://purl.org/obo/owl/PO#PO_0025463>(X0).
[_R23] <http://purl.org/obo/owl/PO#PO_0007621>(X0) :- <http://purl.org/obo/owl/PO#PO_0007629>(X0).
[_R24] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0007129>(X0).
[_R25] <http://purl.org/obo/owl/PO#PO_0007047>(X0) :- <http://purl.org/obo/owl/PO#PO_0007006>(X0).
[_R26] <http://purl.org/obo/owl/PO#PO_0001007>(X0) :- <http://purl.org/obo/owl/PO#PO_0001059>(X0).
[_R27] <http://purl.org/obo/owl/PO#PO_0007520>(X0) :- <http://purl.org/obo/owl/PO#PO_0007015>(X0).
[_R28] <http://purl.org/obo/owl/PO#PO_0007016>(X0) :- <http://purl.org/obo/owl/PO#PO_0007053>(X0).
[_R29] <http://purl.org/obo/owl/PO#PO_0007133>(X0) :- <http://purl.org/obo/owl/PO#PO_0007120>(X0).
[_R30] <http://purl.org/obo/owl/PO#PO_0007089>(X0) :- <http://purl.org/obo/owl/PO#PO_0007084>(X0).
[_R31] <http://purl.org/obo/owl/PO#PO_0007633>(X0) :- <http://purl.org/obo/owl/PO#PO_0001042>(X0).
[_R32] <http://purl.org/obo/owl/PO#PO_0028003>(X0) :- <http://purl.org/obo/owl/PO#PO_0025340>(X0).
[_R33] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0007524>(X0).
[_R34] <http://purl.org/obo/owl/PO#PO_0007089>(X0) :- <http://purl.org/obo/owl/PO#PO_0007074>(X0).
[_R35] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0001030>(X0).
[_R36] <http://purl.org/obo/owl/PO#PO_0007131>(X0) :- <http://purl.org/obo/owl/PO#PO_0007043>(X0).
[_R37] <http://purl.org/obo/owl/PO#PO_0007047>(X0) :- <http://purl.org/obo/owl/PO#PO_0007003>(X0).
[_R38] <http://purl.org/obo/owl/PO#PO_0007016>(X0) :- <http://purl.org/obo/owl/PO#PO_0007034>(X0).
[_R39] <http://purl.org/obo/owl/PO#PO_0007606>(X0) :- <http://purl.org/obo/owl/PO#PO_0007618>(X0).
[_R40] <http://purl.org/obo/owl/PO#PO_0007112>(X0) :- <http://purl.org/obo/owl/PO#PO_0007089>(X0).
[_R41] <http://purl.org/obo/owl/PO#PO_0007133>(X0) :- <http://purl.org/obo/owl/PO#PO_0007104>(X0).
[_R42] <http://purl.org/obo/owl/PO#PO_0001170>(X0) :- <http://purl.org/obo/owl/PO#PO_0007632>(X0).
[_R43] <http://purl.org/obo/owl/PO#PO_0001004>(X0) :- <http://purl.org/obo/owl/PO#PO_0001005>(X0).
[_R44] <http://purl.org/obo/owl/PO#PO_0007014>(X0) :- <http://purl.org/obo/owl/PO#PO_0007018>(X0).
[_R45] <http://purl.org/obo/owl/PO#PO_0007010>(X0) :- <http://purl.org/obo/owl/PO#PO_0007036>(X0).
[_R46] <http://purl.org/obo/owl/PO#PO_0007621>(X0) :- <http://purl.org/obo/owl/PO#PO_0007623>(X0).
[_R47] <http://purl.org/obo/owl/PO#PO_0001170>(X0) :- <http://purl.org/obo/owl/PO#PO_0007633>(X0).
[_R48] <http://purl.org/obo/owl/PO#PO_0025469>(X0) :- <http://purl.org/obo/owl/PO#PO_0025464>(X0).
[_R49] <http://purl.org/obo/owl/PO#PO_0007606>(X0) :- <http://purl.org/obo/owl/PO#PO_0004502>(X0).
[_R50] <http://purl.org/obo/owl/PO#PO_0009012>(X0) :- <http://purl.org/obo/owl/PO#PO_0007033>(X0).
[_R51] <http://purl.org/obo/owl/PO#PO_0007133>(X0) :- <http://purl.org/obo/owl/PO#PO_0007106>(X0).
[_R52] <http://purl.org/obo/owl/PO#PO_0007606>(X0) :- <http://purl.org/obo/owl/PO#PO_0004503>(X0).
[_R53] <http://purl.org/obo/owl/PO#PO_0007600>(X0) :- <http://purl.org/obo/owl/PO#PO_0001049>(X0).
[_R54] <http://purl.org/obo/owl/PO#PO_0025339>(X0) :- <http://purl.org/obo/owl/PO#PO_0001050>(X0).
[_R55] <http://purl.org/obo/owl/PO#PO_0001004>(X0) :- <http://purl.org/obo/owl/PO#PO_0001026>(X0).
[_R56] <http://purl.org/obo/owl/PO#PO_0009012>(X0) :- <http://purl.org/obo/owl/PO#PO_0025338>(X0).
[_R57] <http://purl.org/obo/owl/PO#PO_0001044>(X0) :- <http://purl.org/obo/owl/PO#PO_0001380>(X0).
[_R58] <http://purl.org/obo/owl/PO#PO_0007089>(X0) :- <http://purl.org/obo/owl/PO#PO_0007108>(X0).
[_R59] <http://purl.org/obo/owl/PO#PO_0007133>(X0) :- <http://purl.org/obo/owl/PO#PO_0007098>(X0).
[_R60] <http://purl.org/obo/owl/PO#PO_0007631>(X0) :- <http://purl.org/obo/owl/PO#PO_0001180>(X0).
[_R61] <http://purl.org/obo/owl/PO#PO_0001007>(X0) :- <http://purl.org/obo/owl/PO#PO_0001013>(X0).
[_R62] <http://purl.org/obo/owl/PO#PO_0007525>(X0) :- <http://purl.org/obo/owl/PO#PO_0007513>(X0).
[_R63] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0007060>(X0).
[_R64] <http://purl.org/obo/owl/PO#PO_0001052>(X0) :- <http://purl.org/obo/owl/PO#PO_0001024>(X0).
[_R65] <http://purl.org/obo/owl/PO#PO_0028002>(X0) :- <http://purl.org/obo/owl/PO#PO_0007130>(X0).
[_R66] <http://purl.org/obo/owl/PO#PO_0025338>(X0) :- <http://purl.org/obo/owl/PO#PO_0001002>(X0).
[_R67] <http://purl.org/obo/owl/PO#PO_0001007>(X0) :- <http://purl.org/obo/owl/PO#PO_0001029>(X0).
[_R68] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0007126>(X0).
[_R69] <http://purl.org/obo/owl/PO#PO_0007089>(X0) :- <http://purl.org/obo/owl/PO#PO_0007117>(X0).
[_R70] <http://purl.org/obo/owl/PO#PO_0007113>(X0) :- <http://purl.org/obo/owl/PO#PO_0007076>(X0).
[_R71] <http://purl.org/obo/owl/PO#PO_0001047>(X0) :- <http://purl.org/obo/owl/PO#PO_0001055>(X0).
[_R72] <http://purl.org/obo/owl/PO#PO_0025340>(X0) :- <http://purl.org/obo/owl/PO#PO_0025347>(X0).
[_R73] <http://purl.org/obo/owl/PO#PO_0001007>(X0) :- <http://purl.org/obo/owl/PO#PO_0001009>(X0).
[_R74] <http://purl.org/obo/owl/PO#PO_0007525>(X0) :- <http://purl.org/obo/owl/PO#PO_0007509>(X0).
[_R75] <http://purl.org/obo/owl/PO#PO_0007621>(X0) :- <http://purl.org/obo/owl/PO#PO_0007626>(X0).
[_R76] <http://purl.org/obo/owl/PO#PO_0007621>(X0) :- <http://purl.org/obo/owl/PO#PO_0007628>(X0).
[_R77] <http://purl.org/obo/owl/PO#PO_0025369>(X0) :- <http://purl.org/obo/owl/PO#PO_0025371>(X0).
[_R78] <http://purl.org/obo/owl/PO#PO_0001083>(X0) :- <http://purl.org/obo/owl/PO#PO_0007037>(X0).
[_R79] <http://purl.org/obo/owl/PO#PO_0007113>(X0) :- <http://purl.org/obo/owl/PO#PO_0007078>(X0).
[_R80] <http://purl.org/obo/owl/PO#PO_0025427>(X0) :- <http://purl.org/obo/owl/PO#PO_0025469>(X0).
[_R81] <http://purl.org/obo/owl/PO#PO_0007016>(X0) :- <http://purl.org/obo/owl/PO#PO_0007052>(X0).
[_R82] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0007533>(X0).
[_R83] <http://purl.org/obo/owl/PO#PO_0028003>(X0) :- <http://purl.org/obo/owl/PO#PO_0025375>(X0).
[_R84] <http://purl.org/obo/owl/PO#PO_0025369>(X0) :- <http://purl.org/obo/owl/PO#PO_0025370>(X0).
[_R85] <http://purl.org/obo/owl/PO#PO_0001004>(X0) :- <http://purl.org/obo/owl/PO#PO_0001034>(X0).
[_R86] <http://purl.org/obo/owl/PO#PO_0007631>(X0) :- <http://purl.org/obo/owl/PO#PO_0001078>(X0).
[_R87] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0007523>(X0).
[_R88] <http://purl.org/obo/owl/PO#PO_0007133>(X0) :- <http://purl.org/obo/owl/PO#PO_0007067>(X0).
[_R89] <http://purl.org/obo/owl/PO#PO_0007089>(X0) :- <http://purl.org/obo/owl/PO#PO_0007099>(X0).
[_R90] <http://purl.org/obo/owl/PO#PO_0007130>(X0) :- <http://purl.org/obo/owl/PO#PO_0007016>(X0).
[_R91] <http://purl.org/obo/owl/PO#PO_0007633>(X0) :- <http://purl.org/obo/owl/PO#PO_0001041>(X0).
[_R92] <http://purl.org/obo/owl/PO#PO_0007041>(X0) :- <http://purl.org/obo/owl/PO#PO_0007025>(X0).
[_R93] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0007539>(X0).
[_R94] <http://purl.org/obo/owl/PO#PO_0007073>(X0) :- <http://purl.org/obo/owl/PO#PO_0007118>(X0).
[_R95] <http://purl.org/obo/owl/PO#PO_0025342>(X0) :- <http://purl.org/obo/owl/PO#PO_0025376>(X0).
[_R96] <http://purl.org/obo/owl/PO#PO_0007073>(X0) :- <http://purl.org/obo/owl/PO#PO_0007122>(X0).
[_R97] <http://purl.org/obo/owl/PO#PO_0007520>(X0) :- <http://purl.org/obo/owl/PO#PO_0001031>(X0).
[_R98] <http://purl.org/obo/owl/PO#PO_0007133>(X0) :- <http://purl.org/obo/owl/PO#PO_0007115>(X0).
[_R99] <http://purl.org/obo/owl/PO#PO_0025368>(X0) :- <http://purl.org/obo/owl/PO#PO_0007039>(X0).
[_R100] <http://purl.org/obo/owl/PO#PO_0007089>(X0) :- <http://purl.org/obo/owl/PO#PO_0007111>(X0).
[_R101] <http://purl.org/obo/owl/PO#PO_0025341>(X0) :- <http://purl.org/obo/owl/PO#PO_0025346>(X0).
[_R102] <http://purl.org/obo/owl/PO#PO_0007014>(X0) :- <http://purl.org/obo/owl/PO#PO_0007013>(X0).
[_R103] <http://purl.org/obo/owl/PO#PO_0007520>(X0) :- <http://purl.org/obo/owl/PO#PO_0007505>(X0).
[_R104] <http://purl.org/obo/owl/PO#PO_0004504>(X0) :- <http://purl.org/obo/owl/PO#PO_0007622>(X0).
[_R105] <http://purl.org/obo/owl/PO#PO_0007600>(X0) :- <http://purl.org/obo/owl/PO#PO_0001048>(X0).
[_R106] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0007061>(X0).
[_R107] <http://purl.org/obo/owl/PO#PO_0001050>(X0) :- <http://purl.org/obo/owl/PO#PO_0001054>(X0).
[_R108] <http://purl.org/obo/owl/PO#PO_0007619>(X0) :- <http://purl.org/obo/owl/PO#PO_0007621>(X0).
[_R109] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0021002>(X0).
[_R110] <http://purl.org/obo/owl/PO#PO_0007505>(X0) :- <http://purl.org/obo/owl/PO#PO_0007504>(X0).
[_R111] <http://purl.org/obo/owl/PO#PO_0007520>(X0) :- <http://purl.org/obo/owl/PO#PO_0025475>(X0).
[_R112] <http://purl.org/obo/owl/PO#PO_0001004>(X0) :- <http://purl.org/obo/owl/PO#PO_0001025>(X0).
[_R113] <http://purl.org/obo/owl/PO#PO_0001007>(X0) :- <http://purl.org/obo/owl/PO#PO_0001012>(X0).
[_R114] <http://purl.org/obo/owl/PO#PO_0025466>(X0) :- <http://purl.org/obo/owl/PO#PO_0025467>(X0).
[_R115] <http://purl.org/obo/owl/PO#PO_0001007>(X0) :- <http://purl.org/obo/owl/PO#PO_0001008>(X0).
[_R116] <http://purl.org/obo/owl/PO#PO_0025466>(X0) :- <http://purl.org/obo/owl/PO#PO_0025468>(X0).
[_R117] <http://purl.org/obo/owl/PO#PO_0007631>(X0) :- <http://purl.org/obo/owl/PO#PO_0001095>(X0).
[_R118] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0007125>(X0).
[_R119] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0028001>(X0).
[_R120] <http://purl.org/obo/owl/PO#PO_0007631>(X0) :- <http://purl.org/obo/owl/PO#PO_0001185>(X0).
[_R121] <http://purl.org/obo/owl/PO#PO_0007089>(X0) :- <http://purl.org/obo/owl/PO#PO_0007086>(X0).
[_R122] <http://purl.org/obo/owl/PO#PO_0007631>(X0) :- <http://purl.org/obo/owl/PO#PO_0001081>(X0).
[_R123] <http://purl.org/obo/owl/PO#PO_0007039>(X0) :- <http://purl.org/obo/owl/PO#PO_0007135>(X0).
[_R124] <http://purl.org/obo/owl/PO#PO_0007633>(X0) :- <http://purl.org/obo/owl/PO#PO_0001096>(X0).
[_R125] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0007105>(X0).
[_R126] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0007512>(X0).
[_R127] <http://purl.org/obo/owl/PO#PO_0007621>(X0) :- <http://purl.org/obo/owl/PO#PO_0007627>(X0).
[_R128] <http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>(X0) :- <http://purl.org/obo/owl/PO#PO_0007610>(X0).
[_R129] <http://purl.org/obo/owl/PO#PO_0007073>(X0) :- <http://purl.org/obo/owl/PO#PO_0007093>(X0).
[_R130] <http://purl.org/obo/owl/PO#PO_0007113>(X0) :- <http://purl.org/obo/owl/PO#PO_0007068>(X0).
[_R131] <http://purl.org/obo/owl/PO#PO_0007133>(X0) :- <http://purl.org/obo/owl/PO#PO_0007083>(X0).
[_R132] <http://purl.org/obo/owl/PO#PO_0007134>(X0) :- <http://purl.org/obo/owl/PO#PO_0007112>(X0).
