====== RULE SET ======
[_R0]  ! :- <http://www.w3.org/2002/07/owl#Nothing>(X).
[_R1] <http://purl.org/obo/owl/B8467#B8467_0000279>(X0) :- <http://purl.org/obo/owl/B8467#B8467_0000280>(X0).
[_R2] <http://purl.org/obo/owl/EKB#EKB_0000012>(X0) :- <http://purl.org/obo/owl/A8467#A8467_0000065>(X0).
[_R3] <http://purl.org/obo/owl/B8467#B8467_0000163>(X0) :- <http://purl.org/obo/owl/B8467#B8467_0000164>(X0).
[_R4] <http://purl.org/obo/owl/B8467#B8467_0000119>(X0) :- <http://purl.org/obo/owl/B8467#B8467_0000125>(X0).
[_R5] <http://purl.org/obo/owl/B8467#B8467_0000205>(X0) :- <http://purl.org/obo/owl/B8467#B8467_0000207>(X0).
[_R6] <http://purl.org/obo/owl/B8467#B8467_0000223>(X0) :- <http://purl.org/obo/owl/B8467#B8467_0000224>(X0).
[_R7] <http://purl.org/obo/owl/B8467#B8467_0000286>(X0) :- <http://purl.org/obo/owl/B8467#B8467_0000289>(X0).
[_R8] <http://purl.org/obo/owl/A8467#A8467_0000067>(X0) :- <http://purl.org/obo/owl/A8467#A8467_0000068>(X0).
[_R9] <http://purl.org/obo/owl/B8467#B8467_0000245>(X0) :- <http://purl.org/obo/owl/B8467#B8467_0000192>(X0).
[_R10] <http://purl.org/obo/owl/EKB#EKB_0000022>(X0) :- <http://purl.org/obo/owl/EKB#EKB_0000027>(X0).
[_R11] <http://purl.org/obo/owl/B8467#B8467_0000134>(X0) :- <http://purl.org/obo/owl/B8467#B8467_0000135>(X0).
[_R12] <http://purl.org/obo/owl/B8467#B8467_0000308>(X0) :- <http://purl.org/obo/owl/B8467#B8467_0000310>(X0).
[_R13] <http://purl.org/obo/owl/EKBE#EKBE_0000053>(X0) :- <http://purl.org/obo/owl/B8467#B8467_0000218>(X0).
[_R14] <http://purl.org/obo/owl/B8467#B8467_0000240>(X0) :- <http://purl.org/obo/owl/B8467#B8467_0000141>(X0).
[_R15] <http://purl.org/obo/owl/B8467#B8467_0000151>(X0) :- <http://purl.org/obo/owl/B8467#B8467_0000283>(X0).
[_R16] <http://purl.org/obo/owl/B8467#B8467_0000129>(X0) :- <http://purl.org/obo/owl/B8467#B8467_0000130>(X0).
