NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,NEW_RTGD_BSK,BODY_SK_ATOMS_MAX,EVOL_COUNT,EVOL_TIME,SUMB_TIME,TIME
00001,462,2468,1515,214,4422,55,2523,N/A,N/A,N/A,N/A,98,2227
00002,834,941,1513,398,3914,161,1102,N/A,N/A,N/A,N/A,89,1377
00003,33588,2159,23235,8939,226611,0,2159,N/A,N/A,N/A,N/A,8333,TIMEOUT
00004,33580,2107,32980,12827,259517,0,2107,N/A,N/A,N/A,N/A,7668,TIMEOUT
00005,33580,2107,33397,12961,262020,0,2107,N/A,N/A,N/A,N/A,7416,TIMEOUT
00006,2150,165,0,0,2,0,165,N/A,N/A,N/A,N/A,2,294
00007,23,168,8,21,39,0,168,N/A,N/A,N/A,N/A,4,87
00008,23,168,8,21,39,0,168,N/A,N/A,N/A,N/A,4,90
00009,23,168,8,21,39,0,168,N/A,N/A,N/A,N/A,4,88
00010,23,168,8,21,39,0,168,N/A,N/A,N/A,N/A,4,88
00011,23,168,8,21,39,0,168,N/A,N/A,N/A,N/A,4,88
00012,13,277,7,13,27,0,277,N/A,N/A,N/A,N/A,3,90
00013,157,1267,2149,508,3082,107,1374,N/A,N/A,N/A,N/A,52,917
00014,278,1537,4425,985,6404,207,1742,N/A,N/A,N/A,N/A,85,2120
00015,26,345,190,61,260,11,356,N/A,N/A,N/A,N/A,9,146
00016,135,1056,1798,432,2561,88,1144,N/A,N/A,N/A,N/A,34,654
00017,135,1178,1798,433,2561,88,1266,N/A,N/A,N/A,N/A,36,664
00018,171,1130,2269,576,3223,127,1255,N/A,N/A,N/A,N/A,39,837
00019,141,1079,1941,458,2777,91,1170,N/A,N/A,N/A,N/A,37,749
00020,173,1312,2703,588,3920,122,1434,N/A,N/A,N/A,N/A,52,1132
00021,218,1192,3060,751,4361,154,1344,N/A,N/A,N/A,N/A,57,1112
00022,26,425,190,61,260,11,436,N/A,N/A,N/A,N/A,8,143
00023,26,429,190,60,260,11,440,N/A,N/A,N/A,N/A,9,150
00024,278,1537,4425,985,6404,207,1742,N/A,N/A,N/A,N/A,76,1920
00025,116,987,577,255,924,24,1011,N/A,N/A,N/A,N/A,14,285
00026,59236,30697,2035,9547,18847,9321,40018,N/A,N/A,N/A,N/A,1322,TIMEOUT
00027,59236,31647,11962,6778,42453,6622,38269,N/A,N/A,N/A,N/A,2213,TIMEOUT
00028,59236,31647,12066,6783,42805,6627,38274,N/A,N/A,N/A,N/A,2240,TIMEOUT
00029,4884,4125,21669,1575,56595,1322,5447,N/A,N/A,N/A,N/A,614,TIMEOUT
00030,5586,3717,2889,1627,31404,1369,5086,N/A,N/A,N/A,N/A,435,TIMEOUT
00031,5586,3717,2827,1582,31193,1329,5046,N/A,N/A,N/A,N/A,433,TIMEOUT
00032,5586,4130,20473,1334,54321,1117,5247,N/A,N/A,N/A,N/A,617,TIMEOUT
00033,26956,9462,5274,5037,33290,4678,14140,N/A,N/A,N/A,N/A,1101,TIMEOUT
00034,26956,9364,2552,6048,19581,5623,14987,N/A,N/A,N/A,N/A,781,TIMEOUT
00035,26956,9462,5483,5303,34225,4923,14385,N/A,N/A,N/A,N/A,1180,TIMEOUT
00036,26932,9456,5393,5239,33901,4865,14321,N/A,N/A,N/A,N/A,1168,TIMEOUT
00037,26916,9445,5256,4989,33199,4631,14076,N/A,N/A,N/A,N/A,1062,TIMEOUT
00038,26966,9457,5299,5130,33518,4766,14223,N/A,N/A,N/A,N/A,1119,TIMEOUT
00039,6858,4826,2842,2093,27607,1765,6591,N/A,N/A,N/A,N/A,392,TIMEOUT
00040,87244,100788,4141,489,15320,481,101269,N/A,N/A,N/A,N/A,849,TIMEOUT
00041,28638,67437,4913,3546,15005,3221,70658,N/A,N/A,N/A,N/A,501,TIMEOUT
00042,30834,71082,4691,2917,16322,2691,73773,N/A,N/A,N/A,N/A,539,TIMEOUT
00043,37224,115810,5057,3157,12935,2825,118635,N/A,N/A,N/A,N/A,477,TIMEOUT
