NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,BODY_SK_ATOMS_MAX,EVOL_TIME,SUMB_TIME,TIME
00001,462,2468,0,368,5530,55,2523,1,206,14,521
00002,834,941,0,980,3484,161,1102,1,114,12,370
00003,33588,2159,0,1008309,5743426,0,2159,1,62152,467,162082
00004,33580,2107,0,1008309,1940296,0,2107,1,28650,148,77580
00005,33580,2107,0,1008309,1940296,0,2107,1,30801,142,78010
00006,2150,165,0,0,0,0,165,0,1,0,195
00007,23,168,0,21,21,0,168,0,4,0,89
00008,23,168,0,21,21,0,168,0,4,0,86
00009,23,168,0,21,21,0,168,0,4,0,80
00010,23,168,0,21,21,0,168,0,4,0,82
00011,23,168,0,21,21,0,168,0,4,0,81
00012,13,277,0,13,11,0,277,0,3,0,88
00013,157,1267,0,2010,4550,107,1374,2,161,1,434
00014,278,1537,0,4448,9157,234,1771,2,328,1,711
00015,26,345,0,178,269,11,356,1,32,0,145
00016,135,1056,0,1672,3748,88,1144,2,164,1,389
00017,135,1178,0,1671,3748,88,1266,2,162,1,404
00018,171,1130,0,2168,4532,137,1267,2,219,1,467
00019,141,1079,0,1841,4178,91,1170,2,211,1,484
00020,173,1312,0,2507,5928,123,1435,2,250,1,525
00021,218,1192,0,2902,5898,176,1368,2,263,1,561
00022,26,425,0,178,269,11,436,1,28,0,128
00023,26,429,0,178,269,11,440,1,31,0,142
00024,278,1537,0,4449,9146,234,1771,2,266,1,621
00025,116,987,0,255,831,24,1011,0,47,0,199
00026,59236,30697,0,7111813,463768,0,30697,2,224865,455,TIMEOUT
00027,59236,31647,0,6947928,658755,0,31647,2,213673,460,TIMEOUT
00028,59236,31647,0,6924301,655419,0,31647,2,198166,455,TIMEOUT
00029,4884,4125,0,6121653,10146627,837,4962,2,234237,898,TIMEOUT
00030,5586,3717,0,399489,40999,2477,6194,2,5047,23,9796
00031,5586,3717,0,399545,40999,2477,6194,2,4492,23,9755
00032,5586,4130,0,3509161,11414521,561,4691,2,240171,905,TIMEOUT
00033,26956,9462,0,2817290,8795635,4,9466,2,191385,726,TIMEOUT
00034,26956,9364,0,8298352,208004,7981,17345,2,219709,687,TIMEOUT
00035,26956,9462,0,2817290,9818807,4,9466,2,218834,1152,TIMEOUT
00036,26932,9456,0,2812727,6210107,4,9460,2,177175,499,TIMEOUT
00037,26916,9445,0,2809938,8041085,4,9449,2,187071,646,TIMEOUT
00038,26966,9457,0,2810996,8657461,5,9462,2,206768,883,TIMEOUT
00039,6858,4826,0,370346,52098,3723,8549,2,4521,22,9405
00040,87244,100788,0,7876888,48489,1294,102082,1,136953,523,TIMEOUT
00041,28638,67437,0,8213515,75288,0,67437,1,204652,492,TIMEOUT
00042,30834,71082,0,8136805,80828,386,71468,1,162414,491,TIMEOUT
00043,37224,115810,0,8074201,74995,0,115810,1,206939,740,TIMEOUT
00044,28638,67400,0,8452976,68739,0,67400,1,185575,476,TIMEOUT
00045,84860,98674,0,7926664,48065,1322,99996,1,259606,435,TIMEOUT
00046,30704,69253,0,8400412,66412,0,69253,1,162085,470,TIMEOUT
00047,28865,67547,0,8345030,68278,0,67547,1,187274,495,TIMEOUT
00049,30,51,0,49,104,8,59,1,17,0,105
00050,30,51,0,49,104,8,59,1,18,0,98
00051,0,0,0,0,0,0,0,0,0,0,6
00052,7528,25233,0,0,21094,0,25233,0,336,2,1598
00053,0,1129,0,0,0,0,1129,0,0,0,77
00054,0,3,0,0,0,0,3,0,0,0,25
00055,46,212,0,19,56,8,220,1,8,0,98
00056,0,12,0,0,0,0,12,0,0,0,27
00057,3,11,0,3,9,0,11,0,2,0,43
00058,3,7,0,3,0,0,7,0,1,0,48
00059,5,47,0,5,0,0,47,0,2,0,61
00060,9,72,0,9,1,0,72,0,2,0,68
00061,0,6,0,0,0,0,6,0,0,0,26
00062,11,72,0,11,0,0,72,0,3,0,72
00063,12,61,0,12,0,0,61,0,10,0,69
00064,0,3,0,0,0,0,3,0,0,0,25
00065,3,12,0,3,4,0,12,0,2,0,53
00066,1,20,0,1,0,0,20,0,1,0,49
00067,0,24,0,0,0,0,24,0,0,0,30
00068,2,33,0,0,0,0,33,0,1,0,52
00069,1,8,0,1,0,0,8,0,1,0,49
00070,0,42,0,0,0,0,42,0,0,0,36
00071,1,14,0,1,0,0,14,0,1,0,48
00072,1,31,0,1,0,0,31,0,1,0,52
00073,6,77,0,6,0,1,78,0,2,0,66
00074,0,21,0,0,0,0,21,0,0,0,29
00075,2,125,0,2,0,1,126,0,1,0,69
00076,0,186,0,0,0,0,186,0,0,0,48
