NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,BODY_SK_ATOMS_MAX,EVOL_TIME,SUMB_TIME,TIME
00001,2206,9466,14687,1152,19493,227,9693,N/A,N/A,1020,TIMEOUT
00002,4769,3671,4137,1443,10372,644,4315,N/A,N/A,1326,TIMEOUT
00003,133458,9812,2595,932,53913,21,9833,N/A,N/A,13275,TIMEOUT
00004,175402,7275,3635,1383,58027,26,7301,N/A,N/A,17203,TIMEOUT
00005,202986,7998,6601,2166,80938,0,7998,N/A,N/A,20041,TIMEOUT
00006,5027,639,0,0,2,0,639,N/A,N/A,3,1328
00007,119,501,27,76,98,14,515,N/A,N/A,17,522
00008,110,577,39,87,136,9,586,N/A,N/A,19,600
00009,116,463,16,69,79,5,468,N/A,N/A,13,457
00010,143,519,34,82,125,11,530,N/A,N/A,17,666
00011,134,549,28,89,112,17,566,N/A,N/A,18,590
00012,79,859,10,38,54,5,864,N/A,N/A,17,474
00013,643,5543,16565,3098,18425,371,5914,N/A,N/A,1772,TIMEOUT
00014,1308,7400,83173,8319,83984,734,8134,N/A,N/A,11490,TIMEOUT
00015,110,1497,13128,3253,11778,191,1688,N/A,N/A,377,191754
00016,581,4525,29855,7940,26336,504,5029,N/A,N/A,2581,TIMEOUT
00017,551,5559,37497,1851,38352,189,5748,N/A,N/A,1961,TIMEOUT
00018,738,5046,17629,3279,17051,348,5394,N/A,N/A,1057,TIMEOUT
00019,635,5068,4019,1062,4590,171,5239,N/A,N/A,265,TIMEOUT
00020,831,5975,19744,4291,20462,452,6427,N/A,N/A,1734,TIMEOUT
00021,1025,5688,18363,3868,19826,597,6285,N/A,N/A,3407,TIMEOUT
00022,135,1738,4663,1287,4648,126,1864,N/A,N/A,223,TIMEOUT
00023,142,1850,9758,2766,8978,186,2036,N/A,N/A,480,TIMEOUT
00024,1370,7039,23083,5731,25052,827,7866,N/A,N/A,6093,TIMEOUT
00025,515,4154,11758,3178,12727,230,4384,N/A,N/A,966,TIMEOUT
00026,276503,121603,2625,12150,26655,11955,133558,N/A,N/A,23242,TIMEOUT
00027,267473,129941,10536,7394,31372,6946,136887,N/A,N/A,20730,TIMEOUT
00028,270398,131121,10072,9518,32000,8785,139906,N/A,N/A,19974,TIMEOUT
00029,21566,17296,24449,6146,63930,3694,20990,N/A,N/A,17851,TIMEOUT
00030,26951,15044,3136,4251,38891,3645,18689,N/A,N/A,8166,TIMEOUT
00031,25856,15456,4295,6182,64845,5490,20946,N/A,N/A,15491,TIMEOUT
00032,27415,17553,27197,5232,67912,2779,20332,N/A,N/A,11852,TIMEOUT
00033,124580,39279,5884,6031,78989,5599,44878,N/A,N/A,26884,TIMEOUT
00034,111699,37551,2590,5855,24116,5663,43214,N/A,N/A,10734,TIMEOUT
00035,118559,40908,5016,7516,44236,7147,48055,N/A,N/A,19018,TIMEOUT
00036,116576,38612,5639,6264,36500,5760,44372,N/A,N/A,14798,TIMEOUT
00037,121765,41874,6082,4701,39713,4278,46152,N/A,N/A,13347,TIMEOUT
00038,121481,43468,5446,6375,47297,5837,49305,N/A,N/A,14149,TIMEOUT
00039,30167,19855,10178,5772,68498,5153,25008,N/A,N/A,15077,TIMEOUT
