NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,BODY_SK_ATOMS_MAX,EVOL_TIME,SUMB_TIME,TIME
00001,462,2468,1515,214,4422,55,2523,N/A,N/A,72,450
00002,834,941,1513,398,3914,161,1102,N/A,N/A,47,397
00003,33588,2159,350386,48500,1424187,0,2159,N/A,N/A,42705,TIMEOUT
00004,33580,2107,353879,46357,1351272,0,2107,N/A,N/A,36535,TIMEOUT
00005,33580,2107,351177,46635,1350260,0,2107,N/A,N/A,40709,TIMEOUT
00006,2150,165,0,0,2,0,165,N/A,N/A,2,211
00007,23,168,8,21,39,0,168,N/A,N/A,6,90
00008,23,168,8,21,39,0,168,N/A,N/A,5,84
00009,23,168,8,21,39,0,168,N/A,N/A,4,95
00010,23,168,8,21,39,0,168,N/A,N/A,4,94
00011,23,168,8,21,39,0,168,N/A,N/A,5,91
00012,13,277,7,13,27,0,277,N/A,N/A,5,97
00013,157,1265,2140,509,3060,105,1370,N/A,N/A,44,448
00014,278,1533,4399,987,6340,204,1735,N/A,N/A,79,782
00015,26,345,190,61,260,11,356,N/A,N/A,15,178
00016,135,1055,1798,433,2559,87,1142,N/A,N/A,42,396
00017,135,1177,1798,432,2559,87,1264,N/A,N/A,40,402
00018,171,1129,2269,576,3221,126,1253,N/A,N/A,44,445
00019,141,1078,1941,457,2775,90,1168,N/A,N/A,36,394
00020,173,1310,2696,587,3902,120,1430,N/A,N/A,50,513
00021,218,1190,3060,750,4353,153,1341,N/A,N/A,55,554
00022,26,425,190,60,260,11,436,N/A,N/A,10,134
00023,26,429,190,60,260,11,440,N/A,N/A,10,124
00024,278,1533,4399,986,6340,204,1735,N/A,N/A,117,793
00025,116,987,577,255,924,24,1011,N/A,N/A,15,196
00026,59236,30697,23931,58549,149416,55088,85785,N/A,N/A,6652,TIMEOUT
00027,59236,31647,82736,40182,293988,37577,69224,N/A,N/A,13699,TIMEOUT
00028,59236,31647,81258,40061,284824,37456,69103,N/A,N/A,12966,TIMEOUT
00029,4884,4039,34062,4376,85925,3683,7722,N/A,N/A,1116,39396
00030,5586,3626,5251,4603,47173,3927,7553,N/A,N/A,777,55846
00031,5586,3626,5246,4609,47165,3937,7563,N/A,N/A,701,54034
00032,5586,4039,39576,4654,100075,3965,8004,N/A,N/A,1130,58362
00033,26956,9462,30801,19129,201750,17515,26977,N/A,N/A,5764,TIMEOUT
00034,26956,9364,34986,22274,132153,20266,29630,N/A,N/A,2318,TIMEOUT
00035,26956,9462,31162,19134,204762,17520,26982,N/A,N/A,5777,TIMEOUT
00036,26932,9456,30805,19012,205554,17376,26832,N/A,N/A,5623,TIMEOUT
00037,26916,9445,31147,19113,204715,17500,26945,N/A,N/A,6010,TIMEOUT
00038,26966,9457,30551,18943,204696,17328,26785,N/A,N/A,5736,TIMEOUT
00039,6858,4826,7890,4210,56718,3329,8155,N/A,N/A,509,16931
00040,87244,100787,18849,7257,104109,6949,107736,N/A,N/A,6469,TIMEOUT
00041,28638,67437,21885,21837,69926,18163,85600,N/A,N/A,1714,TIMEOUT
00042,30834,71082,26589,23007,75180,18904,89986,N/A,N/A,1958,TIMEOUT
00043,37224,115810,32413,26300,80260,21408,137218,N/A,N/A,2338,TIMEOUT
00044,28638,67400,21150,21645,58305,17997,85397,N/A,N/A,1580,TIMEOUT
00045,84860,98673,18309,7247,101209,6939,105612,N/A,N/A,5459,TIMEOUT
00046,30704,69253,21356,21761,58997,18063,87316,N/A,N/A,1518,TIMEOUT
00047,28865,67547,22138,21799,60423,18103,85650,N/A,N/A,1590,TIMEOUT
00049,30,51,100,36,148,8,59,N/A,N/A,12,108
00050,30,51,100,36,148,8,59,N/A,N/A,14,105
00051,0,0,0,0,0,0,0,N/A,N/A,0,12
00052,7528,25233,5535,0,25785,0,25233,N/A,N/A,304,2219
00053,0,1129,0,0,0,0,1129,N/A,N/A,0,131
00054,0,3,0,0,0,0,3,N/A,N/A,0,35
00055,46,212,50,10,89,2,214,N/A,N/A,6,106
00056,0,12,0,0,0,0,12,N/A,N/A,0,37
00057,3,11,3,3,9,0,11,N/A,N/A,2,48
00058,3,7,0,3,3,0,7,N/A,N/A,2,44
00059,5,47,0,5,5,0,47,N/A,N/A,2,52
00060,9,72,0,9,10,0,72,N/A,N/A,2,57
00061,0,6,0,0,0,0,6,N/A,N/A,0,56
00062,11,72,0,11,11,0,72,N/A,N/A,2,65
00063,12,61,0,12,12,0,61,N/A,N/A,3,67
00064,0,3,0,0,0,0,3,N/A,N/A,0,36
00065,3,12,2,3,7,0,12,N/A,N/A,2,46
00066,1,20,0,1,1,0,20,N/A,N/A,2,48
00067,0,24,0,0,0,0,24,N/A,N/A,0,40
00068,2,33,0,0,2,0,33,N/A,N/A,2,48
00069,1,8,0,1,1,0,8,N/A,N/A,2,42
00070,0,42,0,0,0,0,42,N/A,N/A,0,44
00071,1,14,0,1,1,0,14,N/A,N/A,2,41
00072,1,31,0,1,1,0,31,N/A,N/A,4,52
00073,6,77,2,6,6,1,78,N/A,N/A,2,56
00074,0,21,0,0,0,0,21,N/A,N/A,0,39
00075,2,125,0,2,2,1,126,N/A,N/A,2,68
00076,0,186,0,0,0,0,186,N/A,N/A,0,67
00077,0,4,0,0,0,0,4,N/A,N/A,0,44
00078,43,715,39,376,255,330,1045,N/A,N/A,16,169
00079,2,29,0,0,2,0,29,N/A,N/A,2,47
00080,0,26,0,0,0,0,26,N/A,N/A,0,42
00081,93,679,0,93,94,0,679,N/A,N/A,4,137
00082,356,263,46,13,652,2,265,N/A,N/A,16,181
00083,0,15,0,0,0,0,15,N/A,N/A,0,38
00084,0,4,0,0,0,0,4,N/A,N/A,0,35
00085,0,2,0,0,0,0,2,N/A,N/A,0,44
00086,0,0,0,0,0,0,0,N/A,N/A,0,13
00087,0,77,0,0,0,0,77,N/A,N/A,0,50
00088,0,105,0,0,0,0,105,N/A,N/A,0,53
00089,0,87,0,0,0,0,87,N/A,N/A,0,78
00090,0,66,0,0,0,0,66,N/A,N/A,0,51
00091,0,13,0,0,0,0,13,N/A,N/A,0,38
00092,0,32,0,0,0,0,32,N/A,N/A,0,40
00093,0,216,0,0,0,0,216,N/A,N/A,0,92
00094,17,138,5,17,32,11,149,N/A,N/A,5,81
00095,0,63,0,0,0,0,63,N/A,N/A,0,47
00096,0,0,0,0,0,0,0,N/A,N/A,0,13
00097,0,0,0,0,0,0,0,N/A,N/A,0,13
00098,0,0,0,0,0,0,0,N/A,N/A,0,13
00099,0,0,0,0,0,0,0,N/A,N/A,0,18
00100,0,0,0,0,0,0,0,N/A,N/A,0,13
00101,0,0,0,0,0,0,0,N/A,N/A,0,13
00102,0,0,0,0,0,0,0,N/A,N/A,0,12
00103,0,259,0,0,0,0,259,N/A,N/A,0,97
00104,0,1123,0,0,0,0,1123,N/A,N/A,0,121
00105,0,11,0,0,0,0,11,N/A,N/A,0,37
00106,4,43,2,4,8,0,43,N/A,N/A,2,52
00107,0,22,0,0,0,0,22,N/A,N/A,0,40
00108,0,16,0,0,0,0,16,N/A,N/A,0,38
00109,0,83,0,0,0,0,83,N/A,N/A,0,51
00110,317,244,37,12,562,1,245,N/A,N/A,16,167
00111,0,43,0,0,0,0,43,N/A,N/A,0,54
00112,20,113,20,24,37,11,124,N/A,N/A,6,87
00113,12,24,0,0,8,0,24,N/A,N/A,2,50
00114,42,25,33,60,78,53,78,N/A,N/A,13,122
00115,0,216,0,0,0,0,216,N/A,N/A,0,75
00116,13,30,14,24,28,15,45,N/A,N/A,5,66
00117,6858,4826,7890,4210,56718,3329,8155,N/A,N/A,627,16148
00118,39,89,46,40,93,17,106,N/A,N/A,9,111
00119,0,3,0,0,0,0,3,N/A,N/A,0,37
00120,17,53,26,16,32,3,56,N/A,N/A,5,72
00121,0,0,0,0,0,0,0,N/A,N/A,0,12
00122,0,2,0,0,0,0,2,N/A,N/A,0,37
00123,0,0,0,0,0,0,0,N/A,N/A,0,13
00124,0,0,0,0,0,0,0,N/A,N/A,0,13
00125,0,0,0,0,0,0,0,N/A,N/A,0,13
00126,0,0,0,0,0,0,0,N/A,N/A,0,12
00127,0,0,0,0,0,0,0,N/A,N/A,0,13
00128,0,1,0,0,0,0,1,N/A,N/A,0,34
00129,0,13,0,0,0,0,13,N/A,N/A,0,39
00130,0,3,0,0,0,0,3,N/A,N/A,0,35
00131,0,0,0,0,0,0,0,N/A,N/A,0,15
00132,0,18,0,0,0,0,18,N/A,N/A,0,39
00133,0,10,0,0,0,0,10,N/A,N/A,0,37
00134,0,0,0,0,0,0,0,N/A,N/A,0,13
00135,0,55,0,0,0,0,55,N/A,N/A,0,44
00136,0,48,0,0,0,0,48,N/A,N/A,0,46
00137,0,158,0,0,0,0,158,N/A,N/A,0,67
00138,0,386,0,0,0,0,386,N/A,N/A,0,92
00139,0,145,0,0,0,0,145,N/A,N/A,0,78
00140,0,511,0,0,0,0,511,N/A,N/A,0,91
00141,0,116,0,0,0,0,116,N/A,N/A,0,58
00142,0,604,0,0,0,0,604,N/A,N/A,0,98
00143,0,187,0,0,0,0,187,N/A,N/A,0,71
00144,0,2168,0,0,0,0,2168,N/A,N/A,0,162
00145,0,60,0,0,0,0,60,N/A,N/A,0,47
00146,0,1211,0,0,0,0,1211,N/A,N/A,0,126
00147,0,4,0,0,0,0,4,N/A,N/A,0,36
00148,0,629,0,0,0,0,629,N/A,N/A,0,113
00149,0,213,0,0,0,0,213,N/A,N/A,0,69
