NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,NEW_RTGD_BSK,BODY_SK_ATOMS_MAX,EVOL_COUNT,EVOL_TIME,SUMB_TIME,TIME
00001,462,2468,1413,365,4046,55,2523,160,1,4787,88,89,524
00002,834,941,1503,980,3484,161,1102,585,1,4894,125,98,572
00003,33588,2159,1014308,1008309,2059848,0,2159,934968,1,3118269,21405,87129,153142
00004,33580,2107,995126,1008309,1935918,0,2107,934968,1,3013517,19660,64689,126294
00006,2150,165,0,0,0,0,165,0,0,2,1,0,258
00007,23,168,8,21,20,0,168,0,0,60,5,3,107
00012,13,277,3,13,11,0,277,0,0,40,3,2,110
00013,157,1267,2693,1152,3696,107,1374,661,2,4945,113,94,464
00014,278,1537,6607,2483,8754,207,1742,1543,2,11507,224,173,730
00015,26,345,185,104,244,11,356,48,1,382,28,13,156
00016,135,1056,2330,996,3158,88,1144,579,2,4231,117,57,389
00017,135,1178,1900,929,2702,88,1266,512,3,3698,82,72,378
00018,171,1130,2915,1239,3979,127,1255,693,2,5311,105,81,435
00019,141,1079,2052,975,2933,91,1170,534,3,3978,93,50,361
00020,173,1312,4081,1394,5474,122,1434,827,2,7017,152,129,542
00021,218,1192,4176,1733,5616,154,1344,1021,2,7500,151,141,574
00022,26,425,185,104,244,11,436,48,1,382,17,11,149
00023,26,429,185,104,244,11,440,48,1,382,18,11,152
00024,278,1537,6824,2498,8956,207,1742,1558,2,11724,191,158,688
00025,116,987,550,255,831,24,1011,0,0,1179,28,17,215
00026,59236,30697,10495,2138244,366515,0,30697,2138244,2,2522712,25969,508399,TIMEOUT
00027,59236,31647,80947,1494612,1008393,0,31647,1494612,2,2508996,25257,511997,TIMEOUT
00029,4884,4125,102950,503363,259160,2464,6589,500899,6,770043,5292,28109,43390
00030,5586,3717,86806,592053,219102,2471,6188,589582,8,818648,6049,28049,44481
00032,5586,4130,115363,571097,250075,2471,6601,568625,7,838631,6162,29730,45829
