NAME,BODY_AVG,BODY_MAX,HEAD_AVG,HEAD_MAX,COUNT
00001,1.0170432025366627,2,1.0,1,2523
00002,1.0027223230490019,2,1.0,1,1102
00003,1.4529874942102825,2,1.0,1,2159
00004,1.4641670621737066,2,1.0,1,2107
00005,1.4641670621737066,2,1.0,1,2107
00006,1.0,1,1.0,1,165
00007,1.0297619047619047,2,1.0,1,168
00008,1.0297619047619047,2,1.0,1,168
00009,1.0297619047619047,2,1.0,1,168
00010,1.0297619047619047,2,1.0,1,168
00011,1.0297619047619047,2,1.0,1,168
00012,1.1227436823104693,2,1.0,1,277
00013,1.07007299270073,4,1.0,1,1370
00014,1.0780577750460971,4,1.0,1,1627
00015,1.0870786516853932,3,1.0,1,356
00016,1.0761821366024518,4,1.0,1,1142
00017,1.0688291139240507,4,1.0,1,1264
00018,1.074221867517957,4,1.0,1,1253
00019,1.0761986301369864,4,1.0,1,1168
00020,1.0703408266860044,4,1.0,1,1379
00021,1.080536912751678,4,1.0,1,1341
00022,1.0711009174311927,3,1.0,1,436
00023,1.0704545454545455,3,1.0,1,440
00024,1.077277970011534,4,1.0,1,1734
00025,1.0,1,1.0,1,1011
00027,1.4067229014627365,3,1.0,1,31653
00028,1.4067229014627365,3,1.0,1,31653
00033,1.6139701997252458,3,1.0,1,9463
00034,1.9347810152098222,3,1.0,1,54570
00035,1.6139701997252458,3,1.0,1,9463
00036,1.6141482499735647,3,1.0,1,9457
00037,1.6140165149269532,3,1.0,1,9446
00038,1.6134489321209557,3,1.0,1,9458
00040,1.2620377628067112,3,1.0,1,100787
00041,1.2268212896380997,3,1.0,1,67864
00042,1.2320189164754156,3,1.0,1,71895
00043,1.2001203783319003,3,1.0,1,116300
00044,1.226945021893936,3,1.0,1,67827
00045,1.2631690631852308,3,1.0,1,98963
00046,1.225703214695752,3,1.0,1,69680
00047,1.2293885717648443,3,1.0,1,67972
00049,1.1016949152542372,3,1.0,1,59
00050,1.1016949152542372,3,1.0,1,59
00052,1.0,1,1.0,1,25233
00053,1.0,1,1.0,1,1129
00054,1.0,1,1.0,1,3
00055,1.0841121495327102,3,1.0,1,214
00056,1.0,1,1.0,1,12
00057,1.0,1,1.0,1,11
00058,1.0,1,1.0,1,7
00059,1.0,1,1.0,1,47
00060,1.0,1,1.0,1,72
00061,1.0,1,1.0,1,6
00062,1.0,1,1.0,1,72
00063,1.0,1,1.0,1,61
00064,1.0,1,1.0,1,3
00065,1.0,1,1.0,1,12
00066,1.0,1,1.0,1,20
00067,1.0,1,1.0,1,24
00068,1.0,1,1.0,1,33
00069,1.0,1,1.0,1,8
00070,1.0,1,1.0,1,42
00071,1.0,1,1.0,1,14
00072,1.0,1,1.0,1,31
00073,1.0,1,1.0,1,78
00074,1.0,1,1.0,1,21
00075,1.0,1,1.0,1,126
00076,1.0,1,1.0,1,186
00077,1.0,1,1.0,1,4
00078,1.0,1,1.0,1,1045
00079,1.0344827586206897,2,1.0,1,29
00080,1.0,1,1.0,1,26
00081,1.0,1,1.0,1,679
00082,1.0,1,1.0,1,265
00083,1.0,1,1.0,1,15
00084,1.0,1,1.0,1,4
00085,1.0,1,1.0,1,2
00087,1.0389610389610389,2,1.0,1,77
00088,1.0952380952380953,2,1.0,1,105
00089,1.0,1,1.0,1,87
00090,1.0,1,1.0,1,66
00091,1.0,1,1.0,1,13
00092,1.0,1,1.0,1,32
00093,1.5555555555555556,2,1.0,1,216
00094,1.0,1,1.0,1,149
00095,1.0,1,1.0,1,63
00103,1.0463320463320462,2,1.0,1,259
00104,1.0044722719141324,2,1.0,1,1118
00105,1.0,1,1.0,1,11
00106,1.0,1,1.0,1,43
00107,1.0,1,1.0,1,22
00108,1.0,1,1.0,1,16
00109,1.0,1,1.0,1,83
00110,1.0,1,1.0,1,245
00111,1.0465116279069768,2,1.0,1,43
00112,1.3225806451612903,2,1.0,1,124
00113,1.4166666666666667,2,1.0,1,24
00114,1.5,3,1.0,1,78
00115,1.5555555555555556,2,1.0,1,216
00116,1.1555555555555554,3,1.0,1,45
00118,1.4528301886792452,4,1.0,1,106
00119,1.3333333333333333,2,1.0,1,3
00120,1.0714285714285714,4,1.0,1,56
00122,1.0,1,1.0,1,2
00128,1.0,1,1.0,1,1
00129,1.0,1,1.0,1,13
00130,1.0,1,1.0,1,3
00132,1.0,1,1.0,1,18
00133,1.0,1,1.0,1,10
00135,1.0,1,1.0,1,55
00136,1.0,1,1.0,1,48
00137,1.0,1,1.0,1,158
00138,1.0,1,1.0,1,384
00139,1.0,1,1.0,1,145
00140,1.0,1,1.0,1,511
00141,1.0,1,1.0,1,116
00142,1.0,1,1.0,1,604
00143,1.0,1,1.0,1,187
00144,1.0,1,1.0,1,2168
00145,1.0,1,1.0,1,60
00146,1.0,1,1.0,1,1211
00147,1.0,1,1.0,1,4
00148,1.0,1,1.0,1,629
00149,1.0,1,1.0,1,213
00150,1.0,1,1.0,1,84
00151,1.1643835616438356,2,1.0,1,292
00152,1.0,1,1.0,1,22
00153,1.4086021505376345,3,1.0,1,186
00154,1.0,1,1.0,1,6
00155,1.0,1,1.0,1,86
00157,1.04337899543379,2,1.0,1,438
00159,1.0443037974683544,2,1.0,1,316
00162,1.0,1,1.0,1,9
00163,1.1290322580645162,2,1.0,1,31
00164,1.0,1,1.0,1,32
00165,1.0,1,1.0,1,125
00166,1.0,1,1.0,1,10
00167,1.092920353982301,2,1.0,1,452
00168,1.0212765957446808,2,1.0,1,47
00169,1.0297619047619047,2,1.0,1,168
00170,1.025,2,1.0,1,120
00171,1.0,1,1.0,1,61
00172,1.625,3,1.0,1,216
00173,1.0866141732283465,3,1.0,1,127
00175,1.5555555555555556,2,1.0,1,216
00176,1.5,3,1.0,1,94
00177,1.0,1,1.0,1,357
00178,1.0,1,1.0,1,46
00179,1.0,1,1.0,1,25
00189,1.0,1,1.0,1,7
00190,1.4166666666666667,2,1.0,1,12
00193,1.0689655172413792,2,1.0,1,116
00195,1.096774193548387,2,1.0,1,155
00196,1.0,1,1.0,1,36
00197,1.2,2,1.0,1,80
00198,1.0,1,1.0,1,85
00200,1.0,1,1.0,1,42
00201,1.52,2,1.0,1,25
00202,1.0,1,1.0,1,165
00203,1.0,1,1.0,1,21
00204,1.0,1,1.0,1,67
00205,2.0,2,1.0,1,5
00206,2.0,2,1.0,1,8
00207,2.0,2,1.0,1,8
00208,2.0,2,1.0,1,9
00209,1.962962962962963,2,1.0,1,27
00210,1.6842105263157894,2,1.0,1,19
00211,1.3113207547169812,2,1.0,1,106
00212,1.6666666666666667,2,1.0,1,3
00213,1.6666666666666667,2,1.0,1,3
00214,1.7619047619047619,2,1.0,1,21
00215,1.8,2,1.0,1,10
00216,2.0,2,1.0,1,7
00217,2.0,2,1.0,1,8
00218,1.875,2,1.0,1,8
00219,1.0,1,1.0,1,18
00220,2.0,2,1.0,1,3
00221,2.0,2,1.0,1,16
00222,1.7058823529411764,2,1.0,1,51
00223,1.625,2,1.0,1,8
00224,1.5714285714285714,2,1.0,1,7
00225,2.0,2,1.0,1,3
00226,2.0,2,1.0,1,5
00227,1.6666666666666667,2,1.0,1,6
00228,2.0,2,1.0,1,12
00229,1.1944444444444444,2,1.0,1,36
00230,2.0,2,1.0,1,5
00231,2.0,2,1.0,1,4
00232,1.3157894736842106,2,1.0,1,38
00233,2.0,2,1.0,1,3
00234,1.625,2,1.0,1,8
00235,1.6111111111111112,2,1.0,1,18
00236,1.0,1,1.0,1,22
00237,1.5,2,1.0,1,2
00238,1.5,2,1.0,1,14
00239,1.786046511627907,2,1.0,1,215
00240,1.6666666666666667,2,1.0,1,51
00241,1.0,1,1.0,1,28
00242,1.875,2,1.0,1,16
00243,1.0,1,1.0,1,83
00248,1.0,1,1.0,1,101
00249,1.0,1,1.0,1,97
00250,1.0,1,1.0,1,111
00251,1.0,1,1.0,1,104
00252,1.0,1,1.0,1,107
00253,1.0,1,1.0,1,103
00254,1.0,1,1.0,1,164
00255,1.0,1,1.0,1,17
00256,1.0,1,1.0,1,65
00259,1.0,1,1.0,1,6
00261,1.0,1,1.0,1,1
00262,1.0,1,1.0,1,1
00264,1.0,1,1.0,1,2
