NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,BODY_SK_ATOMS_MAX,EVOL_TIME,SUMB_TIME,TIME
00001,254,2468,0,48279,166220,22059,24527,N/A,20048,10,26250
00002,432,941,0,382,3990,161,1102,N/A,492,1,734
00003,16709,2159,0,170,189630,0,2159,N/A,515576,13,TIMEOUT
00004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,ERROR
00005,16705,2107,0,186,215964,0,2107,N/A,502244,16,TIMEOUT
00006,1075,165,0,0,0,0,165,N/A,3,0,122
00007,22,168,0,6,18,1,169,N/A,18,0,93
00008,22,168,0,6,18,1,169,N/A,17,0,97
00009,22,168,0,6,18,1,169,N/A,17,0,93
00010,22,168,0,6,18,1,169,N/A,17,0,98
00011,22,168,0,6,18,1,169,N/A,17,0,94
00012,13,277,0,10,20,7,284,N/A,16,0,96
00013,76,1265,0,1178370,2313574,131048,132313,N/A,466206,168,TIMEOUT
00014,139,1533,0,1226850,1164158,245366,246899,N/A,477700,114,TIMEOUT
00015,13,345,0,4519,8214,1081,1426,N/A,10141,1,10926
00016,65,1055,0,1445930,1387687,260013,261068,N/A,466806,139,TIMEOUT
00017,65,1177,0,1418500,1355271,255439,256616,N/A,467016,131,TIMEOUT
00018,85,1129,0,1427640,1366467,256981,258110,N/A,466138,133,TIMEOUT
00019,68,1078,0,1433000,1373727,257415,258493,N/A,467151,133,TIMEOUT
00020,83,1310,0,1062980,1595552,163846,165156,N/A,477640,127,TIMEOUT
00021,110,1190,0,1171646,2288991,131046,132236,N/A,469098,166,TIMEOUT
00022,13,425,0,4519,8214,1081,1506,N/A,9736,1,10489
00023,13,429,0,4519,8214,1081,1510,N/A,10280,1,11127
00024,139,1533,0,1229002,1176870,245712,247245,N/A,475441,117,TIMEOUT
00025,68,987,0,128,549,24,1011,N/A,212,0,375
00026,23858,30697,0,15294,34704,192,30889,N/A,563551,4,TIMEOUT
00027,23858,31647,0,9273,21065,384,32031,N/A,573575,2,TIMEOUT
00028,23858,31647,0,8871,19570,339,31986,N/A,575969,2,TIMEOUT
00029,1776,4039,0,0,57609,0,4039,N/A,561678,5,TIMEOUT
00030,2096,3626,0,0,92355,0,3626,N/A,563121,6,TIMEOUT
00031,2096,3626,0,0,97742,0,3626,N/A,567334,6,TIMEOUT
00032,2096,4039,0,0,44516,0,4039,N/A,569645,3,TIMEOUT
00033,12339,9462,0,1098,25411,1095,10557,N/A,546606,8,TIMEOUT
00034,12339,9364,0,6494,280346,11,9375,N/A,476991,28,TIMEOUT
00035,12339,9462,0,1327,23915,1323,10785,N/A,553402,6,TIMEOUT
00036,12329,9456,0,1251,29119,1247,10703,N/A,540015,9,TIMEOUT
00037,12323,9445,0,1122,21382,1119,10564,N/A,555171,6,TIMEOUT
00038,12339,9457,0,3693,44217,3689,13146,N/A,536147,8,TIMEOUT
00039,2437,4826,0,0,71165,0,4826,N/A,572301,5,TIMEOUT
00040,43622,100787,0,2496,16538,1360,102147,N/A,543115,2,TIMEOUT
