NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,NEW_RTGD_BSK,BODY_SK_ATOMS_MAX,EVOL_COUNT,EVOL_TIME,SUMB_TIME,TIME
00001,462,2468,0,18167525,154423970,1,2469,N/A,N/A,N/A,N/A,7055,TIMEOUT
00002,834,941,0,0,147817241,0,941,N/A,N/A,N/A,N/A,6995,TIMEOUT
00003,33588,2159,0,1,6929067,0,2159,N/A,N/A,N/A,N/A,313,TIMEOUT
00004,33580,2107,0,1,7312617,0,2107,N/A,N/A,N/A,N/A,349,TIMEOUT
00005,33580,2107,0,1,8251407,0,2107,N/A,N/A,N/A,N/A,413,TIMEOUT
00006,2150,165,0,0,2,0,165,N/A,N/A,N/A,N/A,0,178
00007,23,168,0,21,48,0,168,N/A,N/A,N/A,N/A,0,71
00008,23,168,0,21,48,0,168,N/A,N/A,N/A,N/A,0,79
00009,23,168,0,21,48,0,168,N/A,N/A,N/A,N/A,0,68
00010,23,168,0,21,48,0,168,N/A,N/A,N/A,N/A,0,73
00011,23,168,0,21,48,0,168,N/A,N/A,N/A,N/A,0,69
00012,13,277,0,13,31,0,277,N/A,N/A,N/A,N/A,0,68
00013,157,1267,0,46276652,138829957,2,1269,N/A,N/A,N/A,N/A,8163,TIMEOUT
00014,278,1537,0,48474743,145424230,1,1538,N/A,N/A,N/A,N/A,7980,TIMEOUT
00015,26,345,0,71712689,143425380,1,346,N/A,N/A,N/A,N/A,8306,TIMEOUT
00016,135,1056,0,50197005,150591016,1,1057,N/A,N/A,N/A,N/A,8499,TIMEOUT
00017,135,1178,0,44680311,134040934,1,1179,N/A,N/A,N/A,N/A,8478,TIMEOUT
00018,171,1130,0,51099541,153298624,1,1131,N/A,N/A,N/A,N/A,7969,TIMEOUT
00019,141,1079,0,49231429,147694288,1,1080,N/A,N/A,N/A,N/A,8950,TIMEOUT
00020,173,1312,0,48875908,146627725,1,1313,N/A,N/A,N/A,N/A,7818,TIMEOUT
00021,218,1192,0,47101373,141304120,1,1193,N/A,N/A,N/A,N/A,8260,TIMEOUT
00022,26,425,0,70957289,141914580,1,426,N/A,N/A,N/A,N/A,8247,TIMEOUT
00023,26,429,0,71988135,143976272,1,430,N/A,N/A,N/A,N/A,8714,TIMEOUT
00024,278,1537,0,45400587,136201762,1,1538,N/A,N/A,N/A,N/A,7338,TIMEOUT
00025,116,987,0,22786063,136716382,0,987,N/A,N/A,N/A,N/A,6120,TIMEOUT
00026,59236,30697,0,10,13552687,5,30702,N/A,N/A,N/A,N/A,531,TIMEOUT
00027,59236,31647,0,1,112973122,1,31648,N/A,N/A,N/A,N/A,4413,TIMEOUT
00028,59236,31647,0,1,117220275,1,31648,N/A,N/A,N/A,N/A,4712,TIMEOUT
00029,4884,4125,0,0,133227189,0,4125,N/A,N/A,N/A,N/A,5362,TIMEOUT
00030,5586,3717,0,0,64546567,0,3717,N/A,N/A,N/A,N/A,2769,TIMEOUT
00031,5586,3717,0,112,48033647,112,3829,N/A,N/A,N/A,N/A,2267,TIMEOUT
00032,5586,4130,0,0,145155800,0,4130,N/A,N/A,N/A,N/A,5724,TIMEOUT
00033,26956,9462,0,0,69073610,0,9462,N/A,N/A,N/A,N/A,2940,TIMEOUT
00034,26956,9364,0,2,1982232,2,9366,N/A,N/A,N/A,N/A,93,TIMEOUT
00035,26956,9462,0,0,72449072,0,9462,N/A,N/A,N/A,N/A,3017,TIMEOUT
00036,26932,9456,0,0,64535002,0,9456,N/A,N/A,N/A,N/A,2652,TIMEOUT
00037,26916,9445,0,0,68610602,0,9445,N/A,N/A,N/A,N/A,2939,TIMEOUT
00038,26966,9457,0,0,66221362,0,9457,N/A,N/A,N/A,N/A,2778,TIMEOUT
00039,6858,4826,0,0,80799365,0,4826,N/A,N/A,N/A,N/A,3215,TIMEOUT
00040,87244,100788,0,0,119217,0,100788,N/A,N/A,N/A,N/A,8,TIMEOUT
00041,28638,67437,0,21,288639,19,67456,N/A,N/A,N/A,N/A,16,TIMEOUT
00042,30834,71082,0,0,32186156,0,71082,N/A,N/A,N/A,N/A,1344,TIMEOUT
00043,37224,115810,0,25,282238,22,115832,N/A,N/A,N/A,N/A,12,TIMEOUT
00044,28638,67400,0,21,273927,19,67419,N/A,N/A,N/A,N/A,15,TIMEOUT
00045,84860,98674,0,0,122997,0,98674,N/A,N/A,N/A,N/A,8,TIMEOUT
00046,30704,69253,0,21,280339,19,69272,N/A,N/A,N/A,N/A,12,TIMEOUT
00047,28865,67547,0,21,274915,19,67566,N/A,N/A,N/A,N/A,13,TIMEOUT
00049,30,51,0,5,190509179,2,53,N/A,N/A,N/A,N/A,7267,TIMEOUT
00050,30,51,0,5,186328873,2,53,N/A,N/A,N/A,N/A,7272,TIMEOUT
00051,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,6
00052,7528,25233,0,0,35546,0,25233,N/A,N/A,N/A,N/A,3,1806
00053,0,1129,0,0,0,0,1129,N/A,N/A,N/A,N/A,0,82
00054,0,3,0,0,0,0,3,N/A,N/A,N/A,N/A,0,25
00055,46,212,0,10,187945528,5,217,N/A,N/A,N/A,N/A,7133,TIMEOUT
00056,0,12,0,0,0,0,12,N/A,N/A,N/A,N/A,0,28
00057,3,11,0,3,253489856,0,11,N/A,N/A,N/A,N/A,9737,TIMEOUT
00058,3,7,0,3,3,0,7,N/A,N/A,N/A,N/A,0,32
00059,5,47,0,5,5,0,47,N/A,N/A,N/A,N/A,0,40
00060,9,72,0,9,10,0,72,N/A,N/A,N/A,N/A,0,44
00061,0,6,0,0,0,0,6,N/A,N/A,N/A,N/A,0,27
00062,11,72,0,11,11,0,72,N/A,N/A,N/A,N/A,0,48
00063,12,61,0,12,12,0,61,N/A,N/A,N/A,N/A,0,47
00064,0,3,0,0,0,0,3,N/A,N/A,N/A,N/A,0,25
00065,3,12,0,58783302,176349902,0,12,N/A,N/A,N/A,N/A,7332,TIMEOUT
00066,1,20,0,1,1,0,20,N/A,N/A,N/A,N/A,0,33
00067,0,24,0,0,0,0,24,N/A,N/A,N/A,N/A,0,29
00068,2,33,0,0,2,0,33,N/A,N/A,N/A,N/A,0,36
00069,1,8,0,1,1,0,8,N/A,N/A,N/A,N/A,0,31
00070,0,42,0,0,0,0,42,N/A,N/A,N/A,N/A,0,32
00071,1,14,0,1,1,0,14,N/A,N/A,N/A,N/A,0,32
00072,1,31,0,1,1,0,31,N/A,N/A,N/A,N/A,0,35
00073,6,77,0,6,6,1,78,N/A,N/A,N/A,N/A,0,43
00074,0,21,0,0,0,0,21,N/A,N/A,N/A,N/A,0,29
00075,2,125,0,2,2,1,126,N/A,N/A,N/A,N/A,0,54
00076,0,186,0,0,0,0,186,N/A,N/A,N/A,N/A,0,55
00077,0,4,0,0,0,0,4,N/A,N/A,N/A,N/A,0,25
00078,43,715,0,335,180455506,300,1015,N/A,N/A,N/A,N/A,8581,TIMEOUT
00079,2,29,0,0,2,0,29,N/A,N/A,N/A,N/A,0,35
00080,0,26,0,0,0,0,26,N/A,N/A,N/A,N/A,0,30
00081,93,679,0,93,94,0,679,N/A,N/A,N/A,N/A,0,102
00082,356,263,0,13,673,2,265,N/A,N/A,N/A,N/A,0,147
00083,0,15,0,0,0,0,15,N/A,N/A,N/A,N/A,0,28
00084,0,4,0,0,0,0,4,N/A,N/A,N/A,N/A,0,27
00085,0,2,0,0,0,0,2,N/A,N/A,N/A,N/A,0,25
00086,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,7
00087,0,77,0,0,0,0,77,N/A,N/A,N/A,N/A,0,36
00088,0,105,0,0,0,0,105,N/A,N/A,N/A,N/A,0,39
00089,0,87,0,0,0,0,87,N/A,N/A,N/A,N/A,0,36
00090,0,66,0,0,0,0,66,N/A,N/A,N/A,N/A,0,34
00091,0,13,0,0,0,0,13,N/A,N/A,N/A,N/A,0,27
00092,0,32,0,0,0,0,32,N/A,N/A,N/A,N/A,0,31
00093,0,216,0,0,0,0,216,N/A,N/A,N/A,N/A,0,57
00094,17,138,0,17,32,11,149,N/A,N/A,N/A,N/A,0,73
00095,0,63,0,0,0,0,63,N/A,N/A,N/A,N/A,0,34
00096,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,6
00097,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,7
00098,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,7
00099,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,6
00100,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,7
00101,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,7
00102,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,7
00103,0,259,0,0,0,0,259,N/A,N/A,N/A,N/A,0,55
00104,0,1123,0,0,0,0,1123,N/A,N/A,N/A,N/A,0,81
00105,0,11,0,0,0,0,11,N/A,N/A,N/A,N/A,0,27
00106,4,43,0,59101775,177305326,0,43,N/A,N/A,N/A,N/A,6905,TIMEOUT
00107,0,22,0,0,0,0,22,N/A,N/A,N/A,N/A,0,30
00108,0,16,0,0,0,0,16,N/A,N/A,N/A,N/A,0,28
00109,0,83,0,0,0,0,83,N/A,N/A,N/A,N/A,0,41
00110,317,244,0,12,580,1,245,N/A,N/A,N/A,N/A,0,140
00111,0,43,0,0,0,0,43,N/A,N/A,N/A,N/A,0,32
00112,20,113,0,3,88771724,0,113,N/A,N/A,N/A,N/A,3513,TIMEOUT
00113,12,24,0,0,8,0,24,N/A,N/A,N/A,N/A,0,39
00114,42,25,0,36422708,109268113,5,30,N/A,N/A,N/A,N/A,5715,TIMEOUT
00115,0,216,0,0,0,0,216,N/A,N/A,N/A,N/A,0,63
00116,13,30,0,17,175784971,12,42,N/A,N/A,N/A,N/A,6891,TIMEOUT
00117,6858,4826,0,0,82169105,0,4826,N/A,N/A,N/A,N/A,3365,TIMEOUT
00118,39,89,0,44684643,178738571,0,89,N/A,N/A,N/A,N/A,6942,TIMEOUT
00119,0,3,0,0,0,0,3,N/A,N/A,N/A,N/A,0,26
00120,17,53,0,73966337,147932672,1,54,N/A,N/A,N/A,N/A,9026,TIMEOUT
00121,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,7
00122,0,2,0,0,0,0,2,N/A,N/A,N/A,N/A,0,25
00123,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,7
00124,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,6
00125,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,6
00126,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,7
00127,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,7
00128,0,1,0,0,0,0,1,N/A,N/A,N/A,N/A,0,25
00129,0,13,0,0,0,0,13,N/A,N/A,N/A,N/A,0,28
00130,0,3,0,0,0,0,3,N/A,N/A,N/A,N/A,0,25
00131,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,6
00132,0,18,0,0,0,0,18,N/A,N/A,N/A,N/A,0,29
00133,0,10,0,0,0,0,10,N/A,N/A,N/A,N/A,0,27
00134,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,6
00135,0,55,0,0,0,0,55,N/A,N/A,N/A,N/A,0,34
00136,0,48,0,0,0,0,48,N/A,N/A,N/A,N/A,0,33
00137,0,158,0,0,0,0,158,N/A,N/A,N/A,N/A,0,42
00138,0,386,0,0,0,0,386,N/A,N/A,N/A,N/A,0,57
00139,0,145,0,0,0,0,145,N/A,N/A,N/A,N/A,0,41
00140,0,511,0,0,0,0,511,N/A,N/A,N/A,N/A,0,52
00141,0,116,0,0,0,0,116,N/A,N/A,N/A,N/A,0,38
00142,0,604,0,0,0,0,604,N/A,N/A,N/A,N/A,0,64
00143,0,187,0,0,0,0,187,N/A,N/A,N/A,N/A,0,51
00144,0,2168,0,0,0,0,2168,N/A,N/A,N/A,N/A,0,110
00145,0,60,0,0,0,0,60,N/A,N/A,N/A,N/A,0,34
