NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,NEW_RTGD_BSK,BODY_SK_ATOMS_MAX,EVOL_COUNT,EVOL_TIME,SUMB_TIME,TIME
00001,254,2468,37911,11185,32252,16,2484,N/A,N/A,15587192,27595,1586,TIMEOUT
00002,432,941,3654,325,3460,161,1102,N/A,N/A,1592275,2152,60,24535
00003,16709,2159,23877,170,28692,0,2159,N/A,N/A,10909783,129057,4996,TIMEOUT
00004,16705,2107,31236,170,37384,0,2107,N/A,N/A,13120456,137261,6240,TIMEOUT
00005,16705,2107,24830,398,102601,0,2107,N/A,N/A,599560,36116,525728,TIMEOUT
00006,1075,165,0,0,0,0,165,N/A,N/A,177375,373,0,1110
00007,22,168,22,5,18,0,168,N/A,N/A,5802,67,4,252
00008,22,168,22,5,18,0,168,N/A,N/A,5803,65,4,249
00009,22,168,22,5,18,0,168,N/A,N/A,5802,71,4,270
00010,22,168,22,5,18,0,168,N/A,N/A,5802,69,4,254
00011,22,168,22,5,18,0,168,N/A,N/A,5803,76,4,271
00012,13,277,20,6,17,0,277,N/A,N/A,5541,63,3,254
00013,76,1265,116923,53150,66641,3,1268,N/A,N/A,6856901,34075,4679,TIMEOUT
00014,139,1533,100189,40956,61608,4,1537,N/A,N/A,6419977,30521,2927,TIMEOUT
00015,13,345,2561,1025,1717,11,356,N/A,N/A,120884,572,50,3333
00016,65,1055,100280,43470,59553,3,1058,N/A,N/A,4681646,25701,4056,TIMEOUT
00017,65,1177,117485,49934,70840,7,1184,N/A,N/A,5990340,30692,5825,TIMEOUT
00018,85,1129,105404,47670,60436,3,1132,N/A,N/A,5444576,28578,3925,TIMEOUT
00019,68,1078,123711,58990,67458,3,1081,N/A,N/A,6421659,35199,3443,TIMEOUT
00020,83,1310,117198,49900,69558,2,1312,N/A,N/A,6665962,35414,3044,TIMEOUT
00021,110,1190,131754,58054,76888,5,1195,N/A,N/A,7027014,35863,7247,TIMEOUT
00022,13,425,2577,1025,1733,11,436,N/A,N/A,144852,643,53,4310
00023,13,429,2355,945,1591,11,440,N/A,N/A,124088,589,48,3743
00024,139,1533,56464,26046,31640,4,1537,N/A,N/A,4379941,21709,1236,TIMEOUT
00025,68,987,574,126,471,24,1011,N/A,N/A,187476,495,24,6249
00026,23858,30697,155,15,209,3,30700,N/A,N/A,1551334,7347,62,TIMEOUT
00027,23858,31647,83,0,83,0,31647,N/A,N/A,1353773,4690,40,TIMEOUT
00028,23858,31647,85,0,85,0,31647,N/A,N/A,1411581,5168,40,TIMEOUT
00029,1776,4039,2136,0,4512,0,4039,N/A,N/A,1286890,36162,1119,TIMEOUT
00030,2096,3626,1713,0,2053,0,3626,N/A,N/A,1347773,21481,215,TIMEOUT
00031,2096,3626,3811,0,4173,0,3626,N/A,N/A,2018419,32551,432,TIMEOUT
00032,2096,4039,2380,0,3531,0,4039,N/A,N/A,1175018,29759,470,TIMEOUT
00033,12339,9462,856,132,1232,1,9463,N/A,N/A,2001073,17832,164,TIMEOUT
00034,12339,9364,858,33,897,5,9369,N/A,N/A,2772813,9681,149,TIMEOUT
00035,12339,9462,661,84,1094,1,9463,N/A,N/A,1917603,17142,116,TIMEOUT
00036,12329,9456,669,85,1082,1,9457,N/A,N/A,1896614,17282,121,TIMEOUT
00037,12323,9445,758,150,1156,1,9446,N/A,N/A,1912742,17364,148,TIMEOUT
00038,12339,9457,636,158,1093,1,9458,N/A,N/A,1927342,17546,129,TIMEOUT
00039,2437,4826,1801,0,2355,0,4826,N/A,N/A,1844538,25597,288,TIMEOUT
00040,43622,100787,183,15,719,0,100787,N/A,N/A,2359657,8534,40,TIMEOUT
00041,14319,67437,267,57,265,55,67492,N/A,N/A,4784254,9090,24,TIMEOUT
00042,15417,71082,180,11,178,10,71092,N/A,N/A,920528,2228,22,TIMEOUT
00043,18612,115810,204,75,196,67,115877,N/A,N/A,4919114,10114,21,TIMEOUT
00044,14319,67400,316,87,314,85,67485,N/A,N/A,5711922,10625,26,TIMEOUT
00045,42430,98673,137,11,132,3,98676,N/A,N/A,2512379,5886,22,TIMEOUT
00046,15352,69253,275,57,273,55,69308,N/A,N/A,5516687,10533,25,TIMEOUT
00047,14431,67545,275,59,273,55,67600,N/A,N/A,5571243,10592,27,TIMEOUT
00049,15,51,90,33,65,8,59,N/A,N/A,3397,77,9,245
00050,15,51,90,33,65,8,59,N/A,N/A,3397,76,9,245
00051,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00052,3764,25233,821,0,821,0,25233,N/A,N/A,10606871,18101,47,TIMEOUT
00053,0,1129,0,0,0,0,1129,N/A,N/A,0,0,0,113
00054,0,3,0,0,0,0,3,N/A,N/A,0,0,0,35
00055,23,212,53,9,58,2,214,N/A,N/A,9749,125,7,456
00056,0,12,0,0,0,0,12,N/A,N/A,0,0,0,39
00057,3,11,6,0,6,0,11,N/A,N/A,65,11,2,85
00058,3,7,0,0,0,0,7,N/A,N/A,21,6,0,65
00059,5,47,0,0,0,0,47,N/A,N/A,235,14,0,92
00060,9,72,1,0,1,0,72,N/A,N/A,716,25,2,117
