NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,TIME
00001,254,2468,155966,44001,132835,55,2523,43537
00002,432,941,4428,1666,2893,161,1102,2081
00003,16709,2159,100380,461,116703,0,2159,TIMEOUT
00004,16705,2107,113724,522,132478,0,2107,TIMEOUT
00005,16705,2107,23364,378,94833,0,2107,TIMEOUT
00006,1075,165,2,0,2,0,165,188
00007,22,168,44,7,38,0,168,222
00008,22,168,44,7,38,0,168,170
00009,22,168,44,7,38,0,168,156
00010,22,168,44,7,38,0,168,191
00011,22,168,44,7,38,0,168,156
00012,13,277,36,7,32,0,277,208
00013,76,1265,1673126,539119,1150863,105,1370,380254
00014,139,1533,3231112,768567,2494351,204,1735,TIMEOUT
00015,13,345,3791,1401,2571,11,356,2145
00016,65,1055,986187,288011,711272,87,1142,222880
00017,65,1177,970748,278421,705424,87,1264,208119
00018,85,1129,1392261,432506,972899,126,1253,344084
00019,68,1078,1140942,341884,814028,90,1168,256844
00020,83,1310,1532988,418271,1134793,120,1430,377260
00021,110,1190,1669313,581081,1103061,153,1341,381443
00022,13,425,4043,1431,2793,11,436,2329
00023,13,429,5559,2054,3686,11,440,2215
00024,139,1533,3406756,784792,2651938,203,1734,TIMEOUT
00025,68,987,880,419,484,24,1011,1524
00026,23858,30697,101899,6877,95863,6,30703,TIMEOUT
00027,23858,31647,104884,3783,102207,6,31653,TIMEOUT
00028,23858,31647,106599,4143,103527,6,31653,TIMEOUT
00029,1776,4039,462729,0,467606,0,4039,TIMEOUT
00030,2096,3626,764393,0,773159,0,3626,TIMEOUT
00031,2096,3626,896186,0,907254,0,3626,TIMEOUT
00032,2096,4039,482072,0,485402,0,4039,TIMEOUT
00033,12339,9462,58877,5460,58650,1,9463,TIMEOUT
00034,12339,9364,840315,312316,574160,45097,54461,TIMEOUT
00035,12339,9462,63235,5649,63583,1,9463,TIMEOUT
00036,12329,9456,44665,5918,44887,1,9457,TIMEOUT
00037,12323,9445,45806,6891,44277,1,9446,TIMEOUT
00038,12339,9457,53978,4174,53836,1,9458,TIMEOUT
00039,2437,4826,747317,0,753388,0,4826,TIMEOUT
00040,43622,100787,23350,1350,24271,0,100787,TIMEOUT
00041,14319,67437,82060,2399,85087,427,67864,TIMEOUT
00042,15417,71082,91879,3040,92683,813,71895,TIMEOUT
00043,18612,115810,72061,2134,75498,490,116300,TIMEOUT
00044,14319,67400,101703,1497,106364,427,67827,TIMEOUT
00045,42430,98673,38765,7565,36016,205,98878,TIMEOUT
00046,15352,69253,93312,1819,97730,427,69680,TIMEOUT
00047,14431,67545,80942,1574,84371,427,67972,TIMEOUT
