NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,NEW_RTGD_BSK,BODY_SK_ATOMS_MAX,EVOL_COUNT,EVOL_TIME,SUMB_TIME,TIME
00001,462,2468,1413,365,4046,55,2523,160,1,8591400,3979,69,19635
00002,834,941,1503,980,3484,161,1102,585,1,5115992,1915,54,8200
00003,33588,2159,61934,648919,683453,0,2159,625688,1,212009482,130850,40158,TIMEOUT
00004,33580,2107,108413,966289,1039929,0,2107,934968,1,192010910,128621,57892,TIMEOUT
00005,33580,2107,108943,966289,1040411,0,2107,934968,1,192794714,126424,57684,TIMEOUT
00006,2150,165,0,0,0,0,165,0,0,354750,245,0,999
00007,23,168,8,21,20,0,168,0,0,6720,30,4,181
00008,23,168,8,21,20,0,168,0,0,6720,30,4,174
00009,23,168,8,21,20,0,168,0,0,6720,32,4,176
00010,23,168,8,21,20,0,168,0,0,6720,30,4,180
00011,23,168,8,21,20,0,168,0,0,6720,32,4,173
00012,13,277,3,13,11,0,277,0,0,6648,26,3,191
00013,157,1267,2254,1155,3130,107,1374,664,2,2810065,1386,49,6253
00014,278,1537,4631,2410,6462,207,1742,1470,2,8854048,3808,80,16248
00015,26,345,185,123,244,11,356,67,1,51045,153,10,474
00016,135,1056,1905,997,2625,88,1144,580,2,1977111,1120,48,4613
00017,135,1178,1905,997,2625,88,1266,580,2,2123062,1170,46,5109
00018,171,1130,2414,1335,3307,127,1255,789,2,2972030,1463,49,6078
00019,141,1079,2056,1044,2848,91,1170,603,2,2203788,1160,48,5061
00020,173,1312,2843,1428,3995,122,1434,861,2,3910684,1977,61,8410
00021,218,1192,3245,1760,4459,154,1344,1048,2,4625524,2135,61,8670
00022,26,425,185,123,244,11,436,67,1,60885,153,10,514
00023,26,429,185,123,244,11,440,67,1,61377,140,9,466
00024,278,1537,4630,2409,6462,207,1742,1469,2,8866341,4346,84,16233
00025,116,987,550,255,831,24,1011,0,0,506511,380,18,1869
00026,59236,30697,237,14207,3095,0,30697,14207,2,97647157,92977,921,TIMEOUT
00027,59236,31647,1234,17639,4088,0,31647,17639,2,97314525,92105,1168,TIMEOUT
00028,59236,31647,1247,17715,4118,0,31647,17715,2,97820877,87197,1118,TIMEOUT
00029,4884,4125,26199,24386,67672,0,4125,24386,2,188892000,111699,1489,TIMEOUT
00030,5586,3717,864,25193,33937,156,3873,25037,2,252692621,147612,1273,TIMEOUT
00031,5586,3717,949,25608,34007,144,3861,25464,2,282685709,148304,1272,TIMEOUT
00032,5586,4130,24353,20602,63115,0,4130,20602,2,176747480,120840,1369,TIMEOUT
00033,26956,9462,2487,126157,14418,0,9462,126157,2,129430698,102110,6797,TIMEOUT
00034,26956,9364,981,110025,12997,0,9364,110025,2,130768260,107962,5653,TIMEOUT
00035,26956,9462,2487,126157,14442,0,9462,126157,2,129676710,106273,6821,TIMEOUT
00036,26932,9456,2487,126258,14433,0,9456,126258,2,129481008,100780,6682,TIMEOUT
00037,26916,9445,2475,125297,14360,0,9445,125297,2,128640900,105897,6946,TIMEOUT
00038,26966,9457,2449,123636,14189,0,9457,123636,2,127187193,108362,6270,TIMEOUT
00039,6858,4826,3449,23811,36006,0,4826,23811,2,185550048,111940,1287,TIMEOUT
00040,87244,100788,214,168334,901,0,100788,168334,1,78312276,72544,25940,TIMEOUT
00041,28638,67437,447,159750,1597,0,67437,159750,1,92995623,82178,10221,TIMEOUT
00042,30834,71082,282,79,1452,75,71157,0,0,94539060,85337,66,TIMEOUT
00043,37224,115810,273,84671,855,0,115810,84671,1,84772920,75121,6866,TIMEOUT
00044,28638,67400,487,175896,1631,0,67400,175896,1,94764400,78497,12524,TIMEOUT
00045,84860,98674,201,170530,917,2,98676,170528,1,81307376,73680,24964,TIMEOUT
00046,30704,69253,460,175115,1542,0,69253,175115,1,92452755,80314,12493,TIMEOUT
00047,28865,67547,466,171078,1581,0,67547,171078,1,92809578,83675,12565,TIMEOUT
00049,30,51,82,48,104,8,59,14,1,5742,39,10,168
00050,30,51,82,48,104,8,59,14,1,5860,36,10,161
00051,0,0,0,0,0,0,0,0,0,0,0,0,13
00052,7528,25233,954,0,4888,0,25233,0,0,140951538,108147,111,TIMEOUT
00053,0,1129,0,0,0,0,1129,0,0,0,0,0,118
00054,0,3,0,0,0,0,3,0,0,0,0,0,35
00055,46,212,29,12,56,2,214,10,1,17662,56,6,262
00056,0,12,0,0,0,0,12,0,0,0,0,0,38
00057,3,11,3,3,9,0,11,0,0,99,5,2,59
00058,3,7,0,3,0,0,7,0,0,21,2,0,60
00059,5,47,0,5,0,0,47,0,0,235,8,0,85
00060,9,72,0,9,1,0,72,0,0,720,20,2,99
00061,0,6,0,0,0,0,6,0,0,0,0,0,36
00062,11,72,0,11,0,0,72,0,0,792,13,0,103
00063,12,61,0,12,0,0,61,0,0,732,13,0,98
00064,0,3,0,0,0,0,3,0,0,0,0,0,36
00065,3,12,2,3,4,0,12,0,0,60,4,2,66
00066,1,20,0,1,0,0,20,0,0,20,2,0,60
00067,0,24,0,0,0,0,24,0,0,0,0,0,40
00068,2,33,0,0,0,0,33,0,0,66,4,0,67
00069,1,8,0,1,0,0,8,0,0,8,1,0,56
00070,0,42,0,0,0,0,42,0,0,0,0,0,46
00071,1,14,0,1,0,0,14,0,0,14,2,0,58
00072,1,31,0,1,0,0,31,0,0,31,3,0,64
00073,6,77,2,6,0,1,78,0,0,468,11,2,95
00074,0,21,0,0,0,0,21,0,0,0,0,0,40
00075,2,125,0,2,0,1,126,0,0,252,7,2,95
00076,0,186,0,0,0,0,186,0,0,0,0,0,68
00077,0,4,0,0,0,0,4,0,0,0,0,0,36
00078,43,715,21,376,194,330,1045,0,0,236170,195,14,966
00079,2,29,0,0,0,0,29,0,0,58,3,0,66
00080,0,26,0,0,0,0,26,0,0,0,0,0,42
00081,93,679,0,93,1,0,679,0,0,63826,98,3,565
00082,356,263,46,13,503,2,265,0,0,215445,192,14,804
00083,0,15,0,0,0,0,15,0,0,0,0,0,38
00084,0,4,0,0,0,0,4,0,0,0,0,0,36
00085,0,2,0,0,0,0,2,0,0,0,0,0,35
00086,0,0,0,0,0,0,0,0,0,0,0,0,13
00087,0,77,0,0,0,0,77,0,0,0,0,0,49
00088,0,105,0,0,0,0,105,0,0,0,0,0,53
00089,0,87,0,0,0,0,87,0,0,0,0,0,51
00090,0,66,0,0,0,0,66,0,0,0,0,0,47
00091,0,13,0,0,0,0,13,0,0,0,0,0,38
00092,0,32,0,0,0,0,32,0,0,0,0,0,41
00093,0,216,0,0,0,0,216,0,0,0,0,0,73
00094,17,138,2,17,12,11,149,0,0,4321,26,4,148
00095,0,63,0,0,0,0,63,0,0,0,0,0,48
00096,0,0,0,0,0,0,0,0,0,0,0,0,13
00097,0,0,0,0,0,0,0,0,0,0,0,0,13
00098,0,0,0,0,0,0,0,0,0,0,0,0,13
00099,0,0,0,0,0,0,0,0,0,0,0,0,14
00100,0,0,0,0,0,0,0,0,0,0,0,0,13
00101,0,0,0,0,0,0,0,0,0,0,0,0,13
00102,0,0,0,0,0,0,0,0,0,0,0,0,13
00103,0,259,0,0,0,0,259,0,0,0,0,0,74
00104,0,1123,0,0,0,0,1123,0,0,0,0,0,118
00105,0,11,0,0,0,0,11,0,0,0,0,0,38
00106,4,43,2,4,4,0,43,0,0,258,8,2,91
00107,0,22,0,0,0,0,22,0,0,0,0,0,41
00108,0,16,0,0,0,0,16,0,0,0,0,0,40
00109,0,83,0,0,0,0,83,0,0,0,0,0,49
00110,317,244,37,12,428,1,245,0,0,173460,203,14,727
00111,0,43,0,0,0,0,43,0,0,0,0,0,44
00112,20,113,20,40,25,11,124,16,1,4558,27,6,149
00113,12,24,0,0,0,0,24,0,0,288,8,0,82
00114,42,25,48,198,66,53,78,141,2,15532,67,21,221
00115,0,216,0,0,0,0,216,0,0,0,0,0,71
00116,13,30,2,28,3,15,45,5,1,784,17,4,101
00117,6858,4826,3302,23098,34701,0,4826,23098,2,179020470,108224,1278,TIMEOUT
00118,39,89,56,105,73,17,106,75,2,13583,61,12,211
00119,0,3,0,0,0,0,3,0,0,0,0,0,36
00120,17,53,20,21,20,3,56,6,2,1766,24,5,121
00121,0,0,0,0,0,0,0,0,0,0,0,0,13
00122,0,2,0,0,0,0,2,0,0,0,0,0,35
00123,0,0,0,0,0,0,0,0,0,0,0,0,13
00124,0,0,0,0,0,0,0,0,0,0,0,0,13
00125,0,0,0,0,0,0,0,0,0,0,0,0,13
00126,0,0,0,0,0,0,0,0,0,0,0,0,13
00127,0,0,0,0,0,0,0,0,0,0,0,0,13
00128,0,1,0,0,0,0,1,0,0,0,0,0,34
00129,0,13,0,0,0,0,13,0,0,0,0,0,38
00130,0,3,0,0,0,0,3,0,0,0,0,0,35
00131,0,0,0,0,0,0,0,0,0,0,0,0,13
00132,0,18,0,0,0,0,18,0,0,0,0,0,39
00133,0,10,0,0,0,0,10,0,0,0,0,0,38
00134,0,0,0,0,0,0,0,0,0,0,0,0,13
00135,0,55,0,0,0,0,55,0,0,0,0,0,46
00136,0,48,0,0,0,0,48,0,0,0,0,0,45
00137,0,158,0,0,0,0,158,0,0,0,0,0,67
00138,0,386,0,0,0,0,386,0,0,0,0,0,84
00139,0,145,0,0,0,0,145,0,0,0,0,0,66
00140,0,511,0,0,0,0,511,0,0,0,0,0,83
00141,0,116,0,0,0,0,116,0,0,0,0,0,55
00142,0,604,0,0,0,0,604,0,0,0,0,0,93
00143,0,187,0,0,0,0,187,0,0,0,0,0,67
00144,0,2168,0,0,0,0,2168,0,0,0,0,0,158
00145,0,60,0,0,0,0,60,0,0,0,0,0,47
00146,0,1211,0,0,0,0,1211,0,0,0,0,0,123
00147,0,4,0,0,0,0,4,0,0,0,0,0,37
00148,0,629,0,0,0,0,629,0,0,0,0,0,90
00149,0,213,0,0,0,0,213,0,0,0,0,0,69
00150,0,84,0,0,0,0,84,0,0,0,0,0,50
00151,51,263,122,66,775,29,292,0,0,216372,262,22,868
00152,0,22,0,0,0,0,22,0,0,0,0,0,39
00153,48,186,2,128,2,0,186,114,1,14400,54,10,237
00154,0,6,0,0,0,0,6,0,0,0,0,0,36
00155,0,86,0,0,0,0,86,0,0,0,0,0,50
00156,0,0,0,0,0,0,0,0,0,0,0,0,13
00157,0,438,0,0,0,0,438,0,0,0,0,0,76
00159,0,316,0,0,0,0,316,0,0,0,0,0,78
00161,0,0,0,0,0,0,0,0,0,0,0,0,13
00162,0,9,0,0,0,0,9,0,0,0,0,0,36
00163,0,31,0,0,0,0,31,0,0,0,0,0,42
00164,3,31,0,4,0,1,32,0,0,96,4,2,65
00165,0,125,0,0,0,0,125,0,0,0,0,0,57
00166,0,10,0,0,0,0,10,0,0,0,0,0,38
00167,12,451,18,7,76,1,452,0,0,32996,89,6,357
00168,0,47,0,0,0,0,47,0,0,0,0,0,45
00169,23,168,8,21,20,0,168,0,0,6720,32,4,173
00170,9,120,4,9,3,0,120,0,0,1440,17,2,120
00171,12,61,7,18,17,0,61,0,0,1342,27,7,116
00172,216,190,2646,468,3404,26,216,90,1,445759,420,50,1317
00173,240,98,237,360,400,29,127,238,1,180789,221,21,558
00174,4884,3712,1070,26670,29592,231,3943,26439,2,313032934,172303,1203,TIMEOUT
