NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,BODY_SK_ATOMS_MAX,EVOL_TIME,SUMB_TIME,TIME
00001,462,2468,1413,365,4046,55,2523,1,119,89,585
00002,834,941,1503,980,3484,161,1102,1,106,62,459
00003,33588,2159,1014308,1008309,2059848,0,2159,1,25858,75249,143378
00004,33580,2107,995126,1008309,1935918,0,2107,1,24617,79618,144265
00005,33580,2107,995126,1008309,1935918,0,2107,1,26351,80403,145329
00006,2150,165,0,0,0,0,165,0,1,0,232
00007,23,168,8,21,20,0,168,0,4,3,104
00008,23,168,8,21,20,0,168,0,4,3,106
00009,23,168,8,21,20,0,168,0,4,4,96
00010,23,168,8,21,20,0,168,0,4,3,112
00011,23,168,8,21,20,0,168,0,4,3,118
00012,13,277,3,13,11,0,277,0,3,3,116
00013,157,1267,2248,1150,3130,107,1374,2,118,58,418
00014,278,1537,4617,2397,6462,207,1742,2,248,159,778
00015,26,345,185,123,244,11,356,1,27,12,163
00016,135,1056,1897,990,2625,88,1144,2,90,56,375
00017,135,1178,1899,992,2625,88,1266,2,90,46,357
00018,171,1130,2406,1328,3307,127,1255,2,118,68,404
00019,141,1079,2048,1037,2848,91,1170,2,116,61,416
00020,173,1312,2836,1422,3995,122,1434,2,128,77,465
00021,218,1192,3237,1753,4459,154,1344,2,186,86,538
00022,26,425,185,123,244,11,436,1,22,13,153
00023,26,429,185,123,244,11,440,1,19,13,148
00024,278,1537,4619,2399,6462,207,1742,2,212,124,630
00025,116,987,550,255,831,24,1011,0,36,15,216
00026,59236,30697,9789,2246304,128395,0,30697,2,29388,511583,TIMEOUT
00027,59236,31647,82519,2349982,209120,0,31647,2,31998,502030,TIMEOUT
00028,59236,31647,90870,2567964,229754,0,31647,2,35906,493672,TIMEOUT
00029,4884,4125,36997,305420,82757,2464,6589,2,4009,9894,18726
00030,5586,3717,8177,398988,40999,2471,6188,2,4132,12785,22922
00031,5586,3717,8273,399082,40999,2471,6188,2,4590,13127,23622
00032,5586,4130,42870,406104,96723,2471,6601,2,4979,16120,27606
00033,26956,9462,45191,2912847,230822,63,9525,2,43708,482073,TIMEOUT
00034,26956,9364,31472,2984259,183951,5817,15181,2,38719,497833,TIMEOUT
00035,26956,9462,50198,2888001,241946,52,9514,2,43753,477603,TIMEOUT
00036,26932,9456,41411,2811011,224535,0,9456,2,40991,484957,TIMEOUT
00037,26916,9445,40377,2737426,218980,0,9445,2,40264,489077,TIMEOUT
00038,26966,9457,48624,2954055,235815,64,9521,2,46338,475121,TIMEOUT
00039,6858,4826,14559,217645,49559,3329,8155,2,2720,8078,14839
00040,87244,100788,4836,1214896,18233,376,101164,1,15110,549393,TIMEOUT
00041,28638,67437,10404,3379368,32147,0,67437,1,46950,466473,TIMEOUT
00042,30834,71082,12461,3121040,38600,386,71468,1,43865,473383,TIMEOUT
00043,37224,115810,9181,2832436,23979,0,115810,1,36908,489716,TIMEOUT
00044,28638,67400,10229,3370674,28426,0,67400,1,45180,469201,TIMEOUT
00045,84860,98674,4546,1390681,17676,387,99061,1,17236,542047,TIMEOUT
00046,30704,69253,9519,3251759,26219,0,69253,1,43535,470654,TIMEOUT
00047,28865,67547,10137,3320234,28009,0,67547,1,45592,469975,TIMEOUT
00049,30,51,82,48,104,8,59,1,18,12,125
00050,30,51,82,48,104,8,59,1,16,11,124
00051,0,0,0,0,0,0,0,0,0,0,13
00052,7528,25233,4159,0,21094,0,25233,0,427,334,2640
00053,0,1129,0,0,0,0,1129,0,0,0,123
00054,0,3,0,0,0,0,3,0,0,0,41
00055,46,212,29,12,56,2,214,1,7,5,114
00056,0,12,0,0,0,0,12,0,0,0,37
00057,3,11,3,3,9,0,11,0,2,2,56
00058,3,7,0,3,0,0,7,0,1,0,60
00059,5,47,0,5,0,0,47,0,1,0,65
00060,9,72,0,9,1,0,72,0,2,4,83
00061,0,6,0,0,0,0,6,0,0,0,43
00062,11,72,0,11,0,0,72,0,2,0,85
00063,12,61,0,12,0,0,61,0,3,0,87
00064,0,3,0,0,0,0,3,0,0,0,41
00065,3,12,2,3,4,0,12,0,2,2,62
00066,1,20,0,1,0,0,20,0,1,0,59
00067,0,24,0,0,0,0,24,0,0,0,41
00068,2,33,0,0,0,0,33,0,1,0,61
00069,1,8,0,1,0,0,8,0,1,0,57
00070,0,42,0,0,0,0,42,0,0,0,48
00071,1,14,0,1,0,0,14,0,1,0,56
00072,1,31,0,1,0,0,31,0,1,0,64
00073,6,77,2,6,0,1,78,0,2,2,92
00074,0,21,0,0,0,0,21,0,0,0,39
00075,2,125,0,2,0,1,126,0,1,2,85
00076,0,186,0,0,0,0,186,0,0,0,70
00077,0,4,0,0,0,0,4,0,0,0,38
00078,43,715,21,376,194,330,1045,0,20,15,185
00079,2,29,0,0,0,0,29,0,1,0,64
00080,0,26,0,0,0,0,26,0,0,0,48
00081,93,679,0,93,1,0,679,0,8,2,141
00082,356,263,46,13,503,2,265,0,29,13,195
00083,0,15,0,0,0,0,15,0,0,0,48
00084,0,4,0,0,0,0,4,0,0,0,36
00085,0,2,0,0,0,0,2,0,0,0,34
00086,0,0,0,0,0,0,0,0,0,0,14
00087,0,77,0,0,0,0,77,0,0,0,50
00088,0,105,0,0,0,0,105,0,0,0,61
00089,0,87,0,0,0,0,87,0,0,0,51
00090,0,66,0,0,0,0,66,0,0,0,58
00091,0,13,0,0,0,0,13,0,0,0,39
00092,0,32,0,0,0,0,32,0,0,0,41
00093,0,216,0,0,0,0,216,0,0,0,82
00094,17,138,2,17,12,11,149,0,4,3,100
00095,0,63,0,0,0,0,63,0,0,0,47
00096,0,0,0,0,0,0,0,0,0,0,12
00097,0,0,0,0,0,0,0,0,0,0,12
00098,0,0,0,0,0,0,0,0,0,0,12
00099,0,0,0,0,0,0,0,0,0,0,12
00100,0,0,0,0,0,0,0,0,0,0,12
00101,0,0,0,0,0,0,0,0,0,0,12
00102,0,0,0,0,0,0,0,0,0,0,11
00103,0,259,0,0,0,0,259,0,0,0,76
00104,0,1123,0,0,0,0,1123,0,0,0,131
00105,0,11,0,0,0,0,11,0,0,0,38
00106,4,43,2,4,4,0,43,0,2,2,70
00107,0,22,0,0,0,0,22,0,0,0,41
00108,0,16,0,0,0,0,16,0,0,0,38
00109,0,83,0,0,0,0,83,0,0,0,52
00110,317,244,37,12,428,1,245,0,24,14,192
00111,0,43,0,0,0,0,43,0,0,0,51
00112,20,113,20,40,25,11,124,1,6,6,113
00113,12,24,0,0,0,0,24,0,2,0,73
00114,42,25,48,198,66,53,78,2,28,23,151
00115,0,216,0,0,0,0,216,0,0,0,80
00116,13,30,2,28,3,15,45,1,6,5,106
00117,6858,4826,14557,217643,49559,3329,8155,2,3075,8314,15295
00118,39,89,55,104,73,17,106,2,18,16,146
00119,0,3,0,0,0,0,3,0,0,0,38
00120,17,53,19,20,20,3,56,2,6,5,94
00121,0,0,0,0,0,0,0,0,0,0,12
00122,0,2,0,0,0,0,2,0,0,0,47
00123,0,0,0,0,0,0,0,0,0,0,14
00124,0,0,0,0,0,0,0,0,0,0,13
00125,0,0,0,0,0,0,0,0,0,0,12
00126,0,0,0,0,0,0,0,0,0,0,12
00127,0,0,0,0,0,0,0,0,0,0,12
00128,0,1,0,0,0,0,1,0,0,0,35
00129,0,13,0,0,0,0,13,0,0,0,39
00130,0,3,0,0,0,0,3,0,0,0,35
00131,0,0,0,0,0,0,0,0,0,0,12
00132,0,18,0,0,0,0,18,0,0,0,38
00133,0,10,0,0,0,0,10,0,0,0,38
00134,0,0,0,0,0,0,0,0,0,0,12
00135,0,55,0,0,0,0,55,0,0,0,46
00136,0,48,0,0,0,0,48,0,0,0,50
00137,0,158,0,0,0,0,158,0,0,0,66
00138,0,386,0,0,0,0,386,0,0,0,109
00139,0,145,0,0,0,0,145,0,0,0,73
00140,0,511,0,0,0,0,511,0,0,0,90
00141,0,116,0,0,0,0,116,0,0,0,55
00142,0,604,0,0,0,0,604,0,0,0,90
00143,0,187,0,0,0,0,187,0,0,0,71
00144,0,2168,0,0,0,0,2168,0,0,0,175
00145,0,60,0,0,0,0,60,0,0,0,46
00146,0,1211,0,0,0,0,1211,0,0,0,122
00147,0,4,0,0,0,0,4,0,0,0,44
00148,0,629,0,0,0,0,629,0,0,0,99
00149,0,213,0,0,0,0,213,0,0,0,72
00150,0,84,0,0,0,0,84,0,0,0,51
00151,51,263,122,66,775,29,292,0,48,39,235
00152,0,22,0,0,0,0,22,0,0,0,39
00153,48,186,2,128,2,0,186,1,12,15,135
00154,0,6,0,0,0,0,6,0,0,0,36
00155,0,86,0,0,0,0,86,0,0,0,52
00156,0,0,0,0,0,0,0,0,0,0,12
00157,0,438,0,0,0,0,438,0,0,0,80
00159,0,316,0,0,0,0,316,0,0,0,84
00161,0,0,0,0,0,0,0,0,0,0,18
00162,0,9,0,0,0,0,9,0,0,0,39
00163,0,31,0,0,0,0,31,0,0,0,41
00164,3,31,0,4,0,1,32,0,1,2,58
00165,0,125,0,0,0,0,125,0,0,0,67
00166,0,10,0,0,0,0,10,0,0,0,38
00167,12,451,18,7,76,1,452,0,5,5,122
00168,0,47,0,0,0,0,47,0,0,0,48
00169,23,168,8,21,20,0,168,0,4,3,101
00170,9,120,4,9,3,0,120,0,2,2,94
00171,12,61,7,18,17,0,61,0,5,3,93
00172,216,190,2646,468,3404,26,216,1,130,61,397
00173,240,98,237,360,400,29,127,1,42,28,225
00174,4884,3712,6806,299118,34154,2464,6176,2,3343,10875,18495
00175,0,216,0,0,0,0,216,0,0,0,78
00176,50,70,24,75,34,24,94,1,12,11,116
00177,0,357,0,0,0,0,357,0,0,0,91
00178,0,46,0,0,0,0,46,0,0,0,46
00179,0,25,0,0,0,0,25,0,0,0,40
00180,0,0,0,0,0,0,0,0,0,0,12
00181,0,0,0,0,0,0,0,0,0,0,12
00182,0,0,0,0,0,0,0,0,0,0,12
00183,0,0,0,0,0,0,0,0,0,0,13
00184,0,0,0,0,0,0,0,0,0,0,12
00185,0,0,0,0,0,0,0,0,0,0,12
00186,0,0,0,0,0,0,0,0,0,0,12
00187,0,0,0,0,0,0,0,0,0,0,12
00188,0,0,0,0,0,0,0,0,0,0,12
00189,0,7,0,0,0,0,7,0,0,0,42
00190,0,12,0,0,0,0,12,0,0,0,40
00191,0,0,0,0,0,0,0,0,0,0,14
00192,0,0,0,0,0,0,0,0,0,0,12
00193,0,116,0,0,0,0,116,0,0,0,55
00194,0,0,0,0,0,0,0,0,0,0,11
00195,0,155,0,0,0,0,155,0,0,0,79
00196,0,36,0,0,0,0,36,0,0,0,42
00197,0,80,0,0,0,0,80,0,0,0,58
00198,0,85,0,0,0,0,85,0,0,0,48
00199,0,0,0,0,0,0,0,0,0,0,12
00200,0,42,0,0,0,0,42,0,0,0,48
00201,0,25,0,0,0,0,25,0,0,0,42
00202,0,165,0,0,0,0,165,0,0,0,77
00203,0,21,0,0,0,0,21,0,0,0,43
00204,0,67,0,0,0,0,67,0,0,0,55
00205,0,5,0,0,0,0,5,0,0,0,37
00206,0,8,0,0,0,0,8,0,0,0,44
00207,0,8,0,0,0,0,8,0,0,0,48
00208,0,9,0,0,0,0,9,0,0,0,39
00209,18,27,0,0,0,0,27,0,11,0,81
00210,6,19,6,0,10,0,19,0,2,2,65
00211,0,106,0,0,0,0,106,0,0,0,56
00212,2,3,0,0,0,0,3,0,1,0,58
00213,2,3,0,0,0,0,3,0,1,0,55
00214,11,21,0,0,3,0,21,0,3,2,71
00215,7,10,0,0,2,0,10,0,3,2,66
00216,0,7,0,0,0,0,7,0,0,0,37
00217,1,8,0,0,0,0,8,0,1,0,57
00218,6,8,1,0,3,0,8,0,2,2,60
00219,0,18,0,0,0,0,18,0,0,0,47
00220,2,3,0,0,0,0,3,0,1,0,58
00221,1,16,1,0,2,0,16,0,1,2,63
00222,5,51,3,0,5,0,51,0,2,2,83
00223,4,8,0,0,0,0,8,0,2,0,64
00224,2,7,0,0,1,0,7,0,1,2,61
00225,0,3,0,0,0,0,3,0,0,0,35
00226,0,5,0,0,0,0,5,0,0,0,38
00227,0,6,0,0,0,0,6,0,0,0,42
00228,0,12,0,0,0,0,12,0,0,0,39
00229,2,36,3,2,3,0,36,0,2,2,70
00230,2,5,0,0,0,0,5,0,1,0,56
00231,0,4,0,0,0,0,4,0,0,0,37
00232,0,38,0,0,0,0,38,0,0,0,45
00233,1,3,0,0,0,0,3,0,0,0,64
00234,0,8,0,0,0,0,8,0,0,0,37
00235,6,18,0,0,2,0,18,0,2,2,64
00236,6,22,0,6,0,0,22,0,2,0,63
00237,1,2,0,0,0,0,2,0,1,0,54
00238,5,14,4,1,9,0,14,1,3,3,67
00239,0,215,0,0,0,0,215,0,0,0,91
00240,0,51,0,0,0,0,51,0,0,0,51
00241,1,28,2,2,4,0,28,0,2,2,72
00242,5,16,0,0,0,0,16,0,2,0,62
00243,0,83,0,0,0,0,83,0,0,0,48
00244,0,0,0,0,0,0,0,0,0,0,12
00245,0,0,0,0,0,0,0,0,0,0,13
00246,0,0,0,0,0,0,0,0,0,0,13
00247,0,0,0,0,0,0,0,0,0,0,12
00248,0,101,0,0,0,0,101,0,0,0,52
00249,0,97,0,0,0,0,97,0,0,0,54
00250,0,111,0,0,0,0,111,0,0,0,54
00251,0,104,0,0,0,0,104,0,0,0,51
00252,0,107,0,0,0,0,107,0,0,0,54
00253,0,103,0,0,0,0,103,0,0,0,54
00254,0,164,0,0,0,0,164,0,0,0,73
00255,0,17,0,0,0,0,17,0,0,0,39
00256,0,65,0,0,0,0,65,0,0,0,50
00257,0,0,0,0,0,0,0,0,0,0,12
00258,0,0,0,0,0,0,0,0,0,0,11
00259,0,6,0,0,0,0,6,0,0,0,36
00260,0,0,0,0,0,0,0,0,0,0,12
00261,0,1,0,0,0,0,1,0,0,0,36
00262,0,1,0,0,0,0,1,0,0,0,34
00263,0,0,0,0,0,0,0,0,0,0,12
00264,0,2,0,0,0,0,2,0,0,0,37
00265,0,0,0,0,0,0,0,0,0,0,12
00266,0,17,0,0,0,0,17,0,0,0,46
00267,4,7,0,0,0,0,7,0,3,0,60
00268,0,3,0,0,0,0,3,0,0,0,36
00269,0,72,0,0,0,0,72,0,0,0,49
00270,0,63,0,0,0,0,63,0,0,0,48
00271,0,65,0,0,0,0,65,0,0,0,46
00272,0,77,0,0,0,0,77,0,0,0,49
00273,0,71,0,0,0,0,71,0,0,0,52
00274,0,94,0,0,0,0,94,0,0,0,51
00275,0,127,0,0,0,0,127,0,0,0,58
00276,0,13,0,0,0,0,13,0,0,0,40
00277,0,101,0,0,0,0,101,0,0,0,52
00278,0,0,0,0,0,0,0,0,0,0,12
00279,26,168,0,14,19,0,168,0,3,3,102
00280,0,257,0,0,0,0,257,0,0,0,75
00281,26,345,185,123,244,11,356,1,28,11,160
00282,137,884,1923,1021,2652,91,975,2,99,47,362
00283,173,961,2430,1357,3334,130,1089,2,122,69,424
00284,175,1224,2865,1453,4025,125,1349,2,163,77,494
00285,132358,46602,1915117,586046,2887560,25764,72358,1,24178,199106,261157
00286,27922,32979,12352,13961,78879,6409,39388,0,1215,1151,6240
00287,0,25,0,0,0,0,25,0,0,0,43
00288,0,84,0,0,0,0,84,0,0,0,51
00289,0,35,0,0,0,0,35,0,0,0,42
00290,12,136,12,21,27,0,136,1,5,5,99
00292,0,31,0,0,0,0,31,0,0,0,43
00293,16,2083,0,1,0,0,2083,0,2,0,189
00294,0,41,0,0,0,0,41,0,0,0,46
00295,0,42,0,0,0,0,42,0,0,0,47
00296,19,66,48,28,50,0,66,0,8,6,107
00297,0,71,0,0,0,0,71,0,0,0,48
00298,0,81,0,0,0,0,81,0,0,0,55
00299,0,9,0,0,0,0,9,0,0,0,36
00300,0,0,0,0,0,0,0,0,0,0,12
00301,3,129,1,3,0,0,129,0,4,1,92
00302,0,374,0,0,0,0,374,0,0,0,93
00303,0,361,0,0,0,0,361,0,0,0,104
00304,0,38,0,0,0,0,38,0,0,0,43
00305,0,20,0,0,0,0,20,0,0,0,45
00306,0,14,0,0,0,0,14,0,0,0,57
00307,0,0,0,0,0,0,0,0,0,0,12
00308,0,7,0,0,0,0,7,0,0,0,36
00309,0,83,0,0,0,0,83,0,0,0,48
00310,0,22,0,0,0,0,22,0,0,0,48
00311,0,22,0,0,0,0,22,0,0,0,46
00312,0,23,0,0,0,0,23,0,0,0,40
00313,0,0,0,0,0,0,0,0,0,0,12
00314,0,0,0,0,0,0,0,0,0,0,13
00315,0,9,0,0,0,0,9,0,0,0,37
00316,1,42,0,0,0,0,42,0,0,0,63
00317,0,0,0,0,0,0,0,0,0,0,13
00318,0,67,0,0,0,0,67,0,0,0,47
00319,188,243,1129,1365,741,336,553,2,88,54,310
00320,125,146,720,917,267,209,329,0,62,38,249
00321,0,15,0,0,0,0,15,0,0,0,40
00322,0,1697,0,0,0,0,1697,0,0,0,147
00323,0,12,0,0,0,0,12,0,0,0,38
00324,0,48,0,0,0,0,48,0,0,0,44
