NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,EVOL_TIME,SUMB_TIME,TIME
00001,462,2468,1697,368,4306,72,2540,101,101,542
00002,834,941,1858,982,3832,170,1111,117,93,507
00003,33588,2159,3319805,2127212,5600689,822,2981,73426,506036,TIMEOUT
00004,33580,2107,3484532,994912,6143817,783,2890,67839,515798,TIMEOUT
00005,33580,2107,3404568,1636785,5973391,802,2909,71033,509998,TIMEOUT
00006,2150,165,0,0,0,0,165,1,0,286
00007,23,168,16,21,24,12,180,4,7,155
00008,23,168,16,21,24,12,180,4,5,136
00009,23,168,16,21,24,12,180,4,6,170
00010,23,168,16,21,24,12,180,4,5,138
00011,23,168,16,21,24,12,180,4,5,133
00012,13,277,5,13,11,8,285,3,4,150
00013,157,1267,2703,1439,3509,127,1394,125,97,476
00014,278,1537,8217,3909,9964,237,1772,319,237,915
00015,26,345,223,108,271,19,364,19,18,222
00016,135,1056,2666,1090,3431,106,1162,146,80,471
00017,135,1178,2727,1295,3332,106,1284,133,93,471
00018,171,1130,3384,1640,4213,147,1275,184,122,562
00019,141,1079,3156,1606,3740,110,1189,180,106,529
00020,173,1312,4704,2018,5874,145,1457,246,168,706
00021,218,1192,4753,2092,6074,177,1367,226,163,675
00022,26,425,223,108,271,19,444,20,16,199
00023,26,429,223,108,271,19,448,18,17,197
00024,278,1537,8024,4137,9673,237,1772,330,262,953
00025,116,987,737,255,940,73,1060,42,19,291
00026,59236,30697,10560,2162600,362695,0,30697,30454,551403,TIMEOUT
00027,59236,31647,80194,1487988,989976,0,31647,29668,552933,TIMEOUT
00028,59236,31647,80973,1499269,1005151,0,31647,31642,549641,TIMEOUT
00029,4884,4125,1565966,1779415,529827,2859,6984,29064,208932,245735
00030,5586,3717,1134987,1673154,628522,2866,6583,26260,122132,157624
00031,5586,3717,1333635,1907980,656475,2866,6583,30534,133934,174016
00032,5586,4130,2666833,3383985,825757,2866,6996,51632,276621,342876
00033,26956,9462,306298,1725426,1959355,0,9462,47334,529262,TIMEOUT
00034,26956,9364,187237,3149790,688232,388,9752,44835,538706,TIMEOUT
00035,26956,9462,270602,1706623,1816538,0,9462,46279,530774,TIMEOUT
00036,26932,9456,96384,1682249,1565221,0,9456,40651,539679,TIMEOUT
00037,26916,9445,315631,1741964,2020609,0,9445,46559,528601,TIMEOUT
00038,26966,9457,339996,1741180,2059312,0,9457,47252,528501,TIMEOUT
00039,6858,4826,3972658,2964595,2186982,3771,8597,58408,526064,TIMEOUT
00040,87244,100788,4978,1194041,177631,376,101164,15282,568245,TIMEOUT
00041,28638,67437,11772,3405306,216528,0,67437,46077,527537,TIMEOUT
00042,30834,71082,13309,3193853,213966,386,71468,42885,531878,TIMEOUT
00043,37224,115810,9399,2841566,133524,0,115810,37469,539063,TIMEOUT
00044,28638,67400,11264,3375889,206433,0,67400,46282,525845,TIMEOUT
00045,84860,98674,4698,1412971,183050,387,99061,17342,567167,TIMEOUT
00046,30704,69253,10650,3343680,213324,0,69253,44068,529276,TIMEOUT
00047,28865,67547,10986,3308457,207414,0,67547,45967,527389,TIMEOUT
00049,30,51,84,49,104,10,61,18,15,167
00050,30,51,84,49,104,10,61,18,14,154
00051,0,0,0,0,0,0,0,0,0,52
00052,7528,25233,4159,0,21094,0,25233,303,395,2379
00053,0,1129,0,0,0,0,1129,0,0,171
00054,0,3,0,0,0,0,3,0,0,73
00055,46,212,30,13,56,3,215,7,8,152
00056,0,12,0,0,0,0,12,0,0,73
00057,3,11,5,3,9,1,12,2,3,88
00058,3,7,2,3,0,1,8,1,2,93
00059,5,47,3,5,0,2,49,1,2,102
00060,9,72,6,9,1,3,75,2,3,123
00061,0,6,0,0,0,0,6,0,0,76
00062,11,72,7,11,0,4,76,3,3,117
00063,12,61,8,12,0,4,65,3,3,116
00064,0,3,0,0,0,0,3,0,0,71
00065,3,12,4,3,4,1,13,2,2,93
00066,1,20,0,1,0,1,21,1,2,125
00067,0,24,0,0,0,0,24,0,0,74
00068,2,33,0,0,0,0,33,1,0,94
00069,1,8,0,1,0,1,9,1,2,94
00070,0,42,0,0,0,0,42,0,0,82
00071,1,14,0,1,0,1,15,1,2,93
00072,1,31,0,1,0,1,32,1,2,98
00073,6,77,3,6,0,3,80,1,2,124
00074,0,21,0,0,0,0,21,0,0,77
00075,2,125,0,2,0,2,127,1,2,136
00076,0,186,0,0,0,0,186,0,0,109
00077,0,4,0,0,0,0,4,0,0,71
00078,43,715,33,376,203,363,1078,19,23,215
00079,2,29,0,0,0,0,29,1,0,95
00080,0,26,0,0,0,0,26,0,0,81
00081,93,679,46,93,1,47,726,7,7,186
00082,356,263,68,13,520,8,271,31,23,266
00083,0,15,0,0,0,0,15,0,0,76
00084,0,4,0,0,0,0,4,0,0,72
00085,0,2,0,0,0,0,2,0,0,70
00086,0,0,0,0,0,0,0,0,0,50
00087,0,77,0,0,0,0,77,0,0,89
00088,0,105,0,0,0,0,105,0,0,112
00089,0,87,0,0,0,0,87,0,0,90
00090,0,66,0,0,0,0,66,0,0,88
00091,0,13,0,0,0,0,13,0,0,73
00092,0,32,0,0,0,0,32,0,0,82
00093,0,216,0,0,0,0,216,0,0,141
00094,17,138,6,17,15,14,152,4,5,138
00095,0,63,0,0,0,0,63,0,0,84
00096,0,0,0,0,0,0,0,0,0,48
00097,0,0,0,0,0,0,0,0,0,50
00098,0,0,0,0,0,0,0,0,0,48
00099,0,0,0,0,0,0,0,0,0,49
00100,0,0,0,0,0,0,0,0,0,48
00101,0,0,0,0,0,0,0,0,0,48
00102,0,0,0,0,0,0,0,0,0,59
00103,0,259,0,0,0,0,259,0,0,125
00104,0,1123,0,0,0,0,1123,0,0,162
00105,0,11,0,0,0,0,11,0,0,72
00106,4,43,4,4,4,2,45,2,3,108
00107,0,22,0,0,0,0,22,0,0,77
00108,0,16,0,0,0,0,16,0,0,74
00109,0,83,0,0,0,0,83,0,0,85
00110,317,244,57,12,443,7,251,30,19,244
00111,0,43,0,0,0,0,43,0,0,80
00112,20,113,52,68,58,16,129,14,13,166
00113,12,24,0,0,0,0,24,2,0,98
00114,42,25,313,340,294,60,85,63,43,243
00115,0,216,0,0,0,0,216,0,0,109
00116,13,30,8,33,9,21,51,15,7,125
00117,6858,4826,3418578,2673259,1886162,3560,8386,50933,533625,TIMEOUT
00118,39,89,87,113,101,29,118,21,21,192
00119,0,3,0,0,0,0,3,0,0,70
00120,17,53,27,23,29,5,58,8,9,129
00121,0,0,0,0,0,0,0,0,0,48
00122,0,2,0,0,0,0,2,0,0,71
00123,0,0,0,0,0,0,0,0,0,48
00124,0,0,0,0,0,0,0,0,0,48
00125,0,0,0,0,0,0,0,0,0,47
00126,0,0,0,0,0,0,0,0,0,48
00127,0,0,0,0,0,0,0,0,0,52
00128,0,1,0,0,0,0,1,0,0,69
00129,0,13,0,0,0,0,13,0,0,73
00130,0,3,0,0,0,0,3,0,0,71
00131,0,0,0,0,0,0,0,0,0,49
00132,0,18,0,0,0,0,18,0,0,75
00133,0,10,0,0,0,0,10,0,0,72
00134,0,0,0,0,0,0,0,0,0,48
00135,0,55,0,0,0,0,55,0,0,83
00136,0,48,0,0,0,0,48,0,0,80
00137,0,158,0,0,0,0,158,0,0,110
00138,0,386,0,0,0,0,386,0,0,151
00139,0,145,0,0,0,0,145,0,0,116
00140,0,511,0,0,0,0,511,0,0,133
00141,0,116,0,0,0,0,116,0,0,90
00142,0,604,0,0,0,0,604,0,0,133
00143,0,187,0,0,0,0,187,0,0,105
00144,0,2168,0,0,0,0,2168,0,0,209
00145,0,60,0,0,0,0,60,0,0,85
00146,0,1211,0,0,0,0,1211,0,0,176
00147,0,4,0,0,0,0,4,0,0,72
00148,0,629,0,0,0,0,629,0,0,144
00149,0,213,0,0,0,0,213,0,0,114
00150,0,84,0,0,0,0,84,0,0,86
00151,51,263,122,66,775,29,292,51,49,273
00152,0,22,0,0,0,0,22,0,0,81
00153,48,186,8,128,2,8,194,12,17,170
00154,0,6,0,0,0,0,6,0,0,72
00155,0,86,0,0,0,0,86,0,0,84
00156,0,0,0,0,0,0,0,0,0,51
00157,0,438,0,0,0,0,438,0,0,129
00159,0,316,0,0,0,0,316,0,0,125
00161,0,0,0,0,0,0,0,0,0,51
00162,0,9,0,0,0,0,9,0,0,71
00163,0,31,0,0,0,0,31,0,0,77
00164,3,31,2,4,0,2,33,1,2,93
00165,0,125,0,0,0,0,125,0,0,93
00166,0,10,0,0,0,0,10,0,0,79
00167,12,451,19,7,76,3,454,6,7,165
00168,0,47,0,0,0,0,47,0,0,89
00169,23,168,16,21,24,12,180,4,6,136
00170,9,120,5,9,3,4,124,2,3,123
00171,12,61,18,18,17,7,68,5,4,125
00172,216,190,2650,472,3404,30,220,127,86,428
00173,240,98,461,469,625,31,129,62,43,279
00174,4884,3712,1395643,1843148,527341,2859,6571,27658,138110,174032
00175,0,216,0,0,0,0,216,0,0,113
00176,50,70,40,84,41,36,106,19,30,230
00177,0,357,0,0,0,0,357,0,0,119
00178,0,46,0,0,0,0,46,0,0,79
00179,0,25,0,0,0,0,25,0,0,76
00180,0,0,0,0,0,0,0,0,0,48
00181,0,0,0,0,0,0,0,0,0,49
00182,0,0,0,0,0,0,0,0,0,73
00183,0,0,0,0,0,0,0,0,0,48
00184,0,0,0,0,0,0,0,0,0,48
00185,0,0,0,0,0,0,0,0,0,48
00186,0,0,0,0,0,0,0,0,0,49
00187,0,0,0,0,0,0,0,0,0,49
00188,0,0,0,0,0,0,0,0,0,48
00189,0,7,0,0,0,0,7,0,0,76
00190,0,12,0,0,0,0,12,0,0,73
00191,0,0,0,0,0,0,0,0,0,48
00192,0,0,0,0,0,0,0,0,0,50
00193,0,116,0,0,0,0,116,0,0,89
00194,0,0,0,0,0,0,0,0,0,49
00195,0,155,0,0,0,0,155,0,0,110
00196,0,36,0,0,0,0,36,0,0,81
00197,0,80,0,0,0,0,80,0,0,96
00198,0,85,0,0,0,0,85,0,0,85
00199,0,0,0,0,0,0,0,0,0,48
00200,0,42,0,0,0,0,42,0,0,80
00201,0,25,0,0,0,0,25,0,0,79
00202,0,165,0,0,0,0,165,0,0,107
00203,0,21,0,0,0,0,21,0,0,74
00204,0,67,0,0,0,0,67,0,0,93
00205,0,5,0,0,0,0,5,0,0,71
00206,0,8,0,0,0,0,8,0,0,73
00207,0,8,0,0,0,0,8,0,0,72
00208,0,9,0,0,0,0,9,0,0,73
00209,18,27,0,0,0,0,27,22,0,124
00210,6,19,6,0,10,0,19,3,3,98
00211,0,106,0,0,0,0,106,0,0,90
00212,2,3,0,0,0,0,3,1,0,88
00213,2,3,0,0,0,0,3,1,0,92
00214,11,21,0,0,3,0,21,3,2,104
00215,7,10,0,0,2,0,10,3,2,97
00216,0,7,0,0,0,0,7,0,0,72
00217,1,8,0,0,0,0,8,1,0,90
00218,6,8,1,0,3,0,8,2,2,92
00219,0,18,0,0,0,0,18,0,0,75
00220,2,3,0,0,0,0,3,1,0,93
00221,1,16,1,0,2,0,16,1,2,89
00222,5,51,3,0,5,0,51,2,5,123
00223,4,8,0,0,0,0,8,2,0,92
00224,2,7,0,0,1,0,7,1,2,102
00225,0,3,0,0,0,0,3,0,0,73
00226,0,5,0,0,0,0,5,0,0,73
00227,0,6,0,0,0,0,6,0,0,73
00228,0,12,0,0,0,0,12,0,0,102
00229,2,36,3,2,3,0,36,2,2,100
00230,2,5,0,0,0,0,5,1,0,87
00231,0,4,0,0,0,0,4,0,0,71
00232,0,38,0,0,0,0,38,0,0,80
