NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,NEW_RTGD_BSK,BODY_SK_ATOMS_MAX,EVOL_COUNT,EVOL_TIME,SUMB_TIME,TIME
00001,2206,9466,84623,85891,32868,341,9807,85491,10,329043,4904,52914,62255
00002,4769,3671,74092,86930,17984,1307,4978,85623,10,116467,5522,67647,81075
00003,133458,9812,10345,481999,1717,0,9812,481999,7,483716,12554,565622,TIMEOUT
00004,175402,7275,8206,504789,831,0,7275,504789,8,505625,12048,557230,TIMEOUT
00005,202986,7998,25628,547994,983079,0,7998,546866,9,1531360,26381,524125,TIMEOUT
00006,5027,639,6,8,0,0,639,8,4,10,2,3,749
00007,119,501,295,418,87,0,501,415,8,536,52,68,300
00008,110,577,363,514,120,0,577,514,9,730,66,63,338
00009,116,463,205,324,68,0,463,319,8,429,56,37,271
00010,143,519,522,676,118,0,519,676,9,850,94,71,374
00011,134,549,591,740,121,0,549,739,9,953,106,81,384
00012,79,859,185,260,38,0,859,260,8,384,38,48,314
00013,643,5543,161260,154903,34877,495,6038,154024,10,3634773,13994,144532,181888
00014,1308,7400,330791,286118,101252,1291,8691,284193,11,2193106,14819,565884,TIMEOUT
00015,110,1497,7778,8000,1802,80,1577,7892,9,40155,703,1111,2543
00016,581,4525,99671,95101,27884,663,5188,94082,11,804377,5862,83588,95796
00017,551,5559,108731,107185,27151,971,6530,105005,10,913356,6644,98912,112559
00018,738,5046,106002,108448,25076,781,5827,107256,11,1540253,8157,134937,155274
00019,635,5068,227702,213333,48199,636,5704,212367,10,3165795,15537,208013,247415
00020,831,5975,354234,333915,67583,1235,7210,331573,13,5924571,28864,516221,TIMEOUT
00021,1025,5688,385294,350524,79970,1245,6933,348674,11,3919436,20617,541738,TIMEOUT
00022,135,1738,8006,8065,1817,76,1814,7941,10,42380,657,1162,2701
00023,142,1850,12325,12564,2007,87,1937,12399,10,63528,912,1722,3691
00024,1370,7039,230155,218543,73718,1596,8635,215913,10,3115424,16569,555217,TIMEOUT
00025,515,4154,19009,20738,4937,144,4298,20459,10,81478,1310,6477,9399
00026,276503,121603,66,197037,385,20,121623,197015,12,197422,9085,566726,TIMEOUT
00027,267473,129941,128,232333,703,44,129985,232284,11,233036,8826,560572,TIMEOUT
00028,270398,131121,131,270750,1134,90,131211,270660,12,271884,10484,558347,TIMEOUT
00029,21566,17296,29985,178909,23805,1129,18425,177679,12,256688,7967,582282,TIMEOUT
00030,26951,15044,35307,271338,28014,1391,16435,269941,12,360365,9645,575065,TIMEOUT
00031,25856,15456,93210,299900,40889,1466,16922,298422,12,400574,11398,573880,TIMEOUT
00032,27415,17553,86639,255822,54176,1254,18807,254527,12,787036,11947,568246,TIMEOUT
00033,124580,39279,86,323276,1200,40,39319,323218,11,324476,11957,568918,TIMEOUT
00034,111699,37551,97,223698,369,0,37551,223698,11,224067,10150,572110,TIMEOUT
00035,118559,40908,37,203466,805,20,40928,203442,11,204271,7603,583996,TIMEOUT
00036,116576,38612,9,177797,454,20,38632,177776,11,178251,6819,577392,TIMEOUT
00037,121765,41874,245,238769,976,259,42133,238504,11,239745,9257,578227,TIMEOUT
00038,121481,43468,71,301629,589,11,43479,301615,11,302218,11154,569364,TIMEOUT
00039,30167,19855,53121,222868,35872,1078,20933,221785,12,310577,10204,577578,TIMEOUT
00040,432032,367636,44,96148,64,0,367636,96148,8,96212,5350,544734,TIMEOUT
00041,100417,269227,53,163211,22,0,269227,163211,5,163233,5547,568804,TIMEOUT
00042,101365,262243,122,264758,56,0,262243,264758,8,264814,6204,576232,TIMEOUT
00043,192918,414043,17,73279,0,0,414043,73279,9,73279,3954,570379,TIMEOUT
00044,120323,243279,95,131959,4,0,243279,131959,7,131963,3904,574283,TIMEOUT
00045,374857,392489,36,77412,73,0,392489,77412,10,77485,3671,617662,TIMEOUT
00046,128324,242701,118,125035,3,0,242701,125035,7,125038,4213,593546,TIMEOUT
00047,128480,261853,17,97731,0,0,261853,97731,8,97731,3829,593537,TIMEOUT
00049,103,182,6349,6204,1522,44,226,6160,8,8125,481,691,1501
00050,148,186,2660,2788,643,54,240,2644,8,12775,441,168,987
00051,0,0,0,0,0,0,0,0,0,0,0,0,14
00052,17243,87590,169654,220044,89202,0,87590,220044,5,315426,8660,62730,83171
00053,0,4862,0,0,0,0,4862,0,0,0,0,0,587
00054,0,6,0,0,0,0,6,0,0,0,0,0,40
00055,201,760,840,984,166,10,770,974,8,1186,137,102,487
00056,0,12,0,0,0,0,12,0,0,0,0,0,44
00057,14,34,32,61,21,0,34,56,7,82,30,8,118
00058,13,19,7,25,0,0,19,25,6,32,13,13,99
00059,23,73,14,37,0,0,73,35,7,45,13,4,111
00060,60,176,120,174,23,0,176,174,8,208,35,17,197
00061,0,6,0,0,0,0,6,0,0,0,0,0,39
00062,53,176,33,85,0,0,176,77,9,108,18,8,145
00063,55,185,78,157,18,0,185,157,7,203,35,14,182
00064,0,3,0,0,0,0,3,0,0,0,0,0,36
00065,18,45,178,202,29,0,45,202,10,410,48,19,188
00066,2,71,0,7,0,0,71,7,1,8,3,2,89
00067,0,24,0,0,0,0,24,0,0,0,0,0,47
00068,2,116,0,0,0,0,116,0,0,2,1,0,94
00069,5,24,3,9,0,0,24,9,4,12,6,2,84
00070,0,95,0,0,0,0,95,0,0,0,0,0,72
00071,3,43,1,7,0,0,43,7,2,8,5,2,88
00072,4,91,2,6,0,0,91,6,3,7,3,2,92
00073,30,152,29,50,0,5,157,45,8,81,13,7,131
00074,0,28,0,0,0,0,28,0,0,0,0,0,48
00075,10,434,31,43,0,5,439,38,5,45,11,8,147
00076,0,670,0,0,0,0,670,0,0,0,0,0,118
00077,0,4,0,0,0,0,4,0,0,0,0,0,39
00078,173,2431,4680,6711,938,1181,3612,5524,8,7722,352,2099,3061
00079,14,81,10,12,0,0,81,12,6,14,6,3,98
00080,0,94,0,0,0,0,94,0,0,0,0,0,72
00081,503,1610,528,993,83,0,1610,960,10,1390,151,114,678
00082,782,999,5086,7694,2156,7,1006,7687,8,10746,508,1542,2676
00083,0,15,0,0,0,0,15,0,0,0,0,0,42
00084,0,11,0,0,0,0,11,0,0,0,0,0,41
00085,0,2,0,0,0,0,2,0,0,0,0,0,37
00086,0,0,0,0,0,0,0,0,0,0,0,0,14
00087,0,154,0,0,0,0,154,0,0,0,0,0,79
00088,0,216,0,0,0,0,216,0,0,0,0,0,93
00089,0,130,0,0,0,0,130,0,0,0,0,0,76
00090,0,99,0,0,0,0,99,0,0,0,0,0,73
00091,0,53,0,0,0,0,53,0,0,0,0,0,66
00092,0,32,0,0,0,0,32,0,0,0,0,0,50
00093,0,617,0,0,0,0,617,0,0,0,0,0,138
00094,68,382,210,302,53,14,396,288,7,377,40,38,236
00095,0,124,0,0,0,0,124,0,0,0,0,0,75
00096,0,0,0,0,0,0,0,0,0,0,0,0,14
00097,0,0,0,0,0,0,0,0,0,0,0,0,13
00098,0,0,0,0,0,0,0,0,0,0,0,0,13
00099,0,0,0,0,0,0,0,0,0,0,0,0,13
00100,0,0,0,0,0,0,0,0,0,0,0,0,14
00101,0,0,0,0,0,0,0,0,0,0,0,0,14
00102,0,0,0,0,0,0,0,0,0,0,0,0,13
00103,0,439,0,0,0,0,439,0,0,0,0,0,107
00104,0,3398,0,0,0,0,3398,0,0,0,0,0,343
00105,0,13,0,0,0,0,13,0,0,0,0,0,44
00106,26,128,208,241,39,2,130,239,6,381,58,20,200
00107,0,53,0,0,0,0,53,0,0,0,0,0,65
00108,0,39,0,0,0,0,39,0,0,0,0,0,52
00109,0,133,0,0,0,0,133,0,0,0,0,0,78
00110,666,924,5246,7142,2244,5,929,7137,6,9540,428,1258,2215
00111,0,103,0,0,0,0,103,0,0,0,0,0,71
00112,96,296,533,634,77,24,320,605,11,1484,107,58,349
00113,30,33,12,20,0,0,33,20,7,28,7,4,98
00114,246,77,4619,5574,437,192,269,5382,11,16574,666,727,1944
00115,0,613,0,0,0,0,613,0,0,0,0,0,136
00116,92,95,550,670,23,46,141,620,9,1219,128,46,333
00117,29062,19176,47273,212211,34808,765,19941,211432,12,295049,10109,576657,TIMEOUT
00118,198,312,3426,3890,450,81,393,3808,10,8678,399,465,1217
00119,0,9,0,0,0,0,9,0,0,0,0,0,41
00120,75,100,244,325,47,8,108,317,9,518,91,30,256
00121,0,0,0,0,0,0,0,0,0,0,0,0,14
00122,0,2,0,0,0,0,2,0,0,0,0,0,37
00123,0,0,0,0,0,0,0,0,0,0,0,0,14
00124,0,0,0,0,0,0,0,0,0,0,0,0,13
00125,0,0,0,0,0,0,0,0,0,0,0,0,13
00126,0,0,0,0,0,0,0,0,0,0,0,0,14
00127,0,0,0,0,0,0,0,0,0,0,0,0,14
00128,0,1,0,0,0,0,1,0,0,0,0,0,36
00129,0,13,0,0,0,0,13,0,0,0,0,0,44
