NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,NEW_RTGD_BSK,BODY_SK_ATOMS_MAX,EVOL_COUNT,EVOL_TIME,SUMB_TIME,TIME
00001,462,2468,1515,214,4422,55,2523,N/A,N/A,N/A,N/A,86,599
00002,834,941,1513,398,3914,161,1102,N/A,N/A,N/A,N/A,55,449
00003,33588,2159,1014308,74319,2109960,0,2159,N/A,N/A,N/A,N/A,59743,564330
00004,33580,2107,995388,74319,2005208,0,2107,N/A,N/A,N/A,N/A,53699,546687
00006,2150,165,0,0,2,0,165,N/A,N/A,N/A,N/A,2,231
00007,23,168,8,21,39,0,168,N/A,N/A,N/A,N/A,5,94
00012,13,277,7,13,27,0,277,N/A,N/A,N/A,N/A,3,94
00013,157,1267,2149,509,3082,107,1374,N/A,N/A,N/A,N/A,39,462
00014,278,1537,4425,987,6404,207,1742,N/A,N/A,N/A,N/A,78,746
00015,26,345,190,61,260,11,356,N/A,N/A,N/A,N/A,16,179
00016,135,1056,1798,433,2561,88,1144,N/A,N/A,N/A,N/A,32,405
00017,135,1178,1798,433,2561,88,1266,N/A,N/A,N/A,N/A,40,429
00018,171,1130,2269,576,3223,127,1255,N/A,N/A,N/A,N/A,55,502
00019,141,1079,1941,458,2777,91,1170,N/A,N/A,N/A,N/A,40,453
00020,173,1312,2703,589,3920,122,1434,N/A,N/A,N/A,N/A,55,558
00021,218,1192,3060,751,4361,154,1344,N/A,N/A,N/A,N/A,52,553
00022,26,425,190,61,260,11,436,N/A,N/A,N/A,N/A,10,154
00023,26,429,190,61,260,11,440,N/A,N/A,N/A,N/A,10,147
00024,278,1537,4425,987,6404,207,1742,N/A,N/A,N/A,N/A,97,870
00025,116,987,577,255,924,24,1011,N/A,N/A,N/A,N/A,14,204
00026,59236,30697,9125,36494,76205,34232,64929,N/A,N/A,N/A,N/A,41789,TIMEOUT
00027,59236,31647,58945,31900,182196,29773,61420,N/A,N/A,N/A,N/A,31069,TIMEOUT
00029,4884,4125,33908,2879,86553,2474,6599,N/A,N/A,N/A,N/A,942,13531
00030,5586,3717,5170,2886,47809,2481,6198,N/A,N/A,N/A,N/A,556,15167
00032,5586,4130,39522,2886,100922,2481,6611,N/A,N/A,N/A,N/A,1143,16532
00033,26956,9462,21437,15023,141879,13724,23186,N/A,N/A,N/A,N/A,6479,TIMEOUT
00034,26956,9364,13467,15376,65192,14043,23407,N/A,N/A,N/A,N/A,2351,TIMEOUT
00036,26932,9456,21446,15024,141907,13721,23177,N/A,N/A,N/A,N/A,6792,TIMEOUT
00037,26916,9445,21443,15030,141894,13728,23173,N/A,N/A,N/A,N/A,7448,TIMEOUT
00038,26966,9457,21465,15059,142032,13757,23214,N/A,N/A,N/A,N/A,6199,TIMEOUT
00039,6858,4826,7890,4210,56718,3329,8155,N/A,N/A,N/A,N/A,733,20979
00040,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ERROR
00041,28638,67437,8245,11529,26656,9906,77343,N/A,N/A,N/A,N/A,18794,TIMEOUT
00042,30834,71082,12548,12352,36839,10453,81535,N/A,N/A,N/A,N/A,1308,TIMEOUT
00043,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ERROR
00044,28638,67400,8124,11626,22816,10001,77401,N/A,N/A,N/A,N/A,972,TIMEOUT
00045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ERROR
00046,30704,69253,8028,11362,22335,9749,79002,N/A,N/A,N/A,N/A,983,TIMEOUT
00047,28865,67547,8128,11536,22738,9909,77456,N/A,N/A,N/A,N/A,1103,TIMEOUT
00049,30,51,100,36,148,8,59,N/A,N/A,N/A,N/A,10,110
00052,7528,25233,5535,0,25785,0,25233,N/A,N/A,N/A,N/A,238,2589
00055,46,212,50,10,89,2,214,N/A,N/A,N/A,N/A,6,117
00057,3,11,3,3,9,0,11,N/A,N/A,N/A,N/A,2,52
00058,3,7,0,3,3,0,7,N/A,N/A,N/A,N/A,2,51
00059,5,47,0,5,5,0,47,N/A,N/A,N/A,N/A,2,71
00060,9,72,0,9,10,0,72,N/A,N/A,N/A,N/A,2,62
00062,11,72,0,11,11,0,72,N/A,N/A,N/A,N/A,2,69
00063,12,61,0,12,12,0,61,N/A,N/A,N/A,N/A,3,62
00065,3,12,2,3,7,0,12,N/A,N/A,N/A,N/A,2,47
00066,1,20,0,1,1,0,20,N/A,N/A,N/A,N/A,2,44
00068,2,33,0,0,2,0,33,N/A,N/A,N/A,N/A,2,46
00069,1,8,0,1,1,0,8,N/A,N/A,N/A,N/A,2,41
00071,1,14,0,1,1,0,14,N/A,N/A,N/A,N/A,2,44
00072,1,31,0,1,1,0,31,N/A,N/A,N/A,N/A,2,46
00073,6,77,2,6,6,1,78,N/A,N/A,N/A,N/A,2,65
00075,2,125,0,2,2,1,126,N/A,N/A,N/A,N/A,2,75
00078,43,715,39,376,255,330,1045,N/A,N/A,N/A,N/A,14,222
00079,2,29,0,0,2,0,29,N/A,N/A,N/A,N/A,3,52
00081,93,679,0,93,94,0,679,N/A,N/A,N/A,N/A,6,142
00082,356,263,46,13,652,2,265,N/A,N/A,N/A,N/A,19,210
00094,17,138,5,17,32,11,149,N/A,N/A,N/A,N/A,5,89
00106,4,43,2,4,8,0,43,N/A,N/A,N/A,N/A,2,58
00110,317,244,37,12,562,1,245,N/A,N/A,N/A,N/A,20,204
00112,20,113,20,24,37,11,124,N/A,N/A,N/A,N/A,5,97
00113,12,24,0,0,8,0,24,N/A,N/A,N/A,N/A,3,54
00114,42,25,33,60,78,53,78,N/A,N/A,N/A,N/A,13,145
00116,13,30,14,24,28,15,45,N/A,N/A,N/A,N/A,5,68
00118,39,89,46,40,93,17,106,N/A,N/A,N/A,N/A,9,121
00120,17,53,26,16,32,3,56,N/A,N/A,N/A,N/A,5,76
00151,51,263,357,66,1145,29,292,N/A,N/A,N/A,N/A,34,239
00153,48,186,24,14,26,0,186,N/A,N/A,N/A,N/A,4,142
00164,3,31,0,4,0,1,32,N/A,N/A,N/A,N/A,2,49
00167,12,451,17,7,87,1,452,N/A,N/A,N/A,N/A,6,121
00169,23,168,8,21,39,0,168,N/A,N/A,N/A,N/A,6,111
00170,9,120,4,9,11,0,120,N/A,N/A,N/A,N/A,2,73
00171,12,61,7,18,28,0,61,N/A,N/A,N/A,N/A,4,68
00172,216,190,2620,382,3512,26,216,N/A,N/A,N/A,N/A,74,457
00173,240,98,218,125,520,29,127,N/A,N/A,N/A,N/A,19,270
00174,4884,3712,3879,2879,40094,2474,6186,N/A,N/A,N/A,N/A,449,11498
00176,50,70,14,40,41,24,94,N/A,N/A,N/A,N/A,7,110
00209,18,27,2,0,20,0,27,N/A,N/A,N/A,N/A,4,60
00210,6,19,6,0,12,0,19,N/A,N/A,N/A,N/A,3,59
00212,2,3,0,0,2,0,3,N/A,N/A,N/A,N/A,2,42
00213,2,3,0,0,2,0,3,N/A,N/A,N/A,N/A,2,42
00214,11,21,3,0,16,0,21,N/A,N/A,N/A,N/A,3,57
00215,7,10,6,0,13,0,10,N/A,N/A,N/A,N/A,3,51
00217,1,8,0,0,1,0,8,N/A,N/A,N/A,N/A,2,52
00218,6,8,1,0,8,0,8,N/A,N/A,N/A,N/A,2,53
00220,2,3,0,0,2,0,3,N/A,N/A,N/A,N/A,2,43
00221,1,16,1,0,2,0,16,N/A,N/A,N/A,N/A,2,51
00222,5,51,5,0,10,0,51,N/A,N/A,N/A,N/A,2,58
00223,4,8,2,0,6,0,8,N/A,N/A,N/A,N/A,2,46
00224,2,7,0,0,3,0,7,N/A,N/A,N/A,N/A,2,44
00229,2,36,2,2,5,0,36,N/A,N/A,N/A,N/A,2,52
00230,2,5,0,0,2,0,5,N/A,N/A,N/A,N/A,2,42
00233,1,3,0,0,1,0,3,N/A,N/A,N/A,N/A,2,40
00235,6,18,0,0,10,0,18,N/A,N/A,N/A,N/A,2,55
00236,6,22,0,6,6,0,22,N/A,N/A,N/A,N/A,2,54
00237,1,2,0,0,1,0,2,N/A,N/A,N/A,N/A,2,39
00238,5,14,4,1,14,0,14,N/A,N/A,N/A,N/A,3,55
00241,1,28,3,2,6,0,28,N/A,N/A,N/A,N/A,2,49
00242,5,16,6,0,11,0,16,N/A,N/A,N/A,N/A,2,49
00267,4,7,0,0,4,0,7,N/A,N/A,N/A,N/A,5,47
00279,26,168,0,14,38,0,168,N/A,N/A,N/A,N/A,4,102
00281,26,345,190,61,260,11,356,N/A,N/A,N/A,N/A,13,189
00282,137,884,1818,440,2587,91,975,N/A,N/A,N/A,N/A,38,459
00283,173,961,2289,583,3249,130,1089,N/A,N/A,N/A,N/A,47,585
00284,175,1224,2726,596,3949,125,1349,N/A,N/A,N/A,N/A,70,521
00285,132358,46602,509388,33009,1132655,16232,62826,N/A,N/A,N/A,N/A,86327,TIMEOUT
00286,27922,32979,42301,13961,122789,6409,39388,N/A,N/A,N/A,N/A,1372,7060
00290,12,136,12,5,27,0,136,N/A,N/A,N/A,N/A,3,87
00293,16,2083,0,1,16,0,2083,N/A,N/A,N/A,N/A,2,198
00296,19,66,55,28,69,0,66,N/A,N/A,N/A,N/A,6,89
00301,3,129,1,3,3,0,129,N/A,N/A,N/A,N/A,2,77
00316,1,42,0,0,1,0,42,N/A,N/A,N/A,N/A,2,49
00319,188,243,1476,1204,1435,336,553,N/A,N/A,N/A,N/A,51,335
00320,125,146,793,917,488,209,329,N/A,N/A,N/A,N/A,48,253
00332,9,228,10,9,24,2,230,N/A,N/A,N/A,N/A,4,97
00333,5,66,6,5,11,1,67,N/A,N/A,N/A,N/A,3,57
00339,4,93,4,4,9,1,94,N/A,N/A,N/A,N/A,2,70
00341,2,33,1,3,3,3,36,N/A,N/A,N/A,N/A,4,55
