NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,NEW_RTGD_BSK,BODY_SK_ATOMS_MAX,EVOL_COUNT,EVOL_TIME,SUMB_TIME,TIME
00001,254,2468,0,48279,166220,22059,24527,N/A,N/A,1043308,20405,178,24604
00002,432,941,0,382,3990,161,1102,N/A,N/A,15403,456,4,693
00003,16709,2159,0,180,164423,0,2159,N/A,N/A,23299626,526451,288,TIMEOUT
00004,16705,2107,0,196,204580,0,2107,N/A,N/A,28215847,513868,358,TIMEOUT
00005,16705,2107,0,170,199564,0,2107,N/A,N/A,27635963,513382,345,TIMEOUT
00006,1075,165,0,0,0,0,165,N/A,N/A,2,3,0,135
00007,22,168,0,6,18,1,169,N/A,N/A,109,19,0,94
00008,22,168,0,6,18,1,169,N/A,N/A,109,17,0,92
00009,22,168,0,6,18,1,169,N/A,N/A,109,19,0,97
00010,22,168,0,6,18,1,169,N/A,N/A,109,18,0,97
00011,22,168,0,6,18,1,169,N/A,N/A,109,19,0,98
00012,13,277,0,10,20,7,284,N/A,N/A,108,18,0,96
00013,76,1265,0,1303640,2734854,131048,132313,N/A,N/A,14206499,520279,2511,TIMEOUT
00014,139,1533,0,1097000,1016379,219392,220925,N/A,N/A,12324940,539476,2437,TIMEOUT
00015,13,345,0,4519,8214,1081,1426,N/A,N/A,507226,8545,12,9166
00016,65,1055,0,1314470,2767472,131048,132103,N/A,N/A,14315302,521339,2557,TIMEOUT
00017,65,1177,0,1413920,1349923,254781,255958,N/A,N/A,14501845,521534,3027,TIMEOUT
00018,85,1129,0,1446870,1389804,260013,261142,N/A,N/A,14860798,522876,2927,TIMEOUT
00019,68,1078,0,1460700,1410405,261449,262527,N/A,N/A,15046434,521133,2999,TIMEOUT
00020,83,1310,0,1270700,1220797,254140,255450,N/A,N/A,14812268,527481,2748,TIMEOUT
00021,110,1190,0,1340046,1862129,195561,196751,N/A,N/A,14612909,522923,2905,TIMEOUT
00022,13,425,0,4519,8214,1081,1506,N/A,N/A,507226,7863,13,8517
00023,13,429,0,4519,8214,1081,1510,N/A,N/A,507226,8420,14,9142
00024,139,1533,0,1242096,1187318,248416,249949,N/A,N/A,14422187,528841,2698,TIMEOUT
00025,68,987,0,128,549,24,1011,N/A,N/A,3891,166,1,326
00026,23858,30697,0,11409,25280,192,30889,N/A,N/A,2477880,575862,34,TIMEOUT
00027,23858,31647,0,5400,12341,384,32031,N/A,N/A,1416372,584473,22,TIMEOUT
00028,23858,31647,0,4722,14441,384,32031,N/A,N/A,1344650,585078,24,TIMEOUT
00029,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ERROR
00030,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ERROR
00031,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ERROR
00032,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ERROR
00033,12339,9462,0,1367,25465,1363,10825,N/A,N/A,7169481,551210,77,TIMEOUT
00034,12339,9364,0,12,244224,2,9366,N/A,N/A,8194856,412409,270,TIMEOUT
00035,12339,9462,0,1022,18069,1019,10481,N/A,N/A,7995744,564303,54,TIMEOUT
00036,12329,9456,0,1495,30366,1035,10491,N/A,N/A,7056481,542487,92,TIMEOUT
00037,12323,9445,0,1147,21018,1035,10480,N/A,N/A,8437103,560828,61,TIMEOUT
