NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,BODY_SK_ATOMS_MAX,EVOL_TIME,SUMB_TIME,TIME
00001,462,2468,0,368,5530,55,2523,1,151,1,420
00002,834,941,0,980,3484,161,1102,1,119,1,349
00003,33588,2159,0,1008309,5743426,0,2159,1,54691,325,141247
00004,33580,2107,0,1008309,1940296,0,2107,1,29478,139,70742
00005,33580,2107,0,1008309,1940296,0,2107,1,29333,138,70367
00006,2150,165,0,0,0,0,165,0,1,0,179
00007,23,168,0,21,21,0,168,0,4,0,85
00008,23,168,0,21,21,0,168,0,4,0,79
00009,23,168,0,21,21,0,168,0,4,0,79
00010,23,168,0,21,21,0,168,0,4,0,82
00011,23,168,0,21,21,0,168,0,5,0,88
00012,13,277,0,13,11,0,277,0,3,0,79
00013,157,1267,0,2019,4553,107,1374,2,196,1,427
00014,278,1537,0,4593,9152,234,1771,2,286,1,642
00015,26,345,0,178,269,11,356,1,35,0,129
00016,135,1056,0,1685,3750,88,1144,2,150,1,360
00017,135,1178,0,1683,3750,88,1266,2,180,1,383
00018,171,1130,0,2262,4528,137,1267,2,188,1,449
00019,141,1079,0,1849,4179,91,1170,2,172,1,398
00020,173,1312,0,2516,5930,123,1435,2,226,1,482
00021,218,1192,0,3007,5898,176,1368,2,258,1,515
00022,26,425,0,178,269,11,436,1,31,0,127
00023,26,429,0,178,269,11,440,1,29,0,122
00024,278,1537,0,4590,9154,234,1771,2,322,1,695
00025,116,987,0,255,831,24,1011,0,30,0,167
00026,59236,30697,0,7452973,483491,0,30697,2,144552,640,TIMEOUT
00027,59236,31647,0,7305770,694841,0,31647,2,160993,14307,TIMEOUT
00028,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14307,ERROR
00029,4884,4125,0,5616365,13390599,887,5012,2,276059,1091,TIMEOUT
00030,5586,3717,0,400191,40999,2477,6194,2,4683,25,9054
00031,5586,3717,0,400191,40999,2477,6194,2,4295,23,9045
00032,5586,4130,0,5567635,13251317,770,4900,2,256994,1082,TIMEOUT
00033,26956,9462,0,2822421,11353809,5,9467,2,225948,963,TIMEOUT
00034,26956,9364,0,8367669,200397,5906,15270,2,212066,440,TIMEOUT
00035,26956,9462,0,2817322,9047556,6,9468,2,201202,657,TIMEOUT
00036,26932,9456,0,2812726,7203885,4,9460,2,194229,553,TIMEOUT
00037,26916,9445,0,4138819,3280348,4,9449,2,190618,425,TIMEOUT
00038,26966,9457,0,4863420,3804989,476,9933,2,162715,461,TIMEOUT
00039,6858,4826,0,371622,52100,3723,8549,2,3970,21,8215
00040,87244,100788,0,8333552,50425,1351,102139,1,204556,466,TIMEOUT
00041,28638,67437,0,8979623,82467,0,67437,1,231678,499,TIMEOUT
00042,30834,71082,0,8810184,87397,386,71468,1,176370,487,TIMEOUT
00043,37224,115810,0,8578231,81611,0,115810,1,250536,489,TIMEOUT
00044,28638,67400,0,8939387,72893,0,67400,1,196614,553,TIMEOUT
00045,84860,98674,0,8368226,49741,1376,100050,1,188110,721,TIMEOUT
00046,30704,69253,0,8959536,71464,0,69253,1,237424,521,TIMEOUT
00047,28865,67547,0,8894967,73153,0,67547,1,196909,486,TIMEOUT
00049,30,51,0,49,104,8,59,1,18,0,95
00050,30,51,0,49,104,8,59,1,18,0,95
00051,0,0,0,0,0,0,0,0,0,0,7
00052,7528,25233,0,0,21094,0,25233,0,374,3,1651
00053,0,1129,0,0,0,0,1129,0,0,0,78
00054,0,3,0,0,0,0,3,0,0,0,25
00055,46,212,0,19,56,8,220,1,8,0,91
00056,0,12,0,0,0,0,12,0,0,0,28
00057,3,11,0,3,9,0,11,0,2,0,43
00058,3,7,0,3,0,0,7,0,1,0,50
00059,5,47,0,5,0,0,47,0,1,0,55
00060,9,72,0,9,1,0,72,0,2,0,69
00061,0,6,0,0,0,0,6,0,0,0,25
00062,11,72,0,11,0,0,72,0,2,0,68
00063,12,61,0,12,0,0,61,0,9,0,67
00064,0,3,0,0,0,0,3,0,0,0,25
00065,3,12,0,3,4,0,12,0,2,0,52
00066,1,20,0,1,0,0,20,0,1,0,50
00067,0,24,0,0,0,0,24,0,0,0,29
00068,2,33,0,0,0,0,33,0,1,0,50
00069,1,8,0,1,0,0,8,0,1,0,48
00070,0,42,0,0,0,0,42,0,0,0,31
00071,1,14,0,1,0,0,14,0,1,0,49
00072,1,31,0,1,0,0,31,0,1,0,51
00073,6,77,0,6,0,1,78,0,2,0,65
00074,0,21,0,0,0,0,21,0,0,0,28
00075,2,125,0,2,0,1,126,0,1,0,66
00076,0,186,0,0,0,0,186,0,0,0,50
00077,0,4,0,0,0,0,4,0,0,0,26
00078,43,715,0,376,194,330,1045,0,22,0,139
00079,2,29,0,0,0,0,29,0,1,0,51
00080,0,26,0,0,0,0,26,0,0,0,29
