NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,NEW_RTGD_BSK,BODY_SK_ATOMS_MAX,EVOL_COUNT,EVOL_TIME,SUMB_TIME,TIME
00001,462,2468,1515,214,4422,55,2523,N/A,N/A,N/A,N/A,71,544
00002,834,941,1513,398,3914,161,1102,N/A,N/A,N/A,N/A,59,468
00003,33588,2159,621229,60323,1704782,0,2159,N/A,N/A,N/A,N/A,54085,TIMEOUT
00004,33580,2107,659029,60891,1662971,0,2107,N/A,N/A,N/A,N/A,46996,TIMEOUT
00006,2150,165,0,0,2,0,165,N/A,N/A,N/A,N/A,2,245
00007,23,168,8,21,39,0,168,N/A,N/A,N/A,N/A,4,93
00012,13,277,7,13,27,0,277,N/A,N/A,N/A,N/A,6,122
00013,157,1267,2149,508,3082,107,1374,N/A,N/A,N/A,N/A,38,410
00014,278,1537,4425,986,6404,207,1742,N/A,N/A,N/A,N/A,90,673
00015,26,345,190,60,260,11,356,N/A,N/A,N/A,N/A,11,153
00016,135,1056,1798,433,2561,88,1144,N/A,N/A,N/A,N/A,40,440
00017,135,1178,1798,432,2561,88,1266,N/A,N/A,N/A,N/A,43,349
00018,171,1130,2269,576,3223,127,1255,N/A,N/A,N/A,N/A,43,414
00019,141,1079,1941,457,2777,91,1170,N/A,N/A,N/A,N/A,33,373
00020,173,1312,2703,589,3920,122,1434,N/A,N/A,N/A,N/A,51,496
00021,218,1192,3060,750,4361,154,1344,N/A,N/A,N/A,N/A,54,541
00022,26,425,190,61,260,11,436,N/A,N/A,N/A,N/A,10,142
00023,26,429,190,61,260,11,440,N/A,N/A,N/A,N/A,12,146
00024,278,1537,4425,986,6404,207,1742,N/A,N/A,N/A,N/A,85,673
00025,116,987,577,255,924,24,1011,N/A,N/A,N/A,N/A,16,203
00026,59236,30697,24288,59064,151272,55571,86268,N/A,N/A,N/A,N/A,7859,TIMEOUT
00027,59236,31647,117362,57006,411822,53661,85308,N/A,N/A,N/A,N/A,23724,TIMEOUT
00029,4884,4125,33909,2879,86554,2474,6599,N/A,N/A,N/A,N/A,837,9565
00030,5586,3717,5170,2886,47809,2481,6198,N/A,N/A,N/A,N/A,470,10027
00032,5586,4130,39521,2886,100921,2481,6611,N/A,N/A,N/A,N/A,1053,11506
00033,26956,9462,38716,20235,254984,18492,27954,N/A,N/A,N/A,N/A,10377,TIMEOUT
00034,26956,9364,27666,20671,111052,18876,28240,N/A,N/A,N/A,N/A,2664,TIMEOUT
00036,26932,9456,39296,20254,262514,18473,27929,N/A,N/A,N/A,N/A,11552,TIMEOUT
00037,26916,9445,39268,20246,262370,18467,27912,N/A,N/A,N/A,N/A,10899,TIMEOUT
00038,26966,9457,39116,20259,261562,18482,27939,N/A,N/A,N/A,N/A,10897,TIMEOUT
00039,6858,4826,7890,4210,56718,3329,8155,N/A,N/A,N/A,N/A,733,12561
00040,87244,100788,15103,6164,82975,5895,106683,N/A,N/A,N/A,N/A,6053,TIMEOUT
00041,28638,67437,20582,20956,64066,17459,84896,N/A,N/A,N/A,N/A,1983,TIMEOUT
00042,30834,71082,25733,22378,72029,18416,89498,N/A,N/A,N/A,N/A,2226,TIMEOUT
00043,37224,115810,29880,24080,75368,19767,135577,N/A,N/A,N/A,N/A,2773,TIMEOUT
00044,28638,67400,20280,21090,54801,17551,84951,N/A,N/A,N/A,N/A,1808,TIMEOUT
00045,84860,98674,15163,6214,82784,5944,104618,N/A,N/A,N/A,N/A,5605,TIMEOUT
00046,30704,69253,20319,21053,54924,17495,86748,N/A,N/A,N/A,N/A,1588,TIMEOUT
00047,28865,67547,21006,21016,56133,17488,85035,N/A,N/A,N/A,N/A,1695,TIMEOUT
00049,30,51,100,36,148,8,59,N/A,N/A,N/A,N/A,11,109
00052,7528,25233,5535,0,25785,0,25233,N/A,N/A,N/A,N/A,325,2556
00055,46,212,50,10,89,2,214,N/A,N/A,N/A,N/A,8,121
00057,3,11,3,3,9,0,11,N/A,N/A,N/A,N/A,2,49
00058,3,7,0,3,3,0,7,N/A,N/A,N/A,N/A,2,47
00059,5,47,0,5,5,0,47,N/A,N/A,N/A,N/A,2,53
00060,9,72,0,9,10,0,72,N/A,N/A,N/A,N/A,2,59
00062,11,72,0,11,11,0,72,N/A,N/A,N/A,N/A,2,64
00063,12,61,0,12,12,0,61,N/A,N/A,N/A,N/A,3,70
00065,3,12,2,3,7,0,12,N/A,N/A,N/A,N/A,2,47
00066,1,20,0,1,1,0,20,N/A,N/A,N/A,N/A,2,45
00068,2,33,0,0,2,0,33,N/A,N/A,N/A,N/A,2,50
00069,1,8,0,1,1,0,8,N/A,N/A,N/A,N/A,2,43
00071,1,14,0,1,1,0,14,N/A,N/A,N/A,N/A,2,42
00072,1,31,0,1,1,0,31,N/A,N/A,N/A,N/A,2,48
00073,6,77,2,6,6,1,78,N/A,N/A,N/A,N/A,2,72
00075,2,125,0,2,2,1,126,N/A,N/A,N/A,N/A,2,76
00078,43,715,39,376,255,330,1045,N/A,N/A,N/A,N/A,29,239
00079,2,29,0,0,2,0,29,N/A,N/A,N/A,N/A,2,47
00081,93,679,0,93,94,0,679,N/A,N/A,N/A,N/A,8,193
00082,356,263,46,13,652,2,265,N/A,N/A,N/A,N/A,16,190
00094,17,138,5,17,32,11,149,N/A,N/A,N/A,N/A,5,87
00106,4,43,2,4,8,0,43,N/A,N/A,N/A,N/A,2,53
00110,317,244,37,12,562,1,245,N/A,N/A,N/A,N/A,13,200
00112,20,113,20,24,37,11,124,N/A,N/A,N/A,N/A,5,92
00113,12,24,0,0,8,0,24,N/A,N/A,N/A,N/A,2,58
00114,42,25,33,60,78,53,78,N/A,N/A,N/A,N/A,14,124
00116,13,30,14,24,28,15,45,N/A,N/A,N/A,N/A,5,72
00118,39,89,46,40,93,17,106,N/A,N/A,N/A,N/A,9,117
00120,17,53,26,16,32,3,56,N/A,N/A,N/A,N/A,5,75
00151,51,263,357,66,1145,29,292,N/A,N/A,N/A,N/A,32,235
00153,48,186,24,14,26,0,186,N/A,N/A,N/A,N/A,3,99
00164,3,31,0,4,0,1,32,N/A,N/A,N/A,N/A,2,48
00167,12,451,17,7,87,1,452,N/A,N/A,N/A,N/A,7,118
00169,23,168,8,21,39,0,168,N/A,N/A,N/A,N/A,4,90
00170,9,120,4,9,11,0,120,N/A,N/A,N/A,N/A,3,90
00171,12,61,7,18,28,0,61,N/A,N/A,N/A,N/A,3,68
00172,216,190,2620,382,3512,26,216,N/A,N/A,N/A,N/A,65,388
00173,240,98,218,125,520,29,127,N/A,N/A,N/A,N/A,19,213
00174,4884,3712,3879,2879,40094,2474,6186,N/A,N/A,N/A,N/A,390,8024
00176,50,70,14,40,41,24,94,N/A,N/A,N/A,N/A,7,105
00209,18,27,2,0,20,0,27,N/A,N/A,N/A,N/A,4,66
00210,6,19,6,0,12,0,19,N/A,N/A,N/A,N/A,3,53
00212,2,3,0,0,2,0,3,N/A,N/A,N/A,N/A,2,43
00213,2,3,0,0,2,0,3,N/A,N/A,N/A,N/A,2,42
00214,11,21,3,0,16,0,21,N/A,N/A,N/A,N/A,3,56
00215,7,10,6,0,13,0,10,N/A,N/A,N/A,N/A,4,82
00217,1,8,0,0,1,0,8,N/A,N/A,N/A,N/A,2,44
00218,6,8,1,0,8,0,8,N/A,N/A,N/A,N/A,2,52
00220,2,3,0,0,2,0,3,N/A,N/A,N/A,N/A,2,43
00221,1,16,1,0,2,0,16,N/A,N/A,N/A,N/A,2,47
00222,5,51,5,0,10,0,51,N/A,N/A,N/A,N/A,2,58
00223,4,8,2,0,6,0,8,N/A,N/A,N/A,N/A,2,53
00224,2,7,0,0,3,0,7,N/A,N/A,N/A,N/A,4,51
00229,2,36,2,2,5,0,36,N/A,N/A,N/A,N/A,2,52
00230,2,5,0,0,2,0,5,N/A,N/A,N/A,N/A,2,45
00233,1,3,0,0,1,0,3,N/A,N/A,N/A,N/A,2,41
00235,6,18,0,0,10,0,18,N/A,N/A,N/A,N/A,2,56
00236,6,22,0,6,6,0,22,N/A,N/A,N/A,N/A,2,51
00237,1,2,0,0,1,0,2,N/A,N/A,N/A,N/A,4,54
00238,5,14,4,1,14,0,14,N/A,N/A,N/A,N/A,3,54
00241,1,28,3,2,6,0,28,N/A,N/A,N/A,N/A,2,48
00242,5,16,6,0,11,0,16,N/A,N/A,N/A,N/A,3,65
00267,4,7,0,0,4,0,7,N/A,N/A,N/A,N/A,3,55
00279,26,168,0,14,38,0,168,N/A,N/A,N/A,N/A,4,96
00281,26,345,190,61,260,11,356,N/A,N/A,N/A,N/A,10,141
